lat,lon,value
-56.0,-68.0,0.7755844593048096
-56.0,-67.0,0.7433790564537048
-55.0,-72.0,0.9592664837837219
-55.0,-71.0,0.9816353917121887
-55.0,-70.0,1.1561895608901978
-55.0,-69.0,1.241605281829834
-55.0,-68.0,1.086647629737854
-55.0,-67.0,0.8987380862236023
-54.0,-74.0,1.147047996520996
-54.0,-73.0,1.1867477893829346
-54.0,-72.0,1.1039563417434692
-54.0,-71.0,1.1004376411437988
-54.0,-70.0,1.247138500213623
-54.0,-69.0,1.3220628499984741
-53.0,-74.0,1.2937809228897095
-53.0,-73.0,1.4102295637130737
-53.0,-72.0,1.453686237335205
-53.0,-71.0,1.426426887512207
-53.0,-70.0,1.4078243970870972
-53.0,-69.0,1.3081291913986206
-52.0,-75.0,1.3254965543746948
-52.0,-74.0,1.4759821891784668
-52.0,-73.0,1.588483214378357
-52.0,-72.0,1.6035680770874023
-52.0,-71.0,1.569633960723877
-52.0,-70.0,1.4985445737838745
-52.0,-69.0,1.1859030723571777
-52.0,-68.0,1.013824462890625
-51.0,-75.0,1.4895997047424316
-51.0,-74.0,1.6520696878433228
-51.0,-73.0,1.7428306341171265
-51.0,-72.0,1.8664463758468628
-50.0,-75.0,1.6687461137771606
-50.0,-74.0,1.7358922958374023
-50.0,-73.0,1.8208683729171753
-49.0,-76.0,1.5676313638687134
-49.0,-75.0,1.7713617086410522
-49.0,-74.0,1.8940801620483398
-49.0,-73.0,1.9736214876174927
-48.0,-76.0,1.6035014390945435
-48.0,-75.0,1.7784780263900757
-48.0,-74.0,2.0193707942962646
-48.0,-73.0,2.205385446548462
-48.0,-72.0,2.2633540630340576
-47.0,-76.0,1.5944525003433228
-47.0,-75.0,1.7205079793930054
-47.0,-74.0,1.9478925466537476
-47.0,-73.0,2.152198553085327
-47.0,-72.0,2.0658481121063232
-46.0,-75.0,1.7276196479797363
-46.0,-74.0,1.9676790237426758
-46.0,-73.0,2.1619598865509033
-46.0,-72.0,2.2644097805023193
-45.0,-75.0,1.5971823930740356
-45.0,-74.0,1.8269532918930054
-45.0,-73.0,1.9379510879516602
-45.0,-72.0,1.9021464586257935
-45.0,-71.0,1.9074634313583374
-44.0,-75.0,1.446337342262268
-44.0,-74.0,1.6677058935165405
-44.0,-73.0,1.902572512626648
-44.0,-72.0,2.0280942916870117
-44.0,-71.0,1.7881773710250854
-43.0,-74.0,1.4835668802261353
-43.0,-73.0,1.6378469467163086
-43.0,-72.0,1.8085254430770874
-42.0,-74.0,1.3461381196975708
-42.0,-73.0,1.5291420221328735
-42.0,-72.0,1.7027788162231445
-41.0,-74.0,1.313151240348816
-41.0,-73.0,1.562709927558899
-41.0,-72.0,1.4820637702941895
-40.0,-74.0,1.2480331659317017
-40.0,-73.0,1.5684194564819336
-40.0,-72.0,1.3153446912765503
-39.0,-74.0,1.1627388000488281
-39.0,-73.0,1.1870135068893433
-39.0,-72.0,1.14508855342865
-39.0,-71.0,1.0863107442855835
-38.0,-74.0,1.0756579637527466
-38.0,-73.0,1.2167165279388428
-38.0,-72.0,0.9891481399536133
-38.0,-71.0,0.8625443577766418
-37.0,-74.0,1.0458829402923584
-37.0,-73.0,0.9761648774147034
-37.0,-72.0,0.846555233001709
-37.0,-71.0,0.6601938605308533
-36.0,-73.0,0.9007620215415955
-36.0,-72.0,0.9406320452690125
-36.0,-71.0,0.6404201984405518
-36.0,-70.0,0.3845198452472687
-35.0,-73.0,1.0318362712860107
-35.0,-72.0,0.9404212832450867
-35.0,-71.0,0.23975728452205658
-35.0,-70.0,-0.6860277056694031
-35.0,19.0,0.5569761395454407
-35.0,20.0,0.548223614692688
-34.0,-79.0,0.6468236446380615
-34.0,-72.0,1.0692001581192017
-34.0,-71.0,0.8275598883628845
-34.0,-70.0,-0.08714012056589127
-34.0,-54.0,-0.34661731123924255
-34.0,-53.0,-0.6713570952415466
-34.0,18.0,0.6630989909172058
-34.0,19.0,0.4294276535511017
-34.0,20.0,0.5150501132011414
-34.0,21.0,0.5940505862236023
-34.0,22.0,0.6771728992462158
-34.0,23.0,0.5698924660682678
-34.0,24.0,0.5650092959403992
-34.0,25.0,0.5647264719009399
-34.0,26.0,0.6343345046043396
-34.0,27.0,0.6367401480674744
-33.0,-72.0,1.1172164678573608
-33.0,-71.0,1.0482354164123535
-33.0,-70.0,-0.41579318046569824
-33.0,-53.0,-0.44348928332328796
-33.0,-52.0,-0.48039737343788147
-33.0,18.0,0.6311284303665161
-33.0,19.0,0.38593026995658875
-33.0,20.0,0.5577917695045471
-33.0,21.0,0.7645547389984131
-33.0,22.0,0.8659818172454834
-33.0,23.0,0.9235251545906067
-33.0,24.0,0.8797863125801086
-33.0,25.0,0.8106828331947327
-33.0,26.0,0.6705726981163025
-33.0,27.0,0.6189702153205872
-33.0,28.0,0.6879799962043762
-33.0,29.0,0.7103782296180725
-32.0,-72.0,1.3245131969451904
-32.0,-71.0,0.4656243324279785
-32.0,-70.0,-0.7280397415161133
-32.0,-55.0,-0.233819842338562
-32.0,-54.0,-0.20394407212734222
-32.0,-53.0,-0.2973767817020416
-32.0,-52.0,-0.33803078532218933
-32.0,-51.0,-0.3224668800830841
-32.0,18.0,0.6599372029304504
-32.0,19.0,0.5147548317909241
-32.0,20.0,0.7313976883888245
-32.0,21.0,1.0445261001586914
-32.0,22.0,1.2664469480514526
-32.0,23.0,1.403546929359436
-32.0,24.0,1.4233089685440063
-32.0,25.0,1.3341447114944458
-32.0,26.0,1.2309343814849854
-32.0,27.0,1.1174324750900269
-32.0,28.0,0.8701032996177673
-32.0,29.0,0.7871744632720947
-32.0,30.0,0.7776505351066589
-31.0,-72.0,1.2893315553665161
-31.0,-71.0,1.0367034673690796
-31.0,-70.0,0.4306093752384186
-31.0,-56.0,-0.24109052121639252
-31.0,-55.0,-0.1868811696767807
