lat,lon,value
-56.0,-68.0,0.0
-56.0,-67.0,0.0
-55.0,-72.0,0.0
-55.0,-71.0,0.0
-55.0,-70.0,0.0
-55.0,-69.0,0.0
-55.0,-68.0,0.0
-55.0,-67.0,0.0
-54.0,-74.0,0.0
-54.0,-73.0,0.0
-54.0,-72.0,0.0
-54.0,-71.0,0.0
-54.0,-70.0,0.0
-54.0,-69.0,0.0
-53.0,-74.0,0.0
-53.0,-73.0,0.0
-53.0,-72.0,0.0
-53.0,-71.0,0.0
-53.0,-70.0,0.0
-53.0,-69.0,0.0
-52.0,-75.0,0.0
-52.0,-74.0,0.0
-52.0,-73.0,0.0
-52.0,-72.0,0.0
-52.0,-71.0,0.0
-52.0,-70.0,0.0
-52.0,-69.0,0.0
-52.0,-68.0,0.0
-51.0,-75.0,0.0
-51.0,-74.0,0.0
-51.0,-73.0,0.0
-51.0,-72.0,0.0
-50.0,-75.0,0.0
-50.0,-74.0,0.0
-50.0,-73.0,0.0
-49.0,-76.0,0.0
-49.0,-75.0,0.0
-49.0,-74.0,0.0
-49.0,-73.0,0.0
-48.0,-76.0,0.0
-48.0,-75.0,0.0
-48.0,-74.0,0.0
-48.0,-73.0,0.0
-48.0,-72.0,0.0
-47.0,-76.0,0.0
-47.0,-75.0,0.0
-47.0,-74.0,0.0
-47.0,-73.0,0.0
-47.0,-72.0,0.0
-46.0,-75.0,0.0
-46.0,-74.0,0.0
-46.0,-73.0,0.0
-46.0,-72.0,0.0
-45.0,-75.0,0.0
-45.0,-74.0,0.0
-45.0,-73.0,0.0
-45.0,-72.0,0.0
-45.0,-71.0,0.0
-44.0,-75.0,0.0
-44.0,-74.0,0.0
-44.0,-73.0,0.0
-44.0,-72.0,0.0
-44.0,-71.0,0.0
-43.0,-74.0,0.0
-43.0,-73.0,0.0
-43.0,-72.0,0.0
-42.0,-74.0,0.0
-42.0,-73.0,0.0
-42.0,-72.0,0.0
-41.0,-74.0,0.0
-41.0,-73.0,0.0
-41.0,-72.0,0.0
-40.0,-74.0,0.0
-40.0,-73.0,0.0
-40.0,-72.0,0.0
-39.0,-74.0,0.0
-39.0,-73.0,0.0
-39.0,-72.0,0.0
-39.0,-71.0,0.0
-38.0,-74.0,0.0
-38.0,-73.0,0.0
-38.0,-72.0,0.0
-38.0,-71.0,0.0
-37.0,-74.0,0.0
-37.0,-73.0,0.0
-37.0,-72.0,0.0
-37.0,-71.0,0.0
-36.0,-73.0,0.0
-36.0,-72.0,0.0
-36.0,-71.0,0.0
-36.0,-70.0,0.0
-35.0,-73.0,0.0
-35.0,-72.0,0.0
-35.0,-71.0,0.0
-35.0,-70.0,0.0
-35.0,19.0,0.0
-35.0,20.0,0.0
-34.0,-79.0,0.0
-34.0,-72.0,0.0
-34.0,-71.0,0.0
-34.0,-70.0,0.0
-34.0,-54.0,0.0
-34.0,-53.0,0.0
-34.0,18.0,0.0
-34.0,19.0,0.0
-34.0,20.0,0.0
-34.0,21.0,0.0
-34.0,22.0,0.0
-34.0,23.0,0.0
-34.0,24.0,0.0
-34.0,25.0,0.0
-34.0,26.0,0.0
-34.0,27.0,0.0
-33.0,-72.0,0.0
-33.0,-71.0,0.0
-33.0,-70.0,0.0
-33.0,-53.0,0.0
-33.0,-52.0,0.0
-33.0,18.0,0.0
-33.0,19.0,0.0
-33.0,20.0,0.0
-33.0,21.0,0.0
-33.0,22.0,0.0
-33.0,23.0,0.0
-33.0,24.0,0.0
-33.0,25.0,0.0
-33.0,26.0,0.0
-33.0,27.0,0.0
-33.0,28.0,0.0
-33.0,29.0,0.0
-32.0,-72.0,0.0
-32.0,-71.0,0.0
-32.0,-70.0,0.0
-32.0,-55.0,0.0
-32.0,-54.0,0.0
-32.0,-53.0,0.0
-32.0,-52.0,0.0
-32.0,-51.0,0.0
-32.0,18.0,0.0
-32.0,19.0,0.0
-32.0,20.0,0.0
-32.0,21.0,0.0
-32.0,22.0,0.0
-32.0,23.0,0.0
-32.0,24.0,0.0
-32.0,25.0,0.0
-32.0,26.0,0.0
-32.0,27.0,0.0
-32.0,28.0,0.0
-32.0,29.0,0.0
-32.0,30.0,0.0
-31.0,-72.0,0.0
-31.0,-71.0,0.0
-31.0,-70.0,0.0
-31.0,-56.0,0.0
-31.0,-55.0,0.0
-31.0,-54.0,0.0
-31.0,-53.0,0.0
-31.0,-52.0,0.0
-31.0,-51.0,0.0
-31.0,-50.0,0.0
-31.0,17.0,0.0
-31.0,18.0,0.0
-31.0,19.0,0.0
-31.0,20.0,0.0
-31.0,21.0,0.0
-31.0,22.0,0.0
-31.0,23.0,0.0
-31.0,24.0,0.0
-31.0,25.0,0.0
-31.0,26.0,0.0
-31.0,27.0,0.0
-31.0,28.0,0.0
-31.0,29.0,0.0
-31.0,30.0,0.0
-31.0,31.0,0.0
-30.0,-72.0,0.0
-30.0,-71.0,0.0
-30.0,-70.0,0.0
-30.0,-58.0,0.0
-30.0,-57.0,0.0
-30.0,-56.0,0.0
-30.0,-55.0,0.0
-30.0,-54.0,0.0
-30.0,-53.0,0.0
-30.0,-52.0,0.0
-30.0,-51.0,0.0
-30.0,-50.0,0.0
-30.0,17.0,0.0
-30.0,18.0,0.0
-30.0,19.0,0.0
-30.0,20.0,0.0
-30.0,21.0,0.0
-30.0,22.0,0.0
-30.0,23.0,0.0
-30.0,24.0,0.0
-30.0,25.0,0.0
-30.0,26.0,0.0
-30.0,27.0,0.0
-30.0,28.0,0.0
-30.0,29.0,0.0
-30.0,30.0,0.0
-30.0,31.0,0.0
-29.0,-72.0,0.0
-29.0,-71.0,0.0
-29.0,-70.0,0.0
-29.0,-57.0,0.0
-29.0,-56.0,0.0
-29.0,-55.0,0.0
-29.0,-54.0,0.0
-29.0,-53.0,0.0
-29.0,-52.0,0.0
-29.0,-51.0,0.0
-29.0,-50.0,0.0
-29.0,-49.0,0.0
-29.0,16.0,0.0
-29.0,17.0,0.0
-29.0,18.0,0.0
-29.0,19.0,0.0
-29.0,20.0,0.0
-29.0,21.0,0.0
-29.0,22.0,0.0
-29.0,23.0,0.0
-29.0,24.0,0.0
-29.0,25.0,0.0
-29.0,26.0,0.0
-29.0,27.0,0.0
-29.0,28.0,0.0
-29.0,29.0,0.0
-29.0,30.0,0.0
-29.0,31.0,0.0
-29.0,32.0,0.0
-28.0,-71.0,0.0
-28.0,-70.0,0.0
-28.0,-69.0,0.0
-28.0,-56.0,0.0
-28.0,-55.0,0.0
-28.0,-54.0,0.0
-28.0,-53.0,0.0
-28.0,-52.0,0.0
-28.0,-51.0,0.0
-28.0,-50.0,0.0
-28.0,-49.0,0.0
-28.0,-48.0,0.0
