quarter,GDP_YoY,CPI_YoY,CPIF_YoY,FX_YoY,EX_YoY,country
1980-01-01,,22.54610950459222,19.34107356974045,,,MEX
1980-04-01,,25.12347795926317,23.24239379334158,,,MEX
1980-07-01,,28.35886778050903,29.43405263033698,,,MEX
1980-10-01,,28.94629942701992,28.34613962074879,,,MEX
1981-01-01,,27.95614586253656,28.78000673835997,2.909626820020028,51.554606079852185,MEX
1981-04-01,,28.36925886288808,27.35997415096808,5.439927015953838,37.588299931976344,MEX
1981-07-01,,26.85816981568221,22.68971008963346,7.812913633715102,3.1453945179535703,MEX
1981-10-01,,28.54954272835698,25.13149094481049,11.025410602003593,10.428492950009138,MEX
1982-01-01,,32.80153658330455,27.54862193914713,46.190285020966826,-16.492370992628157,MEX
1982-04-01,,44.30148895679456,38.47073734323489,94.12759722835014,-2.591796763581722,MEX
1982-07-01,,65.63001447340815,60.15162472608423,187.09118156701936,40.13448464096074,MEX
1982-10-01,,87.59963809661255,82.30690182598818,185.4645481056373,25.501616781361424,MEX
1983-01-01,,112.8595992573209,98.05521461216468,197.0973033156572,17.08296265881979,MEX
1983-04-01,,114.7068995521745,101.7828295932973,144.18583757209865,5.448405106781706,MEX
1983-07-01,,100.8281276910126,88.84335232132095,77.1738674200084,1.8414575845034253,MEX
1983-10-01,,87.39812221863312,76.21419860934313,88.27316248175781,-0.4657538771532854,MEX
1984-01-01,,72.96836440925378,82.09970817380842,46.989518532052045,26.650171446384043,MEX
1984-04-01,,67.84507908015858,78.27271209255805,41.74966140506344,13.08476960956737,MEX
1984-07-01,,63.31583991006434,72.87243177224767,37.75555244316264,2.548811655684413,MEX
1984-10-01,,60.37560849021773,71.37127845014398,34.55809910146821,-2.5089189413423973,MEX
1985-01-01,,59.36770468594063,65.81410228015443,33.74796035494023,-11.128032365745222,MEX
1985-04-01,,54.98223028819623,59.06442979906548,35.022023257073975,-17.49856756977981,MEX
1985-07-01,,55.80385072441449,57.27567919605441,58.14898099424837,-7.202075174202738,MEX
1985-10-01,,60.60350910749395,58.25489502473795,79.60023832116532,-1.0229264888601541,MEX
1986-01-01,,66.66316391276972,60.59111296323492,111.21839864389105,-30.664843438976686,MEX
1986-04-01,,77.00267280179943,77.36974839347612,138.89824263645596,-24.884911500912775,MEX
1986-07-01,,91.48991123906237,91.01235750819502,142.28698849760332,-32.1677171827898,MEX
1986-10-01,,103.1105033840358,103.430186799877,150.48411754713774,-20.608785937705676,MEX
1987-01-01,,109.4031048171457,112.318274673963,142.106886518249,20.711021047936494,MEX
1987-04-01,,124.3089714596651,121.473470495313,137.79741609395853,36.092967019596145,MEX
1987-07-01,,134.2032022580953,133.3681119593209,119.43515589244713,38.420454926334216,MEX
1987-10-01,,148.3795842984001,146.5354753943204,113.5745685769221,17.168386414811575,MEX
1988-01-01,,177.4405741668704,169.1194355996505,119.31439268373536,3.631780821226682,MEX
1988-04-01,,147.7507127842694,137.4063879243532,83.7056843258219,1.4886147004845807,MEX
1988-07-01,,107.3509763695875,103.8181061333166,56.15087967505645,-3.244073616431753,MEX
1988-10-01,,66.80867310301679,68.42658507604175,27.81265350873101,-3.91700776152043,MEX
1989-01-01,,26.87246560464028,30.23871168074057,3.3232270244477613,8.043293713826305,MEX
1989-04-01,,18.4309097503166,22.20716872892405,5.895221394125372,16.47704573548674,MEX
1989-07-01,,16.98624924776758,18.46557884274306,9.907935116177114,15.809075706733822,MEX
1989-10-01,,18.68697886135723,16.98966881053712,13.952067806517633,11.295113339641883,MEX
1990-01-01,,23.49151359834203,23.75762275964713,15.73921623745791,20.007792799024603,MEX
1990-04-01,,25.15004329659622,24.40950008170742,15.062631013149952,3.07780164287903,MEX
1990-07-01,,27.96848545235569,26.54355960645387,13.93764127110757,13.066621874415652,MEX
1990-10-01,,29.59605150082294,28.77134986452841,12.520935553121792,36.2523354378282,MEX
1991-01-01,,26.53047482234504,23.12343347598352,10.224611335400269,50.47335801700825,MEX
1991-04-01,,24.33998041266226,21.01652862375378,7.983055705806397,73.20910257421865,MEX
1991-07-01,,20.98176731420348,17.96037065981989,6.431601365347017,64.79704433870836,MEX
1991-10-01,,19.46800165232894,15.74085506677091,4.879024491428718,43.7393559330441,MEX
1992-01-01,,17.35054404175161,13.42447531560813,3.420437861015002,8.135168474736453,MEX
1992-04-01,,16.25374070068058,11.70649363784459,3.117555003426431,6.490986865999382,MEX
1992-07-01,,15.44722491923255,9.353105865709734,1.8982740869633918,9.225881350597964,MEX
1992-10-01,,13.21635258628629,8.36757243620593,1.733828288514272,8.833931181996135,MEX
1993-01-01,,10.88682578811254,6.20703899728161,1.331512906946264,11.331610145330838,MEX
1993-04-01,,9.98560881594295,5.037958758313304,0.595418893563493,11.84044490785654,MEX
1993-07-01,,9.600024406864648,6.13315526257808,0.5958990780672968,10.117318091600215,MEX
1993-10-01,,8.618146953350289,4.594856950671964,0.1652472352866141,15.59062125042967,MEX
1994-01-01,2.825746811117469,7.257601045990032,3.734850527691861,1.9449033448475594,18.941724111504634,MEX
1994-04-01,5.167460257572487,6.92520012561222,3.928122570063303,7.353712725520634,18.719830694354854,MEX
1994-07-01,4.526747886711591,6.75232032721682,4.592563605569104,8.919765961770931,19.00499943359073,MEX
1994-10-01,4.991643518422317,6.937802174151172,6.336321151945343,15.057799769654068,21.99422117410641,MEX
1995-01-01,-0.8010829158836441,15.00618897936156,16.24274589970004,88.36590165314477,34.217904341038775,MEX
1995-04-01,-8.898892629851796,33.76851558229436,36.15509515845261,84.37010661959047,27.69473906663713,MEX
1995-07-01,-7.4521609116529275,41.65782096735336,47.12071344222423,82.98306948972774,30.817395650299595,MEX
1995-10-01,-6.343781638528723,48.71225817798497,58.01131766241516,104.03922440959481,21.682793117226183,MEX
1996-01-01,0.41866588928445303,48.00505670604715,57.51491363552635,26.155547858730976,16.458736750049386,MEX
1996-04-01,8.053396410451352,34.13206121411349,45.86014621633556,21.437780963457854,20.170329632266327,MEX
