quarter,GDP_YoY,CPI_YoY,FX_YoY,EX_YoY,country
1980-01-01,,,,,AUS
1980-04-01,,,,,AUS
1980-07-01,,,,,AUS
1980-10-01,,,,,AUS
1981-01-01,12.670343459102984,9.852941176470598,-5.716394107951217,0.6932747066844547,AUS
1981-04-01,14.283268171570441,-31.474820143884884,-1.7489046409002507,3.574026364916527,AUS
1981-07-01,16.629374879146972,38.38028169014087,1.6451820931284278,1.427099665737952,AUS
1981-10-01,14.688713383871743,83.44827586206898,2.4768008287960663,-9.719889931560012,AUS
1982-01-01,14.861049959855999,-9.933774834437092,7.533669698311729,-1.3214232048359809,AUS
1982-04-01,14.972781301503279,5.3030303030303205,9.171101952658,-0.8781989742525198,AUS
1982-07-01,10.433196750432238,65.2910052910053,16.29127114355098,1.8451962803215594,AUS
1982-10-01,9.055734684477201,-25.869120654396728,20.023618136820986,5.831978679838068,AUS
1983-01-01,7.6980315226949925,4.861111111111116,15.301218483994528,-6.549187245440868,AUS
1983-04-01,4.8542634985448085,-10.204081632653084,19.895031888687996,-14.585943689598245,AUS
1983-07-01,9.511860335435163,-50.90909090909093,11.628234627141797,-7.847101902945419,AUS
1983-10-01,10.810525426592331,-17.584269662921358,4.532761089764015,3.6452419853599594,AUS
1984-01-01,14.385612294035122,-126.3013698630137,1.2898301904375353,15.061949925691497,AUS
1984-04-01,15.752842968701453,-86.50137741046832,-3.2265868029229927,23.07464424717287,AUS
1984-07-01,10.75967959891111,-19.871794871794833,5.086218345858917,21.253211730295618,AUS
1984-10-01,9.56528368050924,-46.401686239084626,7.59291776141704,4.522185212233465,AUS
1985-01-01,9.263462312845473,-343.98395721925124,24.439028830158982,-12.89117752946255,AUS
1985-04-01,10.999964210300273,762.005277044855,35.59285285118632,-1.5747142655566426,AUS
1985-07-01,12.230572009548224,68.86597938144322,20.119597613667885,-2.2506278890224496,AUS
1985-10-01,12.551748130109575,48.71536523929478,23.056696234471264,-4.737575792691862,AUS
1986-01-01,10.44308568556831,66.22222222222223,6.596120045545262,15.479991381505487,AUS
1986-04-01,8.192942010994852,-28.79763821792809,-6.470886103034146,-6.399632995957227,AUS
1986-07-01,7.678976556591888,12.641858010029061,12.265241158976803,-13.327134820976294,AUS
1986-10-01,9.159892436559215,37.84722222222221,6.13950912925092,5.648320745333635,AUS
1987-01-01,9.854540490527697,-8.783783783783761,4.533969146601691,-0.7665038333672602,AUS
1987-04-01,11.993562903249844,-8.609271523178785,-0.24744829006424496,20.95861901200977,AUS
1987-07-01,13.485792877417847,-33.43873517786561,-12.988123889333048,26.075338067755816,AUS
1987-10-01,13.108603627199745,-38.46153846153848,-7.9835921957198135,25.797193229614667,AUS
1988-01-01,14.294590340485458,-17.086834733893564,-6.761670080409321,31.82580366162373,AUS
1988-04-01,12.871208089409269,20.336481700118057,-8.162483097491757,21.989399324869872,AUS
1988-07-01,13.270502688137388,4.9695740365111485,-10.66223289670063,20.510036657741114,AUS
1988-10-01,13.543283432634045,16.533864541832678,-16.088350268150908,20.607384614556313,AUS
1989-01-01,12.762898802836474,-41.89453125,-14.990658867600558,14.289418919006525,AUS
1989-04-01,14.30794257019592,35.22458628841609,0.08995020336000081,14.587554167629557,AUS
1989-07-01,12.507967583318159,24.025157232704352,4.669132144646171,16.770072914929578,AUS
1989-10-01,10.871769997354264,-7.380073800737996,7.339198282993142,9.170791994825244,AUS
1990-01-01,9.71567535138842,85.50724637681162,10.54036212217817,2.077586280192345,AUS
1990-04-01,7.614569153982598,-36.31261976457707,1.1750354815651898,1.3012331439786973,AUS
1990-07-01,4.95927968030756,-69.06012842965556,-5.530241319621243,8.424535773218578,AUS
1990-10-01,4.3848310696601445,41.39130434782607,-0.10986893833274669,7.0712302864027965,AUS
1991-01-01,1.1385273353968772,-109.35593220338984,-1.6361770981144885,10.29243412725891,AUS
1991-04-01,-0.6736555636475128,-89.39822674966987,-0.489436917161834,9.88964761720268,AUS
1991-07-01,0.6429101564382478,-27.415254237288146,3.3951740026676447,7.70240465310803,AUS
1991-10-01,0.3810104396860581,-61.21416526138282,-0.27054358931587474,2.776189694448261,AUS
1992-01-01,3.210110157464352,-100.0,3.3677808711084722,1.6750505485690015,AUS
1992-04-01,3.532941641824161,-296.661101836394,1.767243486022818,2.6368844451685858,AUS
1992-07-01,3.7667362614208777,-67.0575097710776,6.946822511499384,0.2603222287175244,AUS
1992-10-01,4.887838761102259,-50.418060200668876,12.27413141539957,1.173307468994178,AUS
1993-01-01,5.157898675447137,inf,9.57462029081546,-1.0957254131099825,AUS
1993-04-01,5.83236267064251,-198.84488448844883,9.044743447477499,-2.053480658242257,AUS
1993-07-01,4.681255595447964,194.57236842105266,9.25016631292177,0.03377698757940362,AUS
1993-10-01,4.771339394761842,-67.37588652482269,4.377803486507181,3.6228117027554907,AUS
1994-01-01,5.1157287978793375,-41.078431372549026,-2.8906726042396635,8.116794657529214,AUS
1994-04-01,5.388557240213432,97.07317073170738,-4.019304902953936,12.799252897368362,AUS
1994-07-01,8.650226152584661,30.963920301561675,-9.442353975076456,10.49595306536184,AUS
1994-10-01,5.862238686112486,390.3691813804174,-11.391462201665481,14.376471216775366,AUS
1995-01-01,5.580143692508188,224.8407643312102,-5.483071218122159,12.894682516644075,AUS
1995-04-01,5.657760622921781,116.88871473354223,-0.44172982268014804,8.068397586279307,AUS
1995-07-01,4.832427168708908,91.34466769706344,-0.22266119537539542,15.591815656464103,AUS
1995-10-01,7.493596959167359,-4.885496183206106,0.8846639786976196,10.230893660567775,AUS
1996-01-01,6.929939164656185,-80.96969696969697,-0.9773409637141461,16.831618494969703,AUS
1996-04-01,7.161608653709295,-46.45854313528027,-8.083449572442225,19.019261285540278,AUS
1996-07-01,5.407748577621252,-75.74962518740631,-6.063530933561045,9.9118744357116,AUS
1996-10-01,4.818454300565311,-80.4185351270553,-5.888120227222315,10.14089534996916,AUS
1997-01-01,4.512439190759254,-50.74626865671641,-2.837462162550397,6.008781099299787,AUS
1997-04-01,5.5082901057385,-139.4634873323398,2.951678925740886,6.592645900235383,AUS
1997-07-01,5.6700765948696885,-249.55156950672648,7.159469267943974,4.1177825655688505,AUS
1997-10-01,6.940312013609873,100.90090090090085,14.910971559144205,2.243368058708084,AUS
1998-01-01,6.747520243277938,100.59880239520953,16.888237506647073,-10.216806259143208,AUS
1998-04-01,4.9388759895935275,-300.29850746268653,22.37398323963631,-11.290589935854623,AUS
1998-07-01,6.1129180218497225,-133.08605341246292,22.858684323462718,-13.478638434911383,AUS
1998-10-01,5.335698135687306,48.0,11.013658939442571,-10.20734113652898,AUS
1999-01-01,5.5261796461901325,-100.0,5.083331483988407,-6.817382809605599,AUS
1999-04-01,5.293568810396532,-25.88495575221238,-3.786410817718089,-8.654127793958377,AUS
1999-07-01,5.308210206434039,493.8325991189427,-7.9550966392341715,5.316159161471878,AUS
1999-10-01,5.184956684918118,31.00436681222709,-3.1650014961598583,11.697352743738332,AUS
2000-01-01,7.35123709108505,inf,0.32395948605745684,19.56776453419362,AUS
2000-04-01,8.142132879304786,62.12338593974176,10.73722484704649,20.15038094920638,AUS
2000-07-01,8.885337048254582,336.5384615384615,13.307440586555286,10.804463823203946,AUS
2000-10-01,6.429933036805324,-52.88065843621401,20.9523155529709,3.7249001008676785,AUS
2001-01-01,6.206111216549637,26.037391700866408,18.93590148405433,-1.3240194438837283,AUS
2001-04-01,5.887964789268207,13.17997293640052,15.008700268381169,2.9050099024744425,AUS
2001-07-01,5.4643591501028155,-93.02013422818793,11.79200685935642,2.3694256461189944,AUS
2001-10-01,7.42669177248616,241.56626506024105,3.9805620264034003,-4.479626042278828,AUS
2002-01-01,6.820720157255189,-15.16909814323606,2.4842258033114906,0.21427189363874,AUS
