quarter,GDP_YoY,CPI_YoY,CPIF_YoY,FX_YoY,EX_YoY,country
1980-01-01,,10.44824249988984,,,,ECU
1980-04-01,,12.37116631214137,,,,ECU
1980-07-01,,13.38925131659171,,,,ECU
1980-10-01,,11.38659320380481,,,,ECU
1981-01-01,,12.11678832214872,,0.0,-4.109256350889689,ECU
1981-04-01,,13.32589907943523,,0.0,7.796782332317576,ECU
1981-07-01,,13.36986301092339,,0.0,6.005046920589874,ECU
1981-10-01,,17.25748831701779,,0.0,-1.1522039019904118,ECU
1982-01-01,,14.45312499940702,,0.0,-5.4791051076403585,ECU
1982-04-01,,12.12792127998983,,15.213333320000011,-16.21958447953554,ECU
1982-07-01,,15.73223780150569,,32.59999999999999,1.223730704853998,ECU
1982-10-01,,22.42793531981153,,32.59999999999999,-35.59637417262553,ECU
1983-01-01,,30.39817974380786,,35.65333332,1.4969632011432754,ECU
1983-04-01,,44.62483545596599,,50.92975351821891,7.609977324263051,ECU
1983-07-01,,59.90812277842575,,42.52780292609351,-9.103770118321442,ECU
1983-10-01,,56.35528330972634,,56.33765710407239,17.91109460128777,ECU
1984-01-01,,48.80474611969772,,66.43876548716716,-1.7987257559224035,ECU
1984-04-01,,36.99939320409254,,40.186200727811425,13.201281186783543,ECU
1984-07-01,,22.51240532418945,,38.80131701337404,36.090392739474055,ECU
1984-10-01,,22.38001958854829,,29.616575493711416,18.547300253784904,ECU
1985-01-01,,29.11585365939753,,19.009795985173138,26.242024517886577,ECU
1985-04-01,,29.38766470934978,,10.226189988315483,-2.612023648195849,ECU
1985-07-01,,29.18354295634414,,2.430894408119455,13.802578422053235,ECU
1985-10-01,,24.65986394532238,,14.179382210643855,15.314769975786913,ECU
1986-01-01,,21.86904005051651,,56.84947272050616,-17.500496890882754,ECU
1986-04-01,,20.62473256351901,,62.63490882024563,-20.05902411425602,ECU
1986-07-01,,21.59240924027813,,93.52933874209157,-28.278148288328275,ECU
1986-10-01,,27.71045662555878,,91.00391134289438,-33.725113629089044,ECU
1987-01-01,,26.85744094270111,,38.88409949128053,-6.360241606580519,ECU
1987-04-01,,30.50727208118169,,41.68726160183067,-24.918227204039866,ECU
1987-07-01,,30.27074709874314,,32.77095465059126,-26.9862066455581,ECU
1987-10-01,,30.13698630074904,,42.056882798634796,27.629240398732712,ECU
1988-01-01,,36.2274569692862,,63.33029618754678,14.791877239731699,ECU
1988-04-01,,47.11062788905808,,61.1826521730442,52.78785794354428,ECU
1988-07-01,,63.47015314153509,,74.01413615271444,17.906564649586286,ECU
1988-10-01,,81.28440366972745,,100.64868505952664,-25.11697393515575,ECU
1989-01-01,,93.30314790901072,,88.24579507011718,-10.219134221311476,ECU
1989-04-01,,86.65237796110029,,99.28390112224447,1.83894928807955,ECU
1989-07-01,,73.02998438671202,,82.99485061259821,27.054822535243428,ECU
1989-10-01,,59.00010654239754,,45.74968268934649,17.49236238034195,ECU
1990-01-01,,48.41278693624044,,50.225225217816494,2.3172669680417757,ECU
1990-04-01,,47.6064145716297,,47.79035156256137,-7.060416552394866,ECU
1990-07-01,,48.67776509152222,,46.610832494199926,22.871457531133466,ECU
1990-10-01,,49.22690342539518,,40.39050304568337,43.557040144458384,ECU
1991-01-01,,49.57988245750658,,39.075791058701355,11.33363634113891,ECU
