quarter,GDP_YoY,CPI_YoY,CPIF_YoY,FX_YoY,EX_YoY,country
1980-01-01,,,,,,PRY
1980-04-01,,,,,,PRY
1980-07-01,,,,,,PRY
1980-10-01,,,,,,PRY
1981-01-01,,,,0.0,-4.469240289033493,PRY
1981-04-01,,,,0.0,15.284065321988095,PRY
1981-07-01,,,,0.0,0.9396449704141885,PRY
1981-10-01,,,,0.0,-28.645325325764137,PRY
1982-01-01,,,,0.0,10.461982072337484,PRY
1982-04-01,,,,0.0,55.13420162625029,PRY
1982-07-01,,,,0.0,18.77154313316296,PRY
1982-10-01,,,,0.0,-62.02061158979557,PRY
1983-01-01,,,,0.0,-14.763742291832182,PRY
1983-04-01,,,,0.0,-19.972434448987165,PRY
1983-07-01,,,,0.0,-42.669167365875325,PRY
1983-10-01,,,,0.0,83.17292138466514,PRY
1984-01-01,,,,8.994708994708954,-3.617318745700282,PRY
1984-04-01,,,,48.14814814814818,22.682409830093064,PRY
1984-07-01,,,,90.47619047619047,60.934244735618705,PRY
1984-10-01,,,,90.47619047619047,9.102549950325646,PRY
1985-01-01,,,,94.1747572815535,-34.680297483364406,PRY
1985-04-01,,,,71.42857142857137,3.40024027104735,PRY
1985-07-01,,,,33.33333333333333,-20.202420053707648,PRY
1985-10-01,,,,33.33333333333333,-3.3631470314460343,PRY
1986-01-01,,,,19.999999999999996,-13.803799922450565,PRY
1986-04-01,,,,0.0,-49.857706065115806,PRY
1986-07-01,,,,0.0,-0.7910331697637663,PRY
1986-10-01,,,,23.95833333333335,22.428595359745373,PRY
1987-01-01,,,,71.875,143.1071852124484,PRY
1987-04-01,,,,71.875,130.23040874772195,PRY
1987-07-01,,,,71.875,-1.9041569814584491,PRY
1987-10-01,,,,38.65546218487395,-23.922896676757833,PRY
1988-01-01,,,,0.0,38.69833633320437,PRY
1988-04-01,,,,0.0,26.587810904485387,PRY
1988-07-01,,,,0.0,75.20630415914695,PRY
1988-10-01,,,,0.0,113.4195143884892,PRY
1989-01-01,,,,27.56363636363637,66.06146606510454,PRY
1989-04-01,,,,95.4484848484849,81.63984510043012,PRY
1989-07-01,,,,127.07272727272726,135.27996414446005,PRY
1989-10-01,,,,118.07272727272729,71.53030159382274,PRY
1990-01-01,,,,77.97890535917902,52.13517283689135,PRY
1990-04-01,,,,14.862476355855936,-8.535463818151424,PRY
1990-07-01,,,,-3.557797528491724,-15.993142215478805,PRY
1990-10-01,,,,2.662442332277215,-21.97356784907143,PRY
1991-01-01,,,,5.776674408051008,-46.63546242288952,PRY
1991-04-01,,,,7.47259867177803,-30.30242743112779,PRY
1991-07-01,,,,9.578236563900976,-25.504143344193942,PRY
1991-10-01,,,,8.262046561992475,41.41453892894247,PRY
1992-01-01,,,,8.958990536277645,18.030604258687855,PRY
1992-04-01,,,,9.902034664657133,-11.334066230785556,PRY
1992-07-01,,,,14.946331607526231,-24.049172799025953,PRY
1992-10-01,,,,19.001300260052002,-50.13190849891467,PRY
1993-01-01,,,,15.913607411696562,-4.858083595012353,PRY
1993-04-01,,,,18.755028341561484,21.545536017262545,PRY
1993-07-01,,,,16.2744710302551,37.91413544830691,PRY
1993-10-01,,,,14.303334664117129,20.031697136096803,PRY
1994-01-01,,,,12.657231290600413,44.081550909236555,PRY
1994-04-01,,,,10.186555601960867,-11.869915207221526,PRY
1994-07-01,,,,8.323318216175334,3.1950526900742737,PRY
1994-10-01,,,,5.915647789169132,75.09530805422796,PRY
1995-01-01,9.608123680939418,,,3.768882992403344,-2.330740532756581,PRY
1995-04-01,13.559958658666083,,,3.0551751603482113,10.509536032230816,PRY
1995-07-01,4.273357595569038,,,2.864035921688224,39.08277095457826,PRY
1995-10-01,1.2530443391133295,,,2.560395445023156,0.9181766042865913,PRY
1996-01-01,2.0227800209800195,,,3.2532262199811868,21.59849713944155,PRY
1996-04-01,-0.2656411788667379,,,3.8037610488224516,27.48868986148527,PRY
1996-07-01,1.6769123894373683,,,5.444786446541694,-1.1672225715128048,PRY
1996-10-01,2.815919830116975,,,6.594879449259028,8.246288880586405,PRY
1997-01-01,1.861860273013649,,,5.857804308348347,-2.634757450633407,PRY
1997-04-01,4.748678150869434,,,5.590615851099789,27.09874372293872,PRY
1997-07-01,8.093272841799148,,,5.194356121465948,64.4252811233764,PRY
1997-10-01,2.2478662179937547,,,6.88048415340623,42.81781999854006,PRY
1998-01-01,5.33456034965587,,,18.099548218912908,5.548309270663765,PRY
1998-04-01,0.4115265691694514,,,27.10770153832831,-10.182454709616307,PRY
1998-07-01,-4.885631977490778,,,29.08810704697369,-12.17220378968894,PRY
1998-10-01,0.08554869731416392,,,26.29994266378699,-16.04948224482008,PRY
1999-01-01,-6.303362372152432,,,14.449358456588236,-24.90445765078546,PRY
1999-04-01,-4.248111548435052,,,8.486754463335267,-9.302592914301588,PRY
1999-07-01,0.31826511051711304,,,17.530592521354382,-26.816732437103873,PRY
1999-10-01,4.253951954710677,,,16.959492119645446,-20.39247477161277,PRY
2000-01-01,0.211096762138685,,,19.018942930560346,13.35045491724227,PRY
2000-04-01,1.8403394144721252,,,17.610184202912514,-17.95684937579032,PRY
2000-07-01,-7.41132593853494,,,5.712866268482841,-29.13588505404652,PRY
2000-10-01,-3.35753172435026,,,6.296946551068783,-6.777500254272861,PRY
