country,GDP_YoY,CPI_YoY,FX_YoY,EX_YoY,CPIF_YoY,quarter,year,CPI_YoY_annual,FX_YoY_annual,US_GDP_YoY,CHN_GDP_YoY,COMMODITY_YoY,ENSO,PRITHVI_HEAT_STD,PRITHVI_MOISTURE_STD_OLD,PRITHVI_MOISTURE_EXTENT,PRITHVI_HEAT_EXTENT,GDP_YoY_star,CPI_YoY_star,FX_YoY_star,EX_YoY_star,country_add,dates,PRITHVI_MOISTURE_STD_ALL,PRITHVI_MOISTURE_STD,PRITHVI_MOISTURE_FARM,PRITHVI_MOISTURE_NO_FARM
PHL,8.938005643058222,3.0155345720378257,0.2208258888241943,0.85536335,,10/1/17,2017,2.852925645,5.5959949757044045,2.9941434967617697,6.8,13.523395602491629,-0.836666667,0.3037150867490645,0.9787644208734252,0,0.013888889,5.814785855655565,3.578259091,-3.840169374,13.440250906790597,PHL,1-Oct-17,0.001789442,-1.80E-06,-1.80E-06,-1.12E-05
PHL,9.494108660032708,3.868058425,4.010439494760321,2.622008343158599,,1/1/18,2018,5.303615414804103,5.474776980946578,3.328810094759116,6.9,15.408474526927684,-0.853333333,-0.37899133,-0.471643948,0.024928775,0.012108262,5.885875876069839,3.157501399347842,-2.888489269,11.485201441296143,PHL,1-Jan-18,0.001615682,-2.88E-06,-2.88E-06,-3.08E-05
PHL,9.986573386088637,4.735413554920465,6.055562160662609,8.120437955764137,,4/1/18,2018,5.303615414804103,5.474776980946578,3.2989628465220244,6.9,30.049946956660524,-0.223333333,1.7051375401415447,-0.181201545,0.024394587,0.1474358974358974,6.2086692437742474,3.1891635634609217,3.8351289104608854,11.863593019557927,PHL,1-Apr-18,0.001177798,-8.53E-06,-8.53E-06,-6.55E-05
PHL,10.759070835664254,6.5046788548249745,6.222465882,9.722788786,,7/1/18,2018,5.303615414804103,5.474776980946578,3.130030640718684,6.7,25.38355311569722,0.2266666666666666,0.9054342201512848,1.5308418763143763,0.00730057,0.042735043,5.345100349384391,3.4798532460905007,5.887729640880089,7.701375969325907,PHL,1-Jul-18,0.001001718,-2.08E-05,-2.08E-05,-9.55E-05
PHL,10.90276074347596,6.106310824919081,5.610640386194721,6.688318931293047,,10/1/18,2018,5.303615414804103,5.474776980946578,2.125110751484538,6.5,6.137557460747134,0.8966666666666666,0.4348832468116728,-0.338118062,0.018340456,0.02457265,5.088129867244692,3.4383571366126398,7.473967497983152,2.8616611152893103,PHL,1-Oct-18,0.000277294,-8.41E-05,-8.41E-05,-0.000375444
PHL,7.923145574,3.850085178875684,1.1013848717604802,3.698189199861957,,1/1/19,2019,2.409310919400798,-2.692258043,1.9335587266003704,6.4,-5.802416195,0.7233333333333333,-0.570650277,-1.740814229,0.1396011396011396,0.01727208,4.112655267468267,3.0283543357165543,8.653866277986491,0.32384432615816816,PHL,1-Jan-19,-0.000601901,-0.00017462,-0.00017462,-0.000950644
PHL,6.504593190619845,3.061911170928644,-4.04319719,4.542804798974065,,4/1/19,2019,2.409310919400798,-2.692258043,2.242125694698238,6.1,-9.557571775,0.54,2.154461408286109,-0.167206196,0.043981481,0.1839387464387464,3.9727034536755634,3.284440727,0.4609584010231982,-5.214845431,PHL,1-Apr-19,-0.000846349,-0.000169177,-0.000169177,-0.000949297
PHL,6.194751071918692,1.3513513513513375,-4.071814344,-0.014501753,,7/1/19,2019,2.409310919400798,-2.692258043,2.797216868642849,6,-15.4911757,0.1399999999999999,1.1862146638471514,1.0853953266891778,0.019408832,0.074430199,4.278312357616604,3.2229249809166527,3.283851240530128,-4.550396905,PHL,1-Jul-19,-0.000979399,-0.000200642,-0.000200642,-0.001151572
PHL,6.897367680596012,1.3738959764475256,-3.755405508,83.04949753641715,,10/1/19,2019,2.409310919400798,-2.692258043,3.3517765241980912,5.9,-7.988186249,0.5066666666666667,0.4521771065199787,-0.09575068,0.011396011,0.026353276,3.446250197518048,3.466833377325611,-0.681168172,-4.237205872,PHL,1-Oct-19,-0.000978434,-0.000184259,-0.000184259,-0.001059305
PHL,0.52107927,2.526246719160108,-3.292789208,-4.143129083,,1/1/20,2020,2.3920011585027434,-4.609244917,1.3585350290757248,-6.8,-15.21847729,0.4833333333333333,-0.142460127,-1.657582365,0.1264245014245014,0.038817664,2.842176450721893,3.7611658157725825,16.433157059006312,2.4531796910425085,PHL,1-Jan-20,-0.000973416,-0.000193981,-0.000193981,-0.00103809
