date,SOI,PDO,WestenV,NINO1+2,NINO3,NINO4,NINO3+4
2/28/05,0.5,0.584,,-1.46,-0.07,0.61,0.45
2/28/05,0.5,0.795,,-1.46,-0.07,0.61,0.45
3/31/05,-1,1.684,-0.472300663,-0.42,-0.05,0.42,0.26
3/31/05,-1,0.402,-0.472300663,-0.42,-0.05,0.42,0.26
4/30/05,-1.3,1.147,,-0.38,0.16,0.29,0.3
4/30/05,-1.3,1.252,,-0.38,0.16,0.29,0.3
5/31/05,0.7,0.528,,-0.77,0.06,0.17,0.04
5/31/05,0.7,1.393,,-0.77,0.06,0.17,0.04
6/30/05,0.3,2.093,-0.097925193,-0.35,0.1,-0.11,-0.23
6/30/05,0.3,0.014,-0.097925193,-0.35,0.1,-0.11,-0.23
7/31/05,-0.6,2.066,,-0.4,0.18,-0.06,-0.05
7/31/05,-0.6,-0.198,,-0.4,0.18,-0.06,-0.05
8/31/05,0.6,1.798,,-0.74,-0.08,0.03,-0.04
8/31/05,0.6,-0.712,,-0.74,-0.08,0.03,-0.04
9/30/05,2,-0.218,-0.008986754,-1.27,-0.34,0.09,-0.06
9/30/05,2,-1.566,-0.008986754,-1.27,-0.34,0.09,-0.06
10/31/05,-0.3,-1.544,,-1.43,-1.13,-0.14,-0.59
10/31/05,-0.3,0.565,,-1.43,-1.13,-0.14,-0.59
11/30/05,0,-0.99,,-0.92,-1.22,-0.26,-0.92
11/30/05,0,-0.059,,-0.92,-1.22,-0.26,-0.92
12/31/05,2.7,1.175,0.211427699,-0.37,-0.81,-0.5,-0.91
12/31/05,2.7,0.554,0.211427699,-0.37,-0.81,-0.5,-0.91
1/31/06,0.2,1.218,,0.22,-0.35,-0.67,-0.67
1/31/06,0.2,0.507,,0.22,-0.35,-0.67,-0.67
2/28/06,2.9,-0.351,,-0.29,-0.55,-0.59,-0.71
2/28/06,2.9,0.566,,-0.29,-0.55,-0.59,-0.71
3/31/06,1.8,-0.358,0.430888956,-1.5,-0.42,-0.34,-0.32
3/31/06,1.8,0.512,0.430888956,-1.5,-0.42,-0.34,-0.32
4/30/06,-0.8,1.274,,-0.56,-0.08,-0.06,-0.09
4/30/06,-0.8,-0.284,,-0.56,-0.08,-0.06,-0.09
5/31/06,-0.4,0.719,,-0.21,-0.01,0.06,0
5/31/06,-0.4,0.091,,-0.21,-0.01,0.06,0
6/30/06,-1,1.331,0.331461255,0.2,0.01,0.2,0.01
6/30/06,-1,0.377,0.331461255,0.2,0.01,0.2,0.01
7/31/06,-1.7,0.919,,0.7,0.39,0.42,0.31
7/31/06,-1.7,-0.466,,0.7,0.39,0.42,0.31
8/31/06,-1,-0.997,,0.97,0.83,0.63,0.6
8/31/06,-1,0.188,,0.97,0.83,0.63,0.6
9/30/06,-2.1,1.005,-0.25917587,1.05,0.88,0.69,0.7
9/30/06,-2.1,-0.169,-0.25917587,1.05,0.88,0.69,0.7
10/31/06,0.1,0.629,,0.79,0.99,0.92,0.99
10/31/06,0.1,-0.442,,0.79,0.99,0.92,0.99
11/30/06,-0.5,-0.577,,0.71,1.14,0.92,1.14
11/30/06,-0.5,-0.296,,0.71,1.14,0.92,1.14
12/31/06,-1.3,-0.65,-0.433874965,0.66,0.87,0.65,0.7
12/31/06,-1.3,-0.468,-0.433874965,0.66,0.87,0.65,0.7
1/31/07,-0.1,-0.382,,0.11,0.08,0.46,0.13
1/31/07,-0.1,-0.477,,0.11,0.08,0.46,0.13
2/28/07,0.3,-1.773,,-0.64,-0.4,0.34,-0.18
2/28/07,0.3,-0.734,,-0.64,-0.4,0.34,-0.18
3/31/07,-0.2,-1.206,-0.055727103,-1.22,-0.63,0.1,-0.32
3/31/07,-0.2,-0.24,-0.055727103,-1.22,-0.63,0.1,-0.32
4/30/07,-0.2,0.446,,-1.79,-0.88,-0.08,-0.47
4/30/07,-0.2,-0.116,,-1.79,-0.88,-0.08,-0.47
5/31/07,0.9,0.747,,-1.61,-0.72,-0.07,-0.35
5/31/07,0.9,0.086,,-1.61,-0.72,-0.07,-0.35
6/30/07,-0.5,0.547,0.358428688,-0.98,-0.95,-0.22,-0.59
6/30/07,-0.5,0.642,0.358428688,-0.98,-0.95,-0.22,-0.59
7/31/07,0.7,-0.044,,-1.2,-1.18,-0.31,-0.72
7/31/07,0.7,0.185,,-1.2,-1.18,-0.31,-0.72
8/31/07,0.3,1.103,,-0.97,-1.27,-0.65,-1.11
8/31/07,0.3,-0.582,,-0.97,-1.27,-0.65,-1.11
9/30/07,1.2,1.905,0.498747815,-1.52,-1.43,-0.85,-1.39
9/30/07,1.2,-1.871,0.498747815,-1.52,-1.43,-0.85,-1.39
10/31/07,1.4,1.597,,-1.73,-1.62,-1.09,-1.54
10/31/07,1.4,-1.23,,-1.73,-1.62,-1.09,-1.54
11/30/07,2.7,-0.759,,-1.66,-1.66,-1.12,-1.58
11/30/07,2.7,1.588,,-1.66,-1.66,-1.12,-1.58
12/31/07,2.9,1.259,0.642660911,-0.48,-1.46,-1.45,-1.68
12/31/07,2.9,-1.23,0.642660911,-0.48,-1.46,-1.45,-1.68
1/31/08,4.4,1.196,,0.22,-1.24,-1.58,-1.67
1/31/08,4.4,-1.188,,0.22,-1.24,-1.58,-1.67
2/29/08,2.4,0.281,,0.39,-0.75,-1.35,-1.21
2/29/08,2.4,-0.955,,0.39,-0.75,-1.35,-1.21
3/31/08,1.1,-0.008,0.99338064,0.41,-0.46,-1.16,-0.99
3/31/08,1.1,-1.498,0.99338064,0.41,-0.46,-1.16,-0.99
4/30/08,-0.1,-1.348,,0.54,-0.25,-1.11,-0.84
4/30/08,-0.1,0.148,,0.54,-0.25,-1.11,-0.84
5/31/08,1,0.211,,0.55,-0.16,-1.01,-0.68
5/31/08,1,-1.625,,0.55,-0.16,-1.01,-0.68
6/30/08,0.5,0.293,0.682374536,0.99,0.28,-0.83,-0.3
6/30/08,0.5,-1.373,0.682374536,0.99,0.28,-0.83,-0.3
7/31/08,1.7,-0.213,,1.4,0.5,-0.75,-0.13
7/31/08,1.7,-1.218,,1.4,0.5,-0.75,-0.13
8/31/08,2,0.816,,1.02,0.3,-0.68,-0.25
8/31/08,2,-1.347,,1.02,0.3,-0.68,-0.25
9/30/08,2.1,-1.538,0.777176645,0.35,0.09,-0.59,-0.35
9/30/08,2.1,1.114,0.777176645,0.35,0.09,-0.59,-0.35
10/31/08,2.2,1.581,,-0.28,-0.12,-0.72,-0.46
10/31/08,2.2,-1.384,,-0.28,-0.12,-0.72,-0.46
11/30/08,2.4,0.829,,-0.45,-0.56,-0.81,-0.86
11/30/08,2.4,-1.266,,-0.45,-0.56,-0.81,-0.86
12/31/08,1.8,0.316,0.631978385,-0.17,-0.51,-0.95,-0.89
12/31/08,1.8,-1.619,0.631978385,-0.17,-0.51,-0.95,-0.89
1/31/09,3.1,0.542,,-0.68,-0.57,-0.85,-0.79
1/31/09,3.1,-1.464,,-0.68,-0.57,-0.85,-0.79
2/28/09,0.7,0.664,,-0.81,-0.71,-0.58,-0.69
2/28/09,0.7,-1.742,,-0.81,-0.71,-0.58,-0.69
3/31/09,1.3,0.127,0.670241621,0.41,-0.17,-0.26,-0.35
3/31/09,1.3,-1.872,0.670241621,0.41,-0.17,-0.26,-0.35
4/30/09,-0.2,-0.309,,0.34,0.29,-0.01,0.06
4/30/09,-0.2,-1.008,,0.34,0.29,-0.01,0.06
5/31/09,0.2,-0.696,,0.65,0.56,0.18,0.31
5/31/09,0.2,-0.665,,0.65,0.56,0.18,0.31
6/30/09,0.4,-0.523,0.281962102,0.75,0.69,0.29,0.48
6/30/09,0.4,-1.218,0.281962102,0.75,0.69,0.29,0.48
7/31/09,-0.3,-2.06,,0.84,0.8,0.44,0.56
7/31/09,-0.3,-0.25,,0.84,0.8,0.44,0.56
8/31/09,0.5,-1.825,,0.51,0.78,0.57,0.68
8/31/09,0.5,0.454,,0.51,0.78,0.57,0.68
9/30/09,-2,-1.213,-0.15222314,0.32,0.78,0.92,0.89
9/30/09,-2,0.078,-0.15222314,0.32,0.78,0.92,0.89
10/31/09,-1,-0.759,,0.33,1.08,1.12,1.46
10/31/09,-1,-1.438,,0.33,1.08,1.12,1.46
11/30/09,-1.2,-0.429,,0.6,1.33,1.18,1.74
11/30/09,-1.2,-2.131,,0.6,1.33,1.18,1.74
12/31/09,-1.8,-1.58,-0.501541952,0.28,1.07,1.12,1.52
12/31/09,-1.8,0.134,-0.501541952,0.28,1.07,1.12,1.52
1/31/10,-2.4,-1.159,,0.12,0.88,0.88,1.25
1/31/10,-2.4,0.361,,0.12,0.88,0.88,1.25
2/28/10,-1.1,-0.959,,0.07,0.55,0.75,0.9
2/28/10,-1.1,0.036,,0.07,0.55,0.75,0.9
3/31/10,2,-1.958,-0.356717486,-0.11,0.27,0.5,0.38
3/31/10,2,0.043,-0.356717486,-0.11,0.27,0.5,0.38
4/30/10,1.5,-0.132,,0.24,-0.17,0.1,-0.22
4/30/10,1.5,-2.125,,0.24,-0.17,0.1,-0.22
5/31/10,0.6,-0.699,,0.01,-0.71,-0.31,-0.69
5/31/10,0.6,-0.354,,0.01,-0.71,-0.31,-0.69
6/30/10,3,-0.033,0.449207553,-1.03,-1.01,-0.79,-1.07
6/30/10,3,-1.579,0.449207553,-1.03,-1.01,-0.79,-1.07
7/31/10,3,-0.494,,-1.31,-1.14,-1.25,-1.39
7/31/10,3,-1.499,,-1.31,-1.14,-1.25,-1.39
8/31/10,3.7,0.754,,-1.22,-1.29,-1.44,-1.6
8/31/10,3.7,-1.639,,-1.22,-1.29,-1.44,-1.6
9/30/10,2.9,-0.956,0.912294955,-1.28,-1.48,-1.61,-1.69
9/30/10,2.9,-1.083,0.912294955,-1.28,-1.48,-1.61,-1.69
10/31/10,2.1,-1.183,,-1.31,-1.52,-1.59,-1.64
10/31/10,2.1,-0.633,,-1.31,-1.52,-1.59,-1.64
11/30/10,4.8,-0.095,,-0.9,-1.5,-1.45,-1.6
11/30/10,4.8,-1.677,,-0.9,-1.5,-1.45,-1.6
12/31/10,3.8,-0.54,1.130387398,-0.48,-1.26,-1.4,-1.54
12/31/10,3.8,-1.469,1.130387398,-0.48,-1.26,-1.4,-1.54
1/31/11,4.5,-1.129,,-0.16,-0.77,-1.05,-1.11
1/31/11,4.5,-1.069,,-0.16,-0.77,-1.05,-1.11
2/28/11,4.2,-0.931,,-0.88,-0.73,-0.81,-0.93
2/28/11,4.2,-1.259,,-0.88,-0.73,-0.81,-0.93
3/31/11,3.1,-0.823,0.799052971,-0.19,-0.33,-0.74,-0.77
3/31/11,3.1,-0.616,0.799052971,-0.19,-0.33,-0.74,-0.77
4/30/11,0.6,-0.66,,0.11,-0.29,-0.57,-0.52
4/30/11,0.6,-0.898,,0.11,-0.29,-0.57,-0.52
5/31/11,0.4,-1.346,,0.3,-0.12,-0.51,-0.38
5/31/11,0.4,-1.445,,0.3,-0.12,-0.51,-0.38
6/30/11,1.6,-0.363,0.56613987,0.1,-0.2,-0.48,-0.43
6/30/11,1.6,-2.137,0.56613987,0.1,-0.2,-0.48,-0.43
7/31/11,0.7,0.14,,-0.21,-0.39,-0.63,-0.65
7/31/11,0.7,-1.997,,-0.21,-0.39,-0.63,-0.65
8/31/11,1.7,-1.867,,-0.74,-0.61,-0.76,-0.8
8/31/11,1.7,-0.084,,-0.74,-0.61,-0.76,-0.8
9/30/11,1.2,-0.107,0.463398218,-0.78,-1.06,-0.9,-1.05
9/30/11,1.2,-1.553,0.463398218,-0.78,-1.06,-0.9,-1.05
10/31/11,1.8,-0.329,,-0.57,-1.12,-0.9,-1.19
10/31/11,1.8,-2.48,,-0.57,-1.12,-0.9,-1.19
11/30/11,4.1,-0.858,,-0.68,-0.92,-1.01,-1.06
11/30/11,4.1,-2.184,,-0.68,-0.92,-1.01,-1.06
12/31/11,1.8,-0.3,0.677319694,-0.18,-0.57,-1.02,-0.87
12/31/11,1.8,-1.669,0.677319694,-0.18,-0.57,-1.02,-0.87
1/31/12,0.8,-1.148,,0.36,-0.19,-0.91,-0.67
1/31/12,0.8,0.088,,0.36,-0.19,-0.91,-0.67
2/29/12,1.2,-0.198,,0.16,-0.18,-0.77,-0.61
2/29/12,1.2,-1.348,,0.16,-0.18,-0.77,-0.61
3/31/12,-0.4,-0.268,0.973717286,0.9,-0.02,-0.59,-0.5
3/31/12,-0.4,-0.761,0.973717286,0.9,-0.02,-0.59,-0.5
4/30/12,0.1,0.011,,0.87,0.09,-0.52,-0.32
4/30/12,0.1,-1.626,,0.87,0.09,-0.52,-0.32
5/31/12,-0.7,0.374,,1.02,0.44,-0.39,0.02
5/31/12,-0.7,-1.426,,1.02,0.44,-0.39,0.02
6/30/12,-0.1,-1.953,0.754580378,0.4,0.57,-0.26,0.25
6/30/12,-0.1,0.299,0.754580378,0.4,0.57,-0.26,0.25
7/31/12,-0.3,0.523,,0.07,0.52,0.08,0.47
7/31/12,-0.3,-1.936,,0.07,0.52,0.08,0.47
8/31/12,0.4,1.19,,0.06,0.34,0.21,0.38
8/31/12,0.4,-2.309,,0.06,0.34,0.21,0.38
9/30/12,0.5,0.691,0.519635657,-0.37,0.02,0.31,0.26
9/30/12,0.5,-0.918,0.519635657,-0.37,0.02,0.31,0.26
10/31/12,0.4,0.113,,-0.41,-0.02,0.3,0.16
10/31/12,0.4,-0.577,,-0.41,-0.02,0.3,0.16
11/30/12,-1,-1.301,,-0.85,-0.42,0.06,-0.25
11/30/12,-1,-0.265,,-0.85,-0.42,0.06,-0.25
12/31/12,-0.1,-0.304,0.069127696,-0.68,-0.66,-0.08,-0.53
12/31/12,-0.1,-1,0.069127696,-0.68,-0.66,-0.08,-0.53
1/31/13,-0.4,0.211,,-0.73,-0.56,-0.19,-0.52
1/31/13,-0.4,-1.109,,-0.73,-0.56,-0.19,-0.52
2/28/13,2.5,-0.087,,-0.67,-0.12,-0.37,-0.25
2/28/13,2.5,-1.109,,-0.67,-0.12,-0.37,-0.25
3/31/13,0.4,-0.506,0.396627446,-1.23,-0.36,-0.27,-0.25
3/31/13,0.4,-0.556,0.396627446,-1.23,-0.36,-0.27,-0.25
4/30/13,1.3,0.201,,-1.58,-0.82,-0.23,-0.4
4/30/13,1.3,-0.294,,-1.58,-0.82,-0.23,-0.4
5/31/13,2,0.128,,-1.91,-0.89,-0.2,-0.42
5/31/13,2,-1.069,,-1.91,-0.89,-0.2,-0.42
6/30/13,1.3,0.743,0.48452951,-1.6,-0.7,-0.24,-0.39
6/30/13,1.3,-1.139,0.48452951,-1.6,-0.7,-0.24,-0.39
7/31/13,0.3,1.206,,-1.16,-0.65,-0.18,-0.38
7/31/13,0.3,-1.088,,-1.16,-0.65,-0.18,-0.38
8/31/13,0.5,-0.658,,-0.77,-0.33,-0.11,-0.18
8/31/13,0.5,0.877,,-0.77,-0.33,-0.11,-0.18
9/30/13,-0.1,-1.267,0.363620223,-0.75,-0.19,-0.04,-0.2
9/30/13,-0.1,0.617,0.363620223,-0.75,-0.19,-0.04,-0.2
10/31/13,1.2,0.505,,-0.56,-0.2,0.04,-0.14
10/31/13,1.2,-0.895,,-0.56,-0.2,0.04,-0.14
11/30/13,0.1,0.04,,-0.44,-0.13,-0.06,-0.17
11/30/13,0.1,-0.928,,-0.44,-0.13,-0.06,-0.17
12/31/13,2.4,-0.215,0.161550037,-0.01,-0.43,-0.18,-0.49
12/31/13,2.4,-0.496,0.161550037,-0.01,-0.43,-0.18,-0.49
1/31/14,0.1,-0.027,,-0.61,-0.79,0.07,-0.62
1/31/14,0.1,-0.227,,-0.61,-0.79,0.07,-0.62
2/28/14,-1.5,0.464,,-0.31,-0.32,0.28,-0.28
2/28/14,-1.5,0.294,,-0.31,-0.32,0.28,-0.28
3/31/14,1.3,0.948,-0.014412337,-0.03,0.06,0.35,0.08
3/31/14,1.3,0.526,-0.014412337,-0.03,0.06,0.35,0.08
4/30/14,0.9,0.708,,1.06,0.38,0.53,0.32
4/30/14,0.9,1.153,,1.06,0.38,0.53,0.32
5/31/14,0.3,-0.57,,1.54,0.53,0.39,0.23
5/31/14,0.3,-0.324,,1.54,0.53,0.39,0.23
6/30/14,-0.3,-0.39,0.150699617,0.98,0.31,0.14,-0.06
6/30/14,-0.3,0.4,0.150699617,0.98,0.31,0.14,-0.06
7/31/14,-1.2,0.361,,0.89,0.18,0.25,-0.03
7/31/14,-1.2,-0.251,,0.89,0.18,0.25,-0.03
8/31/14,-1.2,-0.355,,0.8,0.37,0.39,0.29
8/31/14,-1.2,0.621,,0.8,0.37,0.39,0.29
9/30/14,-1,-0.137,-0.009954952,0.69,0.58,0.48,0.44
9/30/14,-1,1.202,-0.009954952,0.69,0.58,0.48,0.44
10/31/14,-1.5,0.122,,0.8,0.77,0.73,0.75
10/31/14,-1.5,1.132,,0.8,0.77,0.73,0.75
11/30/14,-0.9,1.567,,0.41,0.68,0.76,0.71
11/30/14,-0.9,0.091,,0.41,0.68,0.76,0.71
12/31/14,-1.4,1.336,-0.10890026,-0.16,0.35,0.75,0.51
12/31/14,-1.4,-0.397,-0.10890026,-0.16,0.35,0.75,0.51
1/31/15,0.4,-0.286,,-0.53,0.05,0.87,0.42
1/31/15,0.4,1.426,,-0.53,0.05,0.87,0.42
2/28/15,-1.2,0.578,,0.09,0.1,0.9,0.47
2/28/15,-1.2,1.26,,0.09,0.1,0.9,0.47
3/31/15,-0.1,1.45,-0.436848212,1,0.63,0.98,0.7
3/31/15,-0.1,0.83,-0.436848212,1,0.63,0.98,0.7
4/30/15,-1.2,0.389,,1.55,0.94,0.94,0.92
4/30/15,-1.2,1.661,,1.55,0.94,0.94,0.92
5/31/15,-0.9,0.657,,2.19,1.45,0.92,1.18
5/31/15,-0.9,1.605,,2.19,1.45,0.92,1.18
6/30/15,-1.9,1.602,-0.561182864,2.54,1.85,0.88,1.46
6/30/15,-1.9,1.144,-0.561182864,2.54,1.85,0.88,1.46
7/31/15,-2.4,1.03,,1.65,2.09,0.99,1.93
7/31/15,-2.4,0.889,,1.65,2.09,0.99,1.93
8/31/15,-2.7,0.585,,2.28,2.5,1.06,2.21
8/31/15,-2.7,0.936,,2.28,2.5,1.06,2.21
9/30/15,-2.8,-0.727,-0.770332985,2.12,2.62,1.08,2.36
9/30/15,-2.8,0.72,-0.770332985,2.12,2.62,1.08,2.36
10/31/15,-0.8,0.067,,2.28,2.84,1.44,2.72
10/31/15,-0.8,-1.066,,2.28,2.84,1.44,2.72
11/30/15,-0.9,-0.641,,2.21,2.84,1.37,2.66
11/30/15,-0.9,0.01,,2.21,2.84,1.37,2.66
12/31/15,-3.6,-1.114,-0.529909088,1.79,2.59,1.22,2.57
12/31/15,-3.6,0.521,-0.529909088,1.79,2.59,1.22,2.57
1/31/16,-3.2,-1.116,,1.3,1.97,1.22,2.26
1/31/16,-3.2,1.113,,1.3,1.97,1.22,2.26
2/29/16,-0.1,1.447,,1.35,1.53,1.07,1.62
2/29/16,-0.1,-0.941,,1.35,1.53,1.07,1.62
3/31/16,-2,1.619,-0.23782701,0.45,0.62,0.74,0.91
3/31/16,-2,-0.339,-0.23782701,0.45,0.62,0.74,0.91
4/30/16,0.7,-0.204,,0.49,-0.03,0.53,0.3
4/30/16,0.7,1.498,,0.49,-0.03,0.53,0.3
5/31/16,1.1,-1.155,,0.64,-0.14,0.39,-0.03
5/31/16,1.1,0.676,,0.64,-0.14,0.39,-0.03
6/30/16,0.7,-1.127,0.016928112,0.25,-0.61,0.15,-0.48
6/30/16,0.7,0.478,0.016928112,0.25,-0.61,0.15,-0.48
7/31/16,1.2,-1.568,,0.24,-0.53,-0.06,-0.58
7/31/16,1.2,-0.124,,0.24,-0.53,-0.06,-0.58
8/31/16,2,-0.327,,0.57,-0.26,-0.25,-0.58
8/31/16,2,-1.476,,0.57,-0.26,-0.25,-0.58
9/30/16,-0.4,-1.452,0.280153161,0.34,-0.56,-0.44,-0.74
9/30/16,-0.4,-0.296,0.280153161,0.34,-0.56,-0.44,-0.74
10/31/16,-0.2,-2.164,,0.12,-0.62,-0.46,-0.76
10/31/16,-0.2,0.66,,0.12,-0.62,-0.46,-0.76
11/30/16,0.5,-2.274,,0.43,-0.47,-0.19,-0.5
11/30/16,0.5,0.315,,0.43,-0.47,-0.19,-0.5
12/31/16,0.3,-1.695,0.386706757,0.93,-0.08,-0.16,-0.43
12/31/16,0.3,-0.091,0.386706757,0.93,-0.08,-0.16,-0.43
1/31/17,-0.1,0.108,,1.36,0.42,-0.09,-0.08
1/31/17,-0.1,-1.624,,1.36,0.42,-0.09,-0.08
2/28/17,1.5,-1.794,,1.61,0.35,-0.03,0.03
2/28/17,1.5,0.196,,1.61,0.35,-0.03,0.03
3/31/17,-0.3,-1.591,0.275436921,1.05,0.45,0.06,0.22
3/31/17,-0.3,0.492,0.275436921,1.05,0.45,0.06,0.22
4/30/17,0.4,-1.087,,0.21,0.29,0.19,0.37
4/30/17,0.4,0.397,,0.21,0.29,0.19,0.37
5/31/17,-0.7,-0.897,,-0.24,0.06,0.32,0.34
5/31/17,-0.7,0.122,,-0.24,0.06,0.32,0.34
6/30/17,1.3,-0.445,0.26390768,-0.32,0.04,0.26,0.25
6/30/17,1.3,-0.51,0.26390768,-0.32,0.04,0.26,0.25
7/31/17,0.9,-0.219,,-0.34,-0.25,0.08,-0.16
7/31/17,0.9,-0.334,,-0.34,-0.25,0.08,-0.16
8/31/17,1,-0.697,,-0.81,-0.72,-0.04,-0.43
8/31/17,1,0.038,,-0.81,-0.72,-0.04,-0.43
9/30/17,1.5,-1.155,0.433228893,-0.81,-0.72,-0.2,-0.56
9/30/17,1.5,-0.46,0.433228893,-0.81,-0.72,-0.2,-0.56
10/31/17,1.5,-0.935,,-1.2,-1.08,-0.4,-0.97
10/31/17,1.5,-0.547,,-1.2,-1.08,-0.4,-0.97
11/30/17,-0.2,-0.23,,-1.42,-1.22,-0.52,-0.98
11/30/17,-0.2,-0.584,,-1.42,-1.22,-0.52,-0.98
12/31/17,1.8,0.153,0.385663368,-1.12,-1.18,-0.44,-0.98
12/31/17,1.8,0.174,0.385663368,-1.12,-1.18,-0.44,-0.98
1/31/18,-0.8,-0.208,,-0.97,-0.9,-0.35,-0.78
1/31/18,-0.8,-0.194,,-0.97,-0.9,-0.35,-0.78
2/28/18,2.4,-0.725,,-1.35,-0.93,-0.22,-0.8
2/28/18,2.4,-0.549,,-1.35,-0.93,-0.22,-0.8
3/31/18,0.8,-0.606,0.376530796,-1.03,-0.62,0.02,-0.51
3/31/18,0.8,-0.511,0.376530796,-1.03,-0.62,0.02,-0.51
4/30/18,0.6,-0.301,,-0.75,-0.33,0.16,-0.2
4/30/18,0.6,-0.761,,-0.75,-0.33,0.16,-0.2
5/31/18,-0.2,-0.404,,-0.72,0.01,0.24,0.04
5/31/18,-0.2,-0.713,,-0.72,0.01,0.24,0.04
6/30/18,0.4,0.066,-0.068677712,-0.4,0.11,0.23,0.12
6/30/18,0.4,-0.07,-0.068677712,-0.4,0.11,0.23,0.12
7/31/18,-0.5,0.292,,-0.27,-0.06,0.45,0.09
7/31/18,-0.5,-0.123,,-0.27,-0.06,0.45,0.09
8/31/18,-1.5,-0.138,,-0.08,0.35,0.58,0.47
8/31/18,-1.5,0.643,,-0.08,0.35,0.58,0.47
9/30/18,0.6,-0.432,-0.26982546,0.16,0.75,0.95,0.9
9/30/18,0.6,1.407,-0.26982546,0.16,0.75,0.95,0.9
10/31/18,-0.1,1.223,,0.81,0.9,0.92,0.9
10/31/18,-0.1,-0.53,,0.81,0.9,0.92,0.9
11/30/18,1.7,0.364,,1.05,0.92,0.91,0.89
11/30/18,1.7,-0.231,,1.05,0.92,0.91,0.89
12/31/18,-0.1,0.354,-0.318862206,0.83,0.6,0.76,0.65
12/31/18,-0.1,-0.307,-0.318862206,0.83,0.6,0.76,0.65
1/31/19,-2.3,-0.009,,0.52,0.59,0.71,0.71
1/31/19,-2.3,-0.51,,0.52,0.59,0.71,0.71
2/28/19,-0.5,-0.218,,0.12,0.64,0.64,0.81
2/28/19,-0.5,-0.375,,0.12,0.64,0.64,0.81
3/31/19,0.2,-0.395,-0.355845007,0.3,0.55,0.52,0.62
3/31/19,0.2,0.201,-0.355845007,0.3,0.55,0.52,0.62
4/30/19,-0.7,-0.834,,0.2,0.5,0.54,0.55
4/30/19,-0.7,0.436,,0.2,0.5,0.54,0.55
5/31/19,-0.7,-1.216,,-0.34,0.2,0.61,0.45
5/31/19,-0.7,0.023,,-0.34,0.2,0.61,0.45
6/30/19,-0.6,-1.286,-0.060305913,-0.69,-0.1,0.76,0.35
6/30/19,-0.6,0.531,-0.060305913,-0.69,-0.1,0.76,0.35
7/31/19,-0.2,0.238,,-0.76,-0.32,0.65,0.04
7/31/19,-0.2,-0.448,,-0.76,-0.32,0.65,0.04
8/31/19,-1.9,0.115,,-0.71,-0.27,0.58,0.03
8/31/19,-1.9,0.168,,-0.71,-0.27,0.58,0.03
9/30/19,-0.6,-0.112,-0.385162767,-0.74,0.16,0.75,0.48
9/30/19,-0.6,-0.705,-0.385162767,-0.74,0.16,0.75,0.48
10/31/19,-1.4,-0.569,,-0.11,0.33,0.76,0.52
10/31/19,-1.4,-0.354,,-0.11,0.33,0.76,0.52
11/30/19,-0.9,0.009,,-0.04,0.24,0.87,0.52
11/30/19,-0.9,-0.448,,-0.04,0.24,0.87,0.52
12/31/19,0.3,-1.211,-0.348172042,-0.37,0.22,0.85,0.6
12/31/19,0.3,-1.089,-0.348172042,-0.37,0.22,0.85,0.6
1/31/20,-0.1,-0.685,,0.02,0.1,0.78,0.37
1/31/20,-0.1,-1.14,,0.02,0.1,0.78,0.37
2/29/20,-0.2,-0.571,,-0.06,0.2,0.75,0.48
2/29/20,-0.2,-1.427,,-0.06,0.2,0.75,0.48
3/31/20,0.3,-0.815,-0.202742505,0.28,0.27,0.52,0.36
3/31/20,0.3,-1.085,-0.202742505,0.28,0.27,0.52,0.36
4/30/20,0.7,-0.457,,-0.14,-0.33,0.09,-0.27
4/30/20,0.7,-0.538,,-0.14,-0.33,0.09,-0.27
5/31/20,-0.6,-0.813,,-0.7,-0.69,0.12,-0.34
5/31/20,-0.6,-0.726,,-0.7,-0.69,0.12,-0.34
6/30/20,0.7,-0.877,0.282564108,-1.28,-0.59,-0.01,-0.3
6/30/20,0.7,-0.938,0.282564108,-1.28,-0.59,-0.01,-0.3
7/31/20,1.8,-1.296,,-1.05,-0.61,-0.31,-0.59
7/31/20,1.8,-1.24,,-1.05,-0.61,-0.31,-0.59
8/31/20,1.5,-1.388,,-1.22,-0.99,-0.55,-0.83
8/31/20,1.5,-1.053,,-1.22,-0.99,-0.55,-0.83
9/30/20,0.8,-1.154,0.646153787,-0.6,-1.1,-0.8,-1.26
9/30/20,0.8,-0.687,0.646153787,-0.6,-1.1,-0.8,-1.26
10/31/20,1.1,-0.476,,-0.58,-1.21,-0.9,-1.42
10/31/20,1.1,-1.498,,-0.58,-1.21,-0.9,-1.42
11/30/20,3,-0.638,,-0.6,-0.82,-1,-1.15
11/30/20,3,-0.956,,-0.6,-0.82,-1,-1.15
12/31/20,3.2,-1.021,0.647153224,-0.88,-0.62,-1.05,-1
12/31/20,3.2,-0.562,0.647153224,-0.88,-0.62,-1.05,-1
1/31/21,2.5,-1.297,,-0.86,-0.73,-0.96,-1
1/31/21,2.5,-0.871,,-0.86,-0.73,-0.96,-1
2/28/21,0.6,-1.332,,-0.75,-0.69,-0.65,-0.8
2/28/21,0.6,-0.687,,-0.75,-0.69,-0.65,-0.8
3/31/21,0.6,-1.459,1.02440314,-0.94,-0.79,-0.43,-0.72
3/31/21,0.6,-1.439,1.02440314,-0.94,-0.79,-0.43,-0.72
4/30/21,0.8,-1.257,,-0.79,-0.56,-0.21,-0.46
4/30/21,0.8,-1.616,,-0.79,-0.56,-0.21,-0.46
