date,SOI,PDO,WestenV,NINO1+2,NINO3,NINO4,NINO3+4
5/31/21,0.7,-0.986,,-0.37,-0.32,-0.14,-0.28
5/31/21,0.7,-1.655,,-0.37,-0.32,-0.14,-0.28
6/30/21,2.3,-1.573,0.544366961,-0.21,-0.32,-0.23,-0.39
6/30/21,2.3,-1.076,0.544366961,-0.21,-0.32,-0.23,-0.39
7/31/21,1,-0.777,,-0.29,-0.45,-0.28,-0.53
7/31/21,1,-1.235,,-0.29,-0.45,-0.28,-0.53
8/31/21,1.3,-1.098,,-0.7,-0.43,-0.54,-0.55
8/31/21,1.3,-1.626,,-0.7,-0.43,-0.54,-0.55
9/30/21,1.2,-1.164,0.619163129,-0.87,-0.78,-0.73,-0.94
9/30/21,1.2,-2.683,0.619163129,-0.87,-0.78,-0.73,-0.94
10/31/21,1.6,-0.562,,-1.12,-1.03,-0.68,-0.94
10/31/21,1.6,-2.469,,-1.12,-1.03,-0.68,-0.94
11/30/21,2.5,-0.097,,-1.69,-1.27,-0.74,-1.06
11/30/21,2.5,-2.419,,-1.69,-1.27,-0.74,-1.06
12/31/21,0.8,-2.052,0.725683143,-1.11,-1.31,-0.37,-0.94
12/31/21,0.8,-0.179,0.725683143,-1.11,-1.31,-0.37,-0.94
1/31/22,1.8,-1.024,,-1.58,-1.14,-0.37,-0.89
1/31/22,1.8,-1.584,,-1.58,-1.14,-0.37,-0.89
2/28/22,2.9,-1.27,,-0.76,-0.73,-0.69,-0.97
2/28/22,2.9,-1.361,,-0.76,-0.73,-0.69,-0.97
3/31/22,2.8,-1.427,0.421704404,-1.4,-0.92,-0.83,-1.11
3/31/22,2.8,-1.805,0.421704404,-1.4,-0.92,-0.83,-1.11
4/30/22,2.4,-1.436,,-1.66,-1.05,-0.8,-1.11
4/30/22,2.4,-2.033,,-1.66,-1.05,-0.8,-1.11
5/31/22,2.8,-1.406,,-1.49,-0.81,-0.7,-0.75
5/31/22,2.8,-0.853,,-1.49,-0.81,-0.7,-0.75
6/30/22,1.3,-0.422,0.553387832,-1.2,-0.53,-0.98,-0.69
6/30/22,1.3,-2.263,0.553387832,-1.2,-0.53,-0.98,-0.69
7/31/22,1.7,-0.095,,-0.6,-0.67,-1.09,-0.97
7/31/22,1.7,-1.947,,-0.6,-0.67,-1.09,-0.97
8/31/22,2.7,-0.15,,-1.02,-0.96,-1.17,-1.07
8/31/22,2.7,-1.724,,-1.02,-0.96,-1.17,-1.07
9/30/22,2.8,-0.053,0.841272743,-1.78,-1.11,-1.12,-0.99
9/30/22,2.8,-1.364,0.841272743,-1.78,-1.11,-1.12,-0.99
10/31/22,0.5,-1.987,,-1.13,-0.94,-0.99,-0.9
10/31/22,0.5,-0.483,,-1.13,-0.94,-0.99,-0.9
11/30/22,3.5,0.2,,-0.46,-0.82,-0.84,-0.85
11/30/22,3.5,-1.837,,-0.46,-0.82,-0.84,-0.85
12/31/22,2.3,0.1,0.837856279,-0.56,-0.56,-0.66,-0.72
12/31/22,2.3,-0.948,0.837856279,-0.56,-0.56,-0.66,-0.72
1/31/23,2.3,-0.658,,0.48,-0.1,-0.55,-0.46
1/31/23,2.3,-1.274,,0.48,-0.1,-0.55,-0.46
2/28/23,0.3,-0.785,,1.49,0.3,-0.25,-0.11
2/28/23,0.3,-1.892,,1.49,0.3,-0.25,-0.11
3/31/23,0.4,-0.301,0.684475136,2.62,0.47,0.13,0.14
3/31/23,0.4,-2.472,0.684475136,2.62,0.47,0.13,0.14
4/30/23,-1.7,0.36,,2.22,0.84,0.3,0.46
4/30/23,-1.7,-1.949,,2.22,0.84,0.3,0.46
5/31/23,0.4,-0.8,,2.5,1.26,0.58,0.84
5/31/23,0.4,-2.15,,2.5,1.26,0.58,0.84
6/30/23,-0.4,0.592,0.432501143,2.98,1.6,0.7,1.02
6/30/23,-0.4,-2.132,0.432501143,2.98,1.6,0.7,1.02
7/31/23,-1.4,0.336,,3.29,2,0.93,1.35
7/31/23,-1.4,-1.965,,3.29,2,0.93,1.35
8/31/23,-2.1,-2.389,,2.42,2.1,1.12,1.6
8/31/23,-2.1,0.063,,2.42,2.1,1.12,1.6
9/30/23,-0.8,-2.019,-0.008312713,2.32,2.15,1.23,1.72
9/30/23,-0.8,0.389,-0.008312713,2.32,2.15,1.23,1.72
10/31/23,-1.3,-0.134,,2.07,2.1,1.51,2.02
10/31/23,-1.3,-1.621,,2.07,2.1,1.51,2.02
11/30/23,-0.4,-0.252,,1.61,2.02,1.5,2.03
11/30/23,-0.4,-1.68,,1.61,2.02,1.5,2.03
12/31/23,0.8,-0.742,-0.144609879,1.29,1.85,1.54,1.81
12/31/23,0.8,-1.401,-0.144609879,1.29,1.85,1.54,1.81
1/31/24,-2.3,-0.801,,1.12,1.52,1.26,1.52
1/31/24,-2.3,-1.073,,1.12,1.52,1.26,1.52
2/29/24,0.6,-1.261,,0.25,0.83,0.99,1.13
2/29/24,0.6,-0.443,,0.25,0.83,0.99,1.13
3/31/24,-0.3,-0.835,-0.041668767,-0.2,0.5,0.92,0.77
3/31/24,-0.3,-1.691,-0.041668767,-0.2,0.5,0.92,0.77
4/30/24,0.8,-0.132,,-1.16,-0.19,0.79,0.23
4/30/24,0.8,-2.607,,-1.16,-0.19,0.79,0.23
5/31/24,0.1,-0.09,,-0.95,-0.27,0.7,0.17
5/31/24,0.1,-2.744,,-0.95,-0.27,0.7,0.17
6/30/24,-1.2,-2.303,0.105748927,-0.78,-0.14,0.51,0.04
6/30/24,-1.2,-0.409,0.105748927,-0.78,-0.14,0.51,0.04
7/31/24,1.5,-2.079,,-0.42,-0.29,0.41,-0.12
7/31/24,1.5,-0.771,,-0.42,-0.29,0.41,-0.12
8/31/24,-0.2,-1.29,,-0.75,-0.2,0.15,-0.26
8/31/24,-0.2,-2.651,,-0.75,-0.2,0.15,-0.26
9/30/24,0.8,-1.755,0.211452968,-0.32,-0.16,0.12,-0.27
9/30/24,0.8,-3.043,0.211452968,-0.32,-0.16,0.12,-0.27
10/31/24,0.8,-1.393,,0.05,-0.16,0.12,-0.25
10/31/24,0.8,-2.629,,0.05,-0.16,0.12,-0.25
11/30/24,1.9,-0.542,,-0.03,-0.38,-0.24,-0.56
11/30/24,1.9,-1.791,,-0.03,-0.38,-0.24,-0.56
12/31/24,,-1.08,0.449369954,,,,
12/31/24,,-1.169,0.449369954,,,,
1/31/25,,-0.856,,,,,
1/31/25,,-1.111,,,,,
2/28/25,,-0.735,,,,,
2/28/25,,-0.889,,,,,
3/31/25,,-1.012,1.00109802,,,,
3/31/25,,-1.015,1.00109802,,,,
4/30/25,,-0.441,,,,,
4/30/25,,-1.595,,,,,
5/31/25,,-2.653,,,,,
5/31/25,,-0.765,,,,,
6/30/25,,-0.33,0.595729189,,,,
6/30/25,,-3.547,0.595729189,,,,
7/31/25,,-0.127,,,,,
7/31/25,,-2.665,,,,,
8/31/25,,0.445,,,,,
8/31/25,,-2.025,,,,,
9/30/25,,0.572,,,,,
9/30/25,,-9999,,,,,
10/31/25,,-9999,,,,,
10/31/25,,0.943,,,,,
11/30/25,,0.662,,,,,
11/30/25,,-9999,,,,,
12/31/25,,0.873,,,,,
1/31/26,,1.08,,,,,
2/28/26,,1.156,,,,,
3/31/26,,1.766,,,,,
4/30/26,,2.209,,,,,
5/31/26,,1.518,,,,,
6/30/26,,2.102,,,,,
7/31/26,,1.798,,,,,
8/31/26,,1.632,,,,,
9/30/26,,1.569,,,,,
10/31/26,,2.023,,,,,
11/30/26,,1.632,,,,,
12/31/26,,0.713,,,,,
1/31/27,,1.134,,,,,
2/28/27,,0.776,,,,,
3/31/27,,0.163,,,,,
4/30/27,,0.137,,,,,
5/31/27,,0.485,,,,,
6/30/27,,-0.171,,,,,
7/31/27,,-0.252,,,,,
8/31/27,,0.266,,,,,
9/30/27,,-0.457,,,,,
10/31/27,,-0.285,,,,,
11/30/27,,-0.24,,,,,
12/31/27,,0.282,,,,,
1/31/28,,0.556,,,,,
2/29/28,,0.815,,,,,
3/31/28,,0.526,,,,,
4/30/28,,0.654,,,,,
5/31/28,,1.037,,,,,
6/30/28,,-0.289,,,,,
7/31/28,,-0.446,,,,,
8/31/28,,-1.223,,,,,
9/30/28,,-0.769,,,,,
10/31/28,,0.203,,,,,
11/30/28,,0.387,,,,,
12/31/28,,0.496,,,,,
1/31/29,,0.032,,,,,
2/28/29,,-0.051,,,,,
3/31/29,,0.276,,,,,
4/30/29,,0.346,,,,,
5/31/29,,0.314,,,,,
6/30/29,,0.054,,,,,
7/31/29,,0.107,,,,,
8/31/29,,0.912,,,,,
9/30/29,,0.955,,,,,
10/31/29,,0.616,,,,,
11/30/29,,1.37,,,,,
12/31/29,,0.892,,,,,
1/31/30,,0.589,,,,,
2/28/30,,0.292,,,,,
3/31/30,,0.292,,,,,
4/30/30,,0.146,,,,,
5/31/30,,0.021,,,,,
6/30/30,,0.171,,,,,
7/31/30,,0.152,,,,,
8/31/30,,0.691,,,,,
9/30/30,,0.321,,,,,
10/31/30,,0.081,,,,,
11/30/30,,0.539,,,,,
12/31/30,,0.834,,,,,
1/31/31,,0.752,,,,,
2/28/31,,0.869,,,,,
3/31/31,,1.459,,,,,
4/30/31,,2.018,,,,,
5/31/31,,1.764,,,,,
6/30/31,,2.081,,,,,
7/31/31,,1.172,,,,,
8/31/31,,1.067,,,,,
9/30/31,,0.344,,,,,
10/31/31,,-0.123,,,,,
11/30/31,,-0.756,,,,,
12/31/31,,-1.01,,,,,
1/31/32,,-1.253,,,,,
2/29/32,,-0.427,,,,,
3/31/32,,0.509,,,,,
4/30/32,,0.02,,,,,
5/31/32,,-0.187,,,,,
6/30/32,,-0.126,,,,,
7/31/32,,-0.041,,,,,
8/31/32,,-0.76,,,,,
9/30/32,,-0.055,,,,,
10/31/32,,-0.427,,,,,
11/30/32,,-0.14,,,,,
12/31/32,,-0.842,,,,,
1/31/33,,-1.017,,,,,
2/28/33,,-1.116,,,,,
3/31/33,,-0.883,,,,,
4/30/33,,-1.534,,,,,
5/31/33,,-2.022,,,,,
6/30/33,,-2.517,,,,,
7/31/33,,-2.138,,,,,
8/31/33,,-2.303,,,,,
9/30/33,,-1.486,,,,,
10/31/33,,-0.459,,,,,
11/30/33,,-0.746,,,,,
12/31/33,,-0.6,,,,,
1/31/34,,-0.017,,,,,
2/28/34,,0.562,,,,,
3/31/34,,1.07,,,,,
4/30/34,,0.724,,,,,
5/31/34,,-0.134,,,,,
6/30/34,,0.206,,,,,
7/31/34,,1.171,,,,,
8/31/34,,1.093,,,,,
9/30/34,,1.749,,,,,
10/31/34,,1.439,,,,,
11/30/34,,1.105,,,,,
12/31/34,,0.417,,,,,
1/31/35,,0.081,,,,,
2/28/35,,-0.252,,,,,
3/31/35,,0.243,,,,,
4/30/35,,0.81,,,,,
5/31/35,,1.15,,,,,
6/30/35,,0.516,,,,,
7/31/35,,0.516,,,,,
8/31/35,,0.614,,,,,
9/30/35,,0.73,,,,,
10/31/35,,0.486,,,,,
11/30/35,,1.305,,,,,
12/31/35,,1.747,,,,,
1/31/36,,1.416,,,,,
2/29/36,,1.001,,,,,
3/31/36,,1.159,,,,,
4/30/36,,1.541,,,,,
5/31/36,,2.028,,,,,
6/30/36,,2.48,,,,,
7/31/36,,1.988,,,,,
8/31/36,,1.202,,,,,
9/30/36,,2.043,,,,,
10/31/36,,2.589,,,,,
11/30/36,,1.343,,,,,
12/31/36,,0.156,,,,,
1/31/37,,-0.187,,,,,
2/28/37,,-0.014,,,,,
3/31/37,,-0.403,,,,,
4/30/37,,-0.019,,,,,
5/31/37,,1.383,,,,,
6/30/37,,0.137,,,,,
7/31/37,,-0.254,,,,,
8/31/37,,0.239,,,,,
9/30/37,,0.59,,,,,
10/31/37,,0.868,,,,,
11/30/37,,0.809,,,,,
12/31/37,,1.14,,,,,
1/31/38,,0.063,,,,,
2/28/38,,-0.397,,,,,
3/31/38,,-0.081,,,,,
4/30/38,,-0.488,,,,,
5/31/38,,-0.439,,,,,
6/30/38,,-0.23,,,,,
7/31/38,,-0.187,,,,,
8/31/38,,0.066,,,,,
9/30/38,,0.819,,,,,
10/31/38,,0.007,,,,,
11/30/38,,0.683,,,,,
12/31/38,,0.578,,,,,
1/31/39,,-0.25,,,,,
2/28/39,,-0.647,,,,,
3/31/39,,-0.007,,,,,
4/30/39,,0.176,,,,,
5/31/39,,0.075,,,,,
6/30/39,,-0.683,,,,,
7/31/39,,-0.59,,,,,
8/31/39,,-0.9,,,,,
9/30/39,,-0.998,,,,,
10/31/39,,-0.729,,,,,
11/30/39,,1.16,,,,,
12/31/39,,1.661,,,,,
1/31/40,,1.411,,,,,
2/29/40,,1.794,,,,,
3/31/40,,2.133,,,,,
4/30/40,,1.983,,,,,
5/31/40,,2.301,,,,,
6/30/40,,2.083,,,,,
7/31/40,,1.711,,,,,
8/31/40,,1.543,,,,,
9/30/40,,1.442,,,,,
10/31/40,,1.717,,,,,
11/30/40,,2.425,,,,,
12/31/40,,2.584,,,,,
1/31/41,,2.77,,,,,
2/28/41,,2.392,,,,,
3/31/41,,2.417,,,,,
4/30/41,,2.232,,,,,
5/31/41,,2.931,,,,,
6/30/41,,2.971,,,,,
7/31/41,,3.202,,,,,
8/31/41,,2.238,,,,,
9/30/41,,1.456,,,,,
10/31/41,,1.641,,,,,
11/30/41,,2.098,,,,,
12/31/41,,2.144,,,,,
1/31/42,,1.718,,,,,
2/28/42,,1.176,,,,,
3/31/42,,1.181,,,,,
4/30/42,,0.832,,,,,
5/31/42,,1.023,,,,,
6/30/42,,0.832,,,,,
7/31/42,,0.87,,,,,
8/31/42,,0.509,,,,,
9/30/42,,0.452,,,,,
10/31/42,,-0.063,,,,,
11/30/42,,-0.877,,,,,
12/31/42,,-1.402,,,,,
1/31/43,,-0.746,,,,,
2/28/43,,0.156,,,,,
3/31/43,,1.102,,,,,
4/30/43,,0.576,,,,,
5/31/43,,-0.169,,,,,
6/30/43,,-0.077,,,,,
7/31/43,,-1.249,,,,,
8/31/43,,-1.046,,,,,
9/30/43,,-1.181,,,,,
10/31/43,,-0.264,,,,,
11/30/43,,1.512,,,,,
12/31/43,,1.255,,,,,
1/31/44,,0.224,,,,,
2/29/44,,-0.24,,,,,
3/31/44,,-0.442,,,,,
4/30/44,,-1.175,,,,,
5/31/44,,-1.658,,,,,
6/30/44,,-1.116,,,,,
7/31/44,,-0.457,,,,,
8/31/44,,-1.116,,,,,
9/30/44,,-0.88,,,,,
10/31/44,,-0.382,,,,,
11/30/44,,-0.349,,,,,
12/31/44,,0.05,,,,,
1/31/45,,-0.025,,,,,
2/28/45,,0.247,,,,,
3/31/45,,-0.026,,,,,
4/30/45,,-0.06,,,,,
5/31/45,,0.402,,,,,
6/30/45,,0.762,,,,,
7/31/45,,0.207,,,,,
8/31/45,,0.214,,,,,
9/30/45,,0.15,,,,,
10/31/45,,-0.841,,,,,
11/30/45,,-1.488,,,,,
12/31/45,,-0.93,,,,,
1/31/46,,0.506,,,,,
2/28/46,,0.704,,,,,
3/31/46,,0.72,,,,,
4/30/46,,-0.132,,,,,
5/31/46,,-0.386,,,,,
6/30/46,,0.347,,,,,
7/31/46,,0.158,,,,,
8/31/46,,0.249,,,,,
9/30/46,,-0.603,,,,,
10/31/46,,-1.237,,,,,
11/30/46,,-1.428,,,,,
12/31/46,,0.023,,,,,
1/31/47,,0.461,,,,,
2/28/47,,0.705,,,,,
3/31/47,,0.464,,,,,
4/30/47,,-0.005,,,,,
5/31/47,,0.951,,,,,
6/30/47,,0.736,,,,,
7/31/47,,0.8,,,,,
8/31/47,,0.575,,,,,
9/30/47,,1.415,,,,,
10/31/47,,0.673,,,,,
11/30/47,,0.159,,,,,
12/31/47,,0.117,,,,,
1/31/48,,-0.23,,,,,
2/29/48,,-0.884,,,,,
3/31/48,,-0.733,,,,,
4/30/48,,-1.298,,,,,
5/31/48,,-0.029,,,,,
6/30/48,,0.012,,,,,
7/31/48,,-0.516,,,,,
8/31/48,,-0.768,,,,,
9/30/48,,-1.391,,,,,
10/31/48,,-0.744,,,,,
11/30/48,,-1.795,,,,,
12/31/48,,-2.345,,,,,
1/31/49,,-2.615,,,,,
2/28/49,,-1.447,,,,,
3/31/49,,-1.208,,,,,
4/30/49,,-0.918,,,,,
5/31/49,,-0.753,,,,,
6/30/49,,-0.898,,,,,
7/31/49,,-0.987,,,,,
8/31/49,,-0.948,,,,,
9/30/49,,-1.574,,,,,
10/31/49,,-0.767,,,,,
11/30/49,,-0.699,,,,,
12/31/49,,-1.317,,,,,
1/31/50,,-1.654,,,,,
2/28/50,,-1.346,,,,,
3/31/50,,-1.402,,,,,
4/30/50,,-2.424,,,,,
5/31/50,,-1.798,,,,,
6/30/50,,-2.62,,,,,
7/31/50,,-1.74,,,,,
8/31/50,,-1.401,,,,,
9/30/50,,-1.328,,,,,
10/31/50,,-1.106,,,,,
11/30/50,,-0.766,,,,,
12/31/50,,-0.803,,,,,
1/31/51,,-1.14,,,,,
2/28/51,,-1.29,,,,,
3/31/51,,-0.883,,,,,
4/30/51,,-0.648,,,,,
5/31/51,,-1.142,,,,,
6/30/51,,0.143,,,,,
7/31/51,,-1.048,,,,,
8/31/51,,-0.129,,,,,
9/30/51,,0.074,,,,,
10/31/51,,-0.145,,,,,
11/30/51,,-1.321,,,,,
12/31/51,,-2.005,,,,,
1/31/52,,-1.153,,,,,
2/29/52,,-1.49,,,,,
3/31/52,,-1.498,,,,,
4/30/52,,-1.393,,,,,
5/31/52,,-1.647,,,,,
6/30/52,,-1.458,,,,,
7/31/52,,-0.814,,,,,
8/31/52,,-0.666,,,,,
9/30/52,,-0.322,,,,,
10/31/52,,-0.163,,,,,
11/30/52,,-0.564,,,,,
12/31/52,,-0.091,,,,,
1/31/53,,-0.252,,,,,
2/28/53,,-0.966,,,,,
3/31/53,,-0.628,,,,,
4/30/53,,-0.177,,,,,
5/31/53,,-0.179,,,,,
6/30/53,,0.354,,,,,
7/31/53,,-0.41,,,,,
8/31/53,,-0.581,,,,,
9/30/53,,-0.845,,,,,
10/31/53,,-0.231,,,,,
11/30/53,,-0.023,,,,,
12/31/53,,-0.774,,,,,
1/31/54,,-0.605,,,,,
2/28/54,,-0.732,,,,,
3/31/54,,-0.702,,,,,
4/30/54,,-0.211,,,,,
5/31/54,,0.592,,,,,
6/30/54,,0.095,,,,,
7/31/54,,0.148,,,,,
8/31/54,,-0.499,,,,,
9/30/54,,0.4,,,,,
10/31/54,,1.003,,,,,
11/30/54,,0.461,,,,,
12/31/54,,-0.067,,,,,
1/31/55,,-0.649,,,,,
2/28/55,,-0.909,,,,,
3/31/55,,-1.645,,,,,
4/30/55,,-1.435,,,,,
5/31/55,,-1.903,,,,,
6/30/55,,-2.218,,,,,
7/31/55,,-1.946,,,,,
8/31/55,,-1.829,,,,,
9/30/55,,-2.564,,,,,
10/31/55,,-1.957,,,,,
11/30/55,,-1.64,,,,,
12/31/55,,-1.61,,,,,
1/31/56,,-1.643,,,,,
2/29/56,,-2.328,,,,,
3/31/56,,-2.007,,,,,
4/30/56,,-1.241,,,,,
5/31/56,,-1.865,,,,,
6/30/56,,-1.227,,,,,
7/31/56,,-0.532,,,,,
8/31/56,,-0.039,,,,,
9/30/56,,-1.23,,,,,
10/31/56,,-1.884,,,,,
11/30/56,,-1.005,,,,,
12/31/56,,-1.018,,,,,
1/31/57,,-1.22,,,,,
2/28/57,,-0.55,,,,,
3/31/57,,-0.417,,,,,
4/30/57,,0.226,,,,,
5/31/57,,1.313,,,,,
6/30/57,,0.498,,,,,
7/31/57,,0.273,,,,,
8/31/57,,1.691,,,,,
9/30/57,,1.591,,,,,
10/31/57,,1.493,,,,,
11/30/57,,0.405,,,,,
12/31/57,,0.706,,,,,
1/31/58,,0.872,,,,,
2/28/58,,0.683,,,,,
3/31/58,,0.675,,,,,
4/30/58,,1.393,,,,,
5/31/58,,1.548,,,,,
6/30/58,,0.785,,,,,
7/31/58,,1.169,,,,,
8/31/58,,0.922,,,,,
9/30/58,,0.398,,,,,
10/31/58,,0.407,,,,,
11/30/58,,1.074,,,,,
12/31/58,,1.075,,,,,
1/31/59,,0.541,,,,,
2/28/59,,0.058,,,,,
3/31/59,,0.119,,,,,
4/30/59,,0.208,,,,,
5/31/59,,0.254,,,,,
6/30/59,,-0.118,,,,,
7/31/59,,0.002,,,,,
8/31/59,,-0.182,,,,,
9/30/59,,1.083,,,,,
10/31/59,,1.38,,,,,
11/30/59,,0.945,,,,,
12/31/59,,0.359,,,,,
1/31/60,,0.705,,,,,
2/29/60,,0.446,,,,,
3/31/60,,0.507,,,,,
4/30/60,,0.642,,,,,
5/31/60,,1.051,,,,,
6/30/60,,-0.09,,,,,
7/31/60,,0.12,,,,,
8/31/60,,-0.498,,,,,
9/30/60,,0.064,,,,,
10/31/60,,0.042,,,,,
11/30/60,,0.103,,,,,
12/31/60,,0.879,,,,,
1/31/61,,0.886,,,,,
2/28/61,,0.684,,,,,
3/31/61,,0.486,,,,,
4/30/61,,-0.216,,,,,
5/31/61,,-0.455,,,,,
6/30/61,,-0.671,,,,,
7/31/61,,-0.426,,,,,
8/31/61,,-0.73,,,,,
9/30/61,,-1.262,,,,,
10/31/61,,-0.901,,,,,
11/30/61,,-1.448,,,,,
12/31/61,,-0.85,,,,,
1/31/62,,-0.632,,,,,
2/28/62,,-0.708,,,,,
3/31/62,,-0.585,,,,,
4/30/62,,-0.907,,,,,
5/31/62,,-1.504,,,,,
6/30/62,,-1.443,,,,,
7/31/62,,-0.513,,,,,
8/31/62,,-1.13,,,,,
9/30/62,,-1.329,,,,,
10/31/62,,-0.241,,,,,
11/30/62,,-0.21,,,,,
12/31/62,,0.132,,,,,
1/31/63,,0.321,,,,,
2/28/63,,-0.056,,,,,
3/31/63,,-0.009,,,,,
4/30/63,,-0.881,,,,,
5/31/63,,-0.62,,,,,
6/30/63,,-0.957,,,,,
7/31/63,,-0.704,,,,,
8/31/63,,1.059,,,,,
9/30/63,,0.248,,,,,
10/31/63,,-0.377,,,,,
11/30/63,,0.318,,,,,
12/31/63,,0.301,,,,,
1/31/64,,0.135,,,,,
2/29/64,,-0.506,,,,,
3/31/64,,-0.821,,,,,
4/30/64,,-1.71,,,,,
5/31/64,,-0.485,,,,,
6/30/64,,-0.7,,,,,
7/31/64,,-1.119,,,,,
8/31/64,,-0.858,,,,,
9/30/64,,-0.372,,,,,
10/31/64,,-0.424,,,,,
11/30/64,,-0.427,,,,,
12/31/64,,-0.741,,,,,
1/31/65,,-0.341,,,,,
2/28/65,,0.052,,,,,
3/31/65,,0.143,,,,,
4/30/65,,-0.277,,,,,
5/31/65,,-0.513,,,,,
6/30/65,,-0.485,,,,,
7/31/65,,0.526,,,,,
8/31/65,,1.053,,,,,
9/30/65,,0.647,,,,,
10/31/65,,0.559,,,,,
11/30/65,,0.218,,,,,
12/31/65,,-0.528,,,,,
1/31/66,,-0.228,,,,,
2/28/66,,-0.633,,,,,
3/31/66,,-0.085,,,,,
4/30/66,,-0.332,,,,,
5/31/66,,0.154,,,,,
6/30/66,,0.118,,,,,
7/31/66,,0.101,,,,,
8/31/66,,0.051,,,,,
9/30/66,,-0.184,,,,,
10/31/66,,-0.32,,,,,
11/30/66,,-0.057,,,,,
12/31/66,,-0.153,,,,,
1/31/67,,-0.118,,,,,
2/28/67,,-0.508,,,,,
3/31/67,,-0.754,,,,,
4/30/67,,-1.107,,,,,
5/31/67,,-0.872,,,,,
6/30/67,,-0.635,,,,,
7/31/67,,-0.861,,,,,
8/31/67,,-0.231,,,,,
9/30/67,,0.041,,,,,
10/31/67,,0.247,,,,,
11/30/67,,-0.652,,,,,
12/31/67,,-0.549,,,,,
1/31/68,,-0.103,,,,,
2/29/68,,0.196,,,,,
3/31/68,,-0.322,,,,,
4/30/68,,-0.299,,,,,
5/31/68,,0.311,,,,,
6/30/68,,0.716,,,,,
7/31/68,,0.276,,,,,
8/31/68,,0.464,,,,,
9/30/68,,0.2,,,,,
10/31/68,,0.278,,,,,
11/30/68,,0.117,,,,,
12/31/68,,-0.318,,,,,
1/31/69,,-0.792,,,,,
2/28/69,,-0.791,,,,,
3/31/69,,-0.733,,,,,
4/30/69,,-0.585,,,,,
5/31/69,,1.078,,,,,
6/30/69,,0.054,,,,,
7/31/69,,-0.347,,,,,
8/31/69,,-0.548,,,,,
9/30/69,,1.124,,,,,
10/31/69,,0.755,,,,,
11/30/69,,1.102,,,,,
12/31/69,,1.111,,,,,
1/31/70,,1.114,,,,,
2/28/70,,1.214,,,,,
3/31/70,,0.428,,,,,
4/30/70,,-0.547,,,,,
5/31/70,,0.068,,,,,
6/30/70,,-0.521,,,,,
7/31/70,,-1.213,,,,,
8/31/70,,-1.072,,,,,
9/30/70,,-0.73,,,,,
10/31/70,,-0.543,,,,,
11/30/70,,-0.718,,,,,
12/31/70,,-0.989,,,,,
1/31/71,,-1.001,,,,,
2/28/71,,-1.029,,,,,
3/31/71,,-1.208,,,,,
4/30/71,,-1.259,,,,,
5/31/71,,-1.484,,,,,
6/30/71,,-1.896,,,,,
7/31/71,,-0.189,,,,,
8/31/71,,0.05,,,,,
9/30/71,,-0.154,,,,,
10/31/71,,-0.985,,,,,
11/30/71,,-1.519,,,,,
12/31/71,,-1.674,,,,,
1/31/72,,-1.53,,,,,
2/29/72,,-1.114,,,,,
3/31/72,,-1.235,,,,,
4/30/72,,-1.603,,,,,
5/31/72,,-1.409,,,,,
6/30/72,,-0.972,,,,,
7/31/72,,0.258,,,,,
8/31/72,,0.243,,,,,
9/30/72,,0.125,,,,,
10/31/72,,0.133,,,,,
11/30/72,,-0.287,,,,,
12/31/72,,-0.067,,,,,
1/31/73,,-0.267,,,,,
2/28/73,,-0.521,,,,,
3/31/73,,-0.821,,,,,
4/30/73,,-1.017,,,,,
5/31/73,,-0.988,,,,,
6/30/73,,-0.708,,,,,
7/31/73,,-0.738,,,,,
8/31/73,,-0.37,,,,,
9/30/73,,-0.686,,,,,
10/31/73,,-0.929,,,,,
11/30/73,,-0.69,,,,,
12/31/73,,-0.537,,,,,
1/31/74,,-0.98,,,,,
2/28/74,,-0.834,,,,,
3/31/74,,-0.374,,,,,
4/30/74,,-0.432,,,,,
5/31/74,,-0.326,,,,,
6/30/74,,0.188,,,,,
7/31/74,,0.205,,,,,
8/31/74,,0.886,,,,,
9/30/74,,0.433,,,,,
10/31/74,,0.642,,,,,
11/30/74,,0.239,,,,,
