country,GDP_YoY,CPI_YoY,FX_YoY,CA_YoY,quarter
BRA,7.581514999241468,,,26.28803431599991,2012-10-01
BRA,5.29151249993145,6.204310666401014,-9.415254294853604,11.643541720825024,2013-01-01
BRA,7.799072537437923,,,-12.513690182945858,2013-04-01
BRA,7.571230555910557,,,22.15392038575179,2013-07-01
BRA,8.487809965218718,,,-31.737799068151972,2013-10-01
BRA,8.195226831659985,6.329040155161381,-8.482222854123368,13.822000224251084,2014-01-01
BRA,7.59880266508246,,,16.09427971173161,2014-04-01
BRA,8.644057497141567,,,13.895526412023006,2014-07-01
BRA,6.989959200982554,,,64.2938381645912,2014-10-01
BRA,6.8051856641832,9.0299010241613,-28.305242107436833,-12.165355947220746,2015-01-01
BRA,6.894438855906193,,,-33.6068620703193,2015-04-01
BRA,7.775052524756876,,,-52.66120328721177,2015-07-01
BRA,8.85478007920244,,,-71.34713940714124,2015-10-01
BRA,9.591658760856436,8.739143523293924,-5.71099664016359,-64.29452880765602,2016-01-01
BRA,9.139957603448678,,,-76.09588535761071,2016-04-01
BRA,7.26360614852144,,,-38.733735293644045,2016-07-01
BRA,7.308834661525876,,,8.168843200620014,2016-10-01
BRA,4.961743824173603,3.4463733503267147,8.79330543547361,-22.07239834000084,2017-01-01
BRA,3.3069656118634327,,,-96.09540005436732,2017-04-01
BRA,2.437018977346561,,,-4.1938069860477984,2017-07-01
BRA,2.758242424630719,,,5.85461964278815,2017-10-01
BRA,3.794069303439729,3.664850283767218,-12.133126380223104,122.56658764207717,2018-01-01
BRA,4.970033042864563,,,5026.534709963385,2018-04-01
BRA,4.9495863799093875,,,112.48006904108728,2018-07-01
BRA,4.7214154561581845,,,40.27059486075897,2018-10-01
BRA,3.638444854416245,3.732976212168992,-7.820876076363026,-8.189981550708136,2019-01-01
BRA,3.694903095984547,,,26.58063612246993,2019-04-01
BRA,5.491690332646626,,,36.30866890278006,2019-07-01
BRA,4.0364006705883915,,,28.246196423151115,2019-10-01
BRA,7.1857715245845055,3.2117680380337577,-22.924406063680745,21.475045535490047,2020-01-01
BRA,6.744759518732368,,,-164.89694904084357,2020-04-01
BRA,5.718842576384375,,,-104.040266714683,2020-07-01
BRA,7.456039917550994,,,-35.09068135318626,2020-10-01
BRA,12.03139572965668,8.301659755856772,-5.146511406289667,7.321346554862696,2021-01-01
BRA,11.75869230704818,,,63.858426889692296,2021-04-01
BRA,14.202454661350083,,,-1013.293947416446,2021-07-01
BRA,12.831942859696332,,,73.59398757024876,2021-10-01
BRA,6.330776748723532,9.280106089568708,4.485301109153528,-49.98303493417986,2022-01-01
BRA,10.304638462771988,,,-109.5229488670033,2022-04-01
BRA,8.586386083959741,,,136.84939841158732,2022-07-01
BRA,8.535148909165823,,,-40.42522667557059,2022-10-01
BRA,7.18723471912166,4.5935628228320535,3.3148704745435076,37.96848226690628,2023-01-01
BRA,4.298002524496791,,,165.8480719166433,2023-04-01
BRA,3.600279170952869,,,-73.2931946624933,2023-07-01
BRA,5.684283468879303,,,-53.68891445420938,2023-10-01
BRA,5.045325454099081,4.367464076523331,-6.9905587808404945,-2.0330980988335967,2024-01-01
BRA,4.395424581263163,,,288.0156741472039,2024-04-01
BRA,5.077006025317021,,,324.0830932616439,2024-07-01
BRA,3.58781947759903,,,290.61811444145815,2024-10-01
CHL,8.808283593146582,3.0525762138784884,8.943041757570969,33.48173013568088,2005-01-01
CHL,7.423704032507361,,,32.61029787120042,2005-04-01
CHL,7.59878285661888,,,28.423058629990884,2005-07-01
CHL,7.326239982213445,,,30.466084100293855,2005-10-01
CHL,7.747857133428759,3.3920173369940576,5.381637629984359,37.8911948658601,2006-01-01
CHL,7.54172867329368,,,34.0293413137271,2006-04-01
CHL,6.722820476994307,,,27.205052589221506,2006-07-01
CHL,6.862125394265295,,,17.743118058261985,2006-10-01
CHL,7.341322558467023,4.40779938398046,1.546569672914,9.42567408263164,2007-01-01
CHL,6.988679337739012,,,17.74039325998995,2007-04-01
CHL,5.802163400358262,,,16.31632970930248,2007-07-01
CHL,5.873760147717433,,,30.285312536528707,2007-10-01
CHL,5.295394371508255,8.716268730396104,1.6989483878573797,28.22368467957197,2008-01-01
CHL,4.7326176422962,,,30.248356247586926,2008-04-01
CHL,2.75039788760878,,,25.69179377942983,2008-07-01
CHL,0.0987854413045274,,,-9.237629859068708,2008-10-01
CHL,-2.368556271250055,0.3530451783609223,-8.079155839068408,-32.160245332044155,2009-01-01
CHL,-3.970187717559137,,,-37.61370171708776,2009-04-01
CHL,1.1823011539642492,,,-30.28913439840364,2009-07-01
CHL,3.2407001221620435,,,0.1345713051599029,2009-10-01
CHL,6.261434618666328,1.4107110795431588,9.650731714451254,34.32316825281709,2010-01-01
CHL,13.894934167609671,,,36.317618726458335,2010-04-01
CHL,12.055585986762596,,,38.54610173031239,2010-07-01
CHL,13.280604124858808,,,25.73380459783028,2010-10-01
CHL,13.304157659544158,3.341216942593017,5.451186439772648,38.38780509494833,2011-01-01
CHL,9.04373667385252,,,32.7390112904296,2011-04-01
CHL,8.262615655197747,,,22.50140223016226,2011-07-01
CHL,6.611377029388921,,,16.11605647297032,2011-10-01
CHL,5.817021216725227,3.007448402130475,-0.6729412614458918,-4.516783440072924,2012-01-01
CHL,6.228873785707201,,,-0.1179713064321519,2012-04-01
CHL,6.433318594754045,,,0.1585350741684976,2012-07-01
CHL,6.957272276009485,,,7.635701448350218,2012-10-01
CHL,6.247903065188987,1.7895555398458995,-1.662261475229354,5.17654128067615,2013-01-01
CHL,5.564429911493907,,,2.3246171867056464,2013-04-01
CHL,5.228961660129738,,,-1.1465582773325875,2013-07-01
CHL,4.544025614178349,,,-9.031508712617576,2013-10-01
CHL,3.700375692888924,4.718675278546702,-13.177468598422548,-2.9099357629281397,2014-01-01
CHL,2.6653326319084236,,,-7.453589805722793,2014-04-01
CHL,1.5030947621225588,,,-11.35447070128388,2014-07-01
CHL,1.4804956280017434,,,-9.55925732029309,2014-10-01
CHL,1.98773438571902,4.348773532170491,-12.669001501439482,-17.530453845570026,2015-01-01
CHL,2.290771398159408,,,-20.101238817948257,2015-04-01
CHL,2.6247633008881,,,-13.170381353445205,2015-07-01
CHL,2.6793836947272,,,-16.119733565184248,2015-10-01
CHL,3.1213316112528755,3.786193558931173,-3.593037311953018,-9.098446019329288,2016-01-01
CHL,2.270370149298162,,,-1.182139712154917,2016-04-01
CHL,3.549022887565867,,,0.1656093401906533,2016-07-01
CHL,3.7136695765781935,,,6.606113666804081,2016-10-01
CHL,3.981283633844579,2.1827184686852075,4.313181901811292,14.032815512868524,2017-01-01
CHL,3.936532991074926,,,13.95954068140095,2017-04-01
CHL,3.3458606961642268,,,11.065044426683412,2017-07-01
CHL,3.694003930200096,,,15.40233947802465,2017-10-01
CHL,3.7252290600800153,2.434889813530572,1.3929692831783802,16.652680276095854,2018-01-01
CHL,4.679090384198736,,,19.37308047081048,2018-04-01
CHL,3.3363224906876487,,,13.326496077361426,2018-07-01
CHL,3.519152160300343,,,9.499075078374664,2018-10-01
CHL,2.5571081565315845,2.5575447570332477,-8.771225812545168,0.1905929354528712,2019-01-01
CHL,2.4198195902950026,,,-3.809799134554592,2019-04-01
CHL,2.2405218646612823,,,-3.714638184684061,2019-07-01
CHL,-4.355655137933734,,,-10.274176810367708,2019-10-01
CHL,-2.5434325447912354,3.0454908480432863,-11.429198516283712,-11.781805665796265,2020-01-01
CHL,-22.46739359545016,,,-24.80935419632946,2020-04-01
CHL,-9.273827334647988,,,-13.552444218892202,2020-07-01
CHL,4.839502748106028,,,-0.9294276832293336,2020-10-01
CHL,5.988575638544824,4.524568382591387,4.654920787835959,24.33487999868462,2021-01-01
CHL,37.11439736660302,,,58.990242134476034,2021-04-01
CHL,27.547122011349305,,,54.24392241689963,2021-07-01
CHL,16.95637232301348,,,55.5536676681931,2021-10-01
CHL,12.758383349509096,11.64386671105595,-13.066329332893712,26.20640826875782,2022-01-01
CHL,5.776794573653565,,,19.61910997327827,2022-04-01
CHL,-3.9109443080212247,,,6.494437811434062,2022-07-01
CHL,-6.747079705196901,,,-5.57700766836483,2022-10-01
CHL,-7.781114731399841,7.581682514079691,3.8192653328737336,-12.721428947425071,2023-01-01
CHL,-5.323291851270373,,,-14.829931246268313,2023-04-01
CHL,-4.259940978105748,,,-13.096272454729672,2023-07-01
CHL,-1.7936357223037436,,,-13.118244947193547,2023-10-01
CHL,0.4551922146550202,4.29763891572521,-11.134846785883044,-1.6014029129085894,2024-01-01
CHL,0.5200814220548633,,,-2.147088770282058,2024-04-01
CHL,1.0593610254973296,,,1.031720167932404,2024-07-01
CHL,1.737282678191554,,,4.52794325913517,2024-10-01
COL,,5.051019626896958,13.103195053872806,28.794637333768215,2005-01-01
COL,,,,32.586523052391044,2005-04-01
COL,,,,18.661275722839797,2005-07-01
COL,,,,15.99409692495053,2005-10-01
COL,14.19535324765624,4.293423636289262,-1.451824872780283,21.399407119551373,2006-01-01
COL,18.07529953839804,,,13.009681726070356,2006-04-01
COL,30.4710940981376,,,18.525392890975745,2006-07-01
COL,22.79608167570355,,,19.0546173556331,2006-10-01
COL,32.10495059080933,5.544384858151563,13.610030724263543,13.656128929850777,2007-01-01
COL,27.322077412676514,,,17.314658626407375,2007-04-01
COL,18.121763780623446,,,19.448531338105138,2007-07-01
COL,7.241041540855631,,,29.20409243663795,2007-10-01
COL,-6.388941600566389,6.996884955545113,6.6156022942337245,33.59323594254702,2008-01-01
COL,5.714943234185599,,,35.764285808372385,2008-04-01
COL,0.8928633905096683,,,26.600244021209463,2008-07-01
COL,4.292206654791819,,,-4.112187027143155,2008-10-01
COL,14.29307985630519,4.202516612164864,-9.150853308260698,-9.529512980880671,2009-01-01
COL,8.4746273050599,,,-20.084922660511417,2009-04-01
COL,9.829407361486789,,,-15.535441105593762,2009-07-01
COL,3.823202387716118,,,6.540487903685244,2009-10-01
COL,-1.635779143093974,2.2720022789201044,12.812724450651649,14.670509272166088,2010-01-01
COL,8.096697211287896,,,21.01410956904479,2010-04-01
COL,6.139102875276103,,,15.515882486049204,2010-07-01
COL,8.92417957818019,,,17.77620745125901,2010-10-01
COL,18.718605447914637,3.4150334477624167,2.747215499800859,30.685043692426817,2011-01-01
COL,11.434159883930109,,,39.35984224036267,2011-04-01
COL,11.4420008459164,,,40.00750736308743,2011-07-01
COL,11.888776041274074,,,33.40840446659507,2011-10-01
COL,8.085647948497709,3.169301888400589,2.699529553355462,21.986314973113785,2012-01-01
COL,7.751421590988805,,,4.312043321853176,2012-04-01
COL,2.327242604759272,,,2.0766114982009753,2012-07-01
COL,-1.797140200437286,,,1.74911484329483,2012-10-01
COL,3.875722344045984,2.016992243103788,-3.724952714432306,-6.721046214463621,2013-01-01
COL,6.011700088092109,,,2.4208857386648575,2013-04-01
COL,4.345762804304609,,,1.0992930043211002,2013-07-01
COL,17.946584371888076,,,0.58649543853313,2013-10-01
COL,12.96258940246684,2.8988378776173773,-6.336090266992278,-1.6601747407764211,2014-01-01
COL,12.165614705183293,,,-2.968282167488246,2014-04-01
COL,21.63014406105328,,,4.38788261704266,2014-07-01
