quarter,ENSO,ENSO_STD
2018-10-01,0.8966666666666666,1.2604083039934784
2019-01-01,0.7233333333333333,1.0569004880941784
2019-04-01,0.54,0.8416518366622266
2019-07-01,0.13999999999999999,0.37201841535614993
2019-10-01,0.5066666666666667,0.8025157182200536
2020-01-01,0.48333333333333334,0.7751204353105324
2020-04-01,-0.08333333333333336,0.10980642179359047
2020-07-01,-0.5733333333333334,-0.46549451930635344
2020-10-01,-1.2766666666666666,-1.291266618436205
2021-01-01,-0.9333333333333332,-0.8881645984818223
2021-04-01,-0.48666666666666664,-0.36374061135670344
2021-07-01,-0.49000000000000005,-0.36765422320092084
2021-10-01,-0.98,-0.9429551643008647
2022-01-01,-0.9333333333333332,-0.8881645984818223
2022-04-01,-0.9900000000000001,-0.9546959998335166
2022-07-01,-0.91,-0.8607693155723012
2022-10-01,-0.9133333333333334,-0.8646829274165186
2023-01-01,-0.43,-0.29720921000500927
2023-04-01,0.48,0.7712068234663151
2023-07-01,1.3233333333333335,1.7613506200532936
2023-10-01,1.9233333333333331,2.465800752012408
2024-01-01,1.4866666666666666,1.9531176004199413
2024-04-01,0.38999999999999996,0.6655393036724478
2024-07-01,-0.11333333333333333,0.07458391519563476
2024-10-01,-0.37333333333333335,-0.2306778086533151
2025-01-01,-0.38666666666666666,-0.2463322560301843
2025-04-01,-0.11,0.07849752703985205
2025-07-01,-0.3233333333333333,-0.17197363099005547
2025-10-01,-0.595,-0.49093299629376586
