country,quarter,PRITHVI_HEAT_EXTENT
IDN,1997-04-01,0.014327328934070507
IDN,1997-07-01,0.03552107484691754
IDN,1997-10-01,0.04259556506747517
IDN,1998-01-01,0.10861423220973783
IDN,1998-04-01,0.13096724332679388
IDN,1998-07-01,0.0032102728731942215
IDN,1998-10-01,0.010730634326139944
IDN,1999-01-01,0.000564770227691576
IDN,1999-04-01,0.006955591225254146
IDN,1999-07-01,0.0039236668450151595
IDN,1999-10-01,0.001337613697164259
IDN,2000-01-01,0.000772843469472683
IDN,2000-04-01,0.01165210153974199
IDN,2000-07-01,0.0018132096783782176
IDN,2000-10-01,0.009541644373105047
IDN,2001-01-01,0.003745318352059925
IDN,2001-04-01,0.009749717614886154
IDN,2001-07-01,0.007728434694726828
IDN,2001-10-01,0.011384578800309138
IDN,2002-01-01,0.002318530408418049
IDN,2002-04-01,0.028862731109922116
IDN,2002-07-01,0.01816182153260805
IDN,2002-10-01,0.04357648177872897
IDN,2003-01-01,0.0020807324178110692
IDN,2003-04-01,0.052375007431187205
IDN,2003-07-01,0.0071933892158611255
IDN,2003-10-01,0.014148980441115273
IDN,2004-01-01,0.008352654420070152
IDN,2004-04-01,0.04339813328577374
IDN,2004-07-01,0.013554485464597824
IDN,2004-10-01,0.03498602936805184
IDN,2005-01-01,0.020034480708638013
IDN,2005-04-01,0.030973188276559063
IDN,2005-07-01,0.01753760180726473
IDN,2005-10-01,0.007550086201771594
IDN,2006-01-01,0.003864217347363415
IDN,2006-04-01,0.004428987575054991
IDN,2006-07-01,0.02282860709827002
IDN,2006-10-01,0.06420545746388444
IDN,2007-01-01,0.018221271030259795
IDN,2007-04-01,0.023512276321265086
IDN,2007-07-01,0.0029427501337613697
IDN,2007-10-01,0.018102372034956304
IDN,2008-01-01,0.01141430354913501
IDN,2008-04-01,0.0028238511384578798
IDN,2008-07-01,0.0031508233755424765
IDN,2008-10-01,0.007609535699423339
IDN,2009-01-01,0.00772843469472683
IDN,2009-04-01,0.07422269781820344
IDN,2009-07-01,0.05415849236073955
IDN,2009-10-01,0.04782712086082872
IDN,2010-01-01,0.07273646037690981
IDN,2010-04-01,0.14116283217406814
IDN,2010-07-01,0.007787884192378574
IDN,2010-10-01,0.01768622555139409
IDN,2011-01-01,0.0008917424647761728
IDN,2011-04-01,0.03159740800190238
IDN,2011-07-01,0.015248796147672555
IDN,2011-10-01,0.022115213126449082
IDN,2012-01-01,0.003388621366149456
IDN,2012-04-01,0.04295226205338565
IDN,2012-07-01,0.01914273824386184
IDN,2012-10-01,0.03929611794780334
IDN,2013-01-01,0.05656619701563522
IDN,2013-04-01,0.10112359550561799
IDN,2013-07-01,0.0019321086736817075
IDN,2013-10-01,0.023987872302479046
IDN,2014-01-01,0.027406218417454373
IDN,2014-04-01,0.0794245288627311
IDN,2014-07-01,0.035134653112181204
IDN,2014-10-01,0.08224838000118899
IDN,2015-01-01,0.018726591760299626
IDN,2015-04-01,0.08584507460911955
IDN,2015-07-01,0.07237976339099934
IDN,2015-10-01,0.1253195410498781
IDN,2016-01-01,0.1482967718922775
IDN,2016-04-01,0.16387254027703466
IDN,2016-07-01,0.07844361215147731
IDN,2016-10-01,0.08302122347066167
IDN,2017-01-01,0.031181261518340175
IDN,2017-04-01,0.08201058201058202
IDN,2017-07-01,0.03480768087509661
IDN,2017-10-01,0.09717020391177694
IDN,2018-01-01,0.04125795137031092
IDN,2018-04-01,0.08548837762320909
IDN,2018-07-01,0.04770822186552524
IDN,2018-10-01,0.0947327745080554
IDN,2019-01-01,0.07466856905059154
IDN,2019-04-01,0.12888651090898282
IDN,2019-07-01,0.0621841745437251
IDN,2019-10-01,0.11013019439985733
IDN,2020-01-01,0.14814814814814814
IDN,2020-04-01,0.14253017062005827
IDN,2020-07-01,0.04366565602520659
IDN,2020-10-01,0.08498305689316925
IDN,2021-01-01,0.04660840615896796
IDN,2021-04-01,0.09274121633672196
IDN,2021-07-01,0.024344569288389514
IDN,2021-10-01,0.10691992152666309
IDN,2022-01-01,0.05186968670114737
IDN,2022-04-01,0.10576065632245407
IDN,2022-07-01,0.019083288746210094
IDN,2022-10-01,0.06322454075263063
IDN,2023-01-01,0.04913500980916711
IDN,2023-04-01,0.15534153736400927
IDN,2023-07-01,0.09574341596813507
IDN,2023-10-01,0.17380060638487604
IDN,2024-01-01,0.1804589501218715
IDN,2024-04-01,0.17915106117353308
IDN,2024-07-01,0.11417276024017597
IDN,2024-10-01,0.16434813625824862
IND,1981-01-01,0.002091011265323192
