country,combination,exo_spec,max_em_iter,update_P0,coeff_method,stability,coefficients,forecast_path,counterfactual,overall,reason,rho,max_norm,norm_H,max_abs_theta,max_tail_theta_jump,max_abs_gdp_cpi,max_step_gdp_cpi,max_ci_width_gdp_cpi,ci_growth_ratio,max_counterfactual_gap_gdp_cpi,max_abs_counterfactual_gdp_cpi,horizon,hist_last,fc_start,fc_end,ragged
IDN,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=update,OIL_YoY+HeatDryF,10,True,avg4,Explosive,Unstable,Explosive,Extreme,REJECT,dynamic instability: rho=9798764744767677617804464215977623552.00; dynamic amplification: max ||A^k||2=1726574725582655492613513774943692614435825764206909592518161828156892162855703823815683059441132852349821954615004189392895367932751120930162767050280470699509833228551365857894440957997323250647825191554417931705374474240.0; coefficient explosion: max |theta|=35343588252718506737663539471057944576.0,9.798764744767678e+36,1.7265747255826555e+222,1.7265747255826555e+222,3.5343588252718507e+37,3.934459099365998e+37,1.9063585683767143e+217,1.9063585683767143e+217,inf,,1.2539245673410275e+215,1.893819322703304e+217,6.0,2026Q2,2026Q3,2027Q4,True
IDN,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=update,OIL_YoY+HeatDryF,10,True,avg8,Explosive,Unstable,Explosive,Extreme,REJECT,dynamic instability: rho=4901425771743444667126304514930376704.00; dynamic amplification: max ||A^k||2=27045310599277101036177680378905751559253980364567129604526496486007595310236828998097262751275664374133591815335714118513546716030361490686854804789460002019388799711456135152234899034298654590556410144879954409008660480.0; coefficient explosion: max |theta|=35343588252718506737663539471057944576.0,4.9014257717434447e+36,2.70453105992771e+220,2.70453105992771e+220,3.5343588252718507e+37,3.934459099365998e+37,2.98587037076177e+215,2.98587037076177e+215,inf,,1.963935143194512e+213,2.966231019329825e+215,6.0,2026Q2,2026Q3,2027Q4,True
IND,ENSO | lag1 | KF | coeff=last | EM=10 | P0=fixed,ENSO,10,False,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8411321918423412,0.8615316955900958,0.5198855939716556,1.1851025795847234,0.37755835947226246,6.662619017528819,0.36427364102025184,5.6624107410696745,2.756943699770952,0.8879677600495306,7.550586777578349,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=last | EM=10 | P0=update,ENSO,10,True,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8412219478062002,0.8615055922992522,0.5201838955690083,1.1838248310364465,0.37589025238892826,6.652711391118973,0.36749852824505336,5.757177375097265,2.7598989561114653,0.898646675068961,7.551358066187934,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=last | EM=20 | P0=update,ENSO,20,True,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8412219478062002,0.8615055922992522,0.5201838955690083,1.1838248310364465,0.37589025238892826,6.652711391118973,0.36749852824505336,5.757177375097265,2.7598989561114653,0.898646675068961,7.551358066187934,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=last | EM=30 | P0=update,ENSO,30,True,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8412219478062002,0.8615055922992522,0.5201838955690083,1.1838248310364465,0.37589025238892826,6.652711391118973,0.36749852824505336,5.757177375097265,2.7598989561114653,0.898646675068961,7.551358066187934,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=last | EM=50 | P0=update,ENSO,50,True,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8412219478062002,0.8615055922992522,0.5201838955690083,1.1838248310364465,0.37589025238892826,6.652711391118973,0.36749852824505336,5.757177375097265,2.7598989561114653,0.898646675068961,7.551358066187934,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg8 | EM=10 | P0=update,ENSO,10,True,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.7970759434561356,0.9134452610053099,0.6718232959320474,1.1838248310364465,0.37589025238892826,6.589652555138811,0.36909789917363955,6.144396537734666,2.9225947677028725,1.2231126558339076,7.812765210972719,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg8 | EM=20 | P0=update,ENSO,20,True,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.7970759434561356,0.9134452610053099,0.6718232959320474,1.1838248310364465,0.37589025238892826,6.589652555138811,0.36909789917363955,6.144396537734666,2.9225947677028725,1.2231126558339076,7.812765210972719,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg8 | EM=30 | P0=update,ENSO,30,True,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.7970759434561356,0.9134452610053099,0.6718232959320474,1.1838248310364465,0.37589025238892826,6.589652555138811,0.36909789917363955,6.144396537734666,2.9225947677028725,1.2231126558339076,7.812765210972719,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg8 | EM=50 | P0=update,ENSO,50,True,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.7970759434561356,0.9134452610053099,0.6718232959320474,1.1838248310364465,0.37589025238892826,6.589652555138811,0.36909789917363955,6.144396537734666,2.9225947677028725,1.2231126558339076,7.812765210972719,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,ENSO,10,False,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.798331657022249,0.9144132041417087,0.6741153459524875,1.1851025795847234,0.37755835947226246,6.607509446484642,0.3675135279172208,6.040411418376542,2.918757684069696,1.2164239098599943,7.823933356344636,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO+HeatDryF | lag1 | KF | coeff=last | EM=10 | P0=fixed,ENSO+HeatDryF,10,False,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8642281069218182,0.8687449325407435,0.5668927530779985,1.2272644063670735,0.38875915726596055,7.292538772320381,1.6348265574998946,4.16075096469647,2.5981256000507615,1.5474487807334736,8.556305866572885,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO+HeatDryF | lag1 | KF | coeff=last | EM=10 | P0=update,ENSO+HeatDryF,10,True,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8643174161355517,0.8799733357212006,0.5750958569783726,4.952399774303109,2.2671485576859727,7.286023887837349,1.6281353033869408,4.128609927082482,2.6002397662215957,1.5506248891832142,8.553658357359534,4.0,2026Q2,2026Q3,2027Q2,True
IND,OIL_YoY+HeatDry | lag1 | KF | coeff=last | EM=10 | P0=fixed,OIL_YoY+HeatDry,10,False,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8548874487773848,0.863886600742844,0.40657416432651017,1.1028091989407545,0.3012060404666972,8.77043460873489,1.1691955725667027,5.14779735027497,3.8104040730450697,1.3766079302381868,7.6354018908936,6.0,2026Q2,2026Q3,2027Q4,True
IND,OIL_YoY+HeatDry | lag1 | KF | coeff=last | EM=10 | P0=update,OIL_YoY+HeatDry,10,True,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8555370674910606,0.8639370258043747,0.4073884841109532,1.103027496410427,0.3007893517932242,8.772284748653714,1.1654050420431314,5.132702395341205,3.8312403314143832,1.3680813434786936,7.642347761667635,6.0,2026Q2,2026Q3,2027Q4,True
IND,ENSO+HeatDry | lag1 | KF | coeff=last | EM=10 | P0=update,ENSO+HeatDry,10,True,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8791314408795173,0.8801638571457621,0.598288285546046,1.3033926888423932,0.40446230246842396,8.010866220003994,1.1715410554125363,4.5611064978209805,3.008681612331048,1.5072414553359135,9.146007043857358,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO+HeatDry | lag1 | KF | coeff=last | EM=10 | P0=fixed,ENSO+HeatDry,10,False,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8794780955430794,0.8803985283817045,0.5991681359340614,1.2500433375534201,0.4042856074834056,8.01135698341449,1.1761868303200504,4.5920941955568715,3.0104269440487337,1.5124898108746265,9.149136605281416,4.0,2026Q2,2026Q3,2027Q2,True
IND,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=update,OIL_YoY+HeatDry,10,True,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8273591195674849,0.8576765980085738,0.3735903858403836,1.103027496410427,0.3007893517932242,8.734739665795184,1.7028934978510888,4.7455417227413745,3.400759308268422,1.6412308182690385,7.472443429056603,6.0,2026Q2,2026Q3,2027Q4,True
IND,OIL_YoY+HeatDryF | lag1 | KF | coeff=last | EM=10 | P0=fixed,OIL_YoY+HeatDryF,10,False,last,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8969281590392534,0.8986709331479249,0.5238469683173428,1.608541165622899,0.25999718613318934,8.666910527665076,1.4252058105041412,1.7629118210869459,3.9492355661936194,1.5101827720491565,7.425239228137846,6.0,2026Q2,2026Q3,2027Q4,True
IND,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,OIL_YoY+HeatDry,10,False,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8272824224298047,0.8578902575936035,0.3735404200649529,1.1028091989407545,0.3012060404666972,8.738060361852654,1.707636282221432,4.7484862973415405,3.3784173018308605,1.6498205917313316,7.464557777689072,6.0,2026Q2,2026Q3,2027Q4,True
IND,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,ENSO+HeatDryF,10,False,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8655207256919951,1.0020355297593933,0.7021500922886765,1.2272644063670735,0.38875915726596055,7.324257675009534,1.8378075294762244,4.801287343713095,2.926377374442794,1.664405064939702,8.636298292183373,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,ENSO+HeatDry,10,False,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8965462231449691,0.9334763508255403,0.7358138582830466,1.2500433375534201,0.4042856074834056,7.827711603138606,1.1354588672454087,5.6317493554515545,3.6287290071253526,1.5596146408190101,9.02458350097308,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=update,ENSO+HeatDry,10,True,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8971933526918201,1.756895257824891,0.8051950229073372,1.3033926888423932,0.40446230246842396,7.823803665504972,1.1326533708612097,5.647947978146939,3.6922410068871563,1.553318188250806,9.016995172526588,4.0,2026Q2,2026Q3,2027Q2,True
IND,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,OIL_YoY+HeatDryF,10,False,avg8,Good,Good,Good,Acceptable,KEEP,stable/coherent by coarse thresholds,0.8424355024000415,2.5243330561772686,1.175229555517234,1.608541165622899,0.25999718613318934,8.51795341297249,1.5346574805352997,1.6209000819059525,3.7682757897789605,1.578870624342687,7.206480859229734,6.0,2026Q2,2026Q3,2027Q4,True
IND,OIL_YoY+HeatDryF | lag1 | KF | coeff=last | EM=10 | P0=update,OIL_YoY+HeatDryF,10,True,last,Good,Borderline,Good,Acceptable,BORDERLINE,large coefficients: max |theta|=12.3,0.8972487396852412,0.9277550286896589,0.5419526728165784,12.276288785204802,0.7483902742379573,8.660091508548131,1.4276368963322144,1.753956083134284,3.9696256818096205,1.5133106678688284,7.413453531461947,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDryF | lag1 | KF | coeff=last | EM=10 | P0=update,HeatDryF,10,True,last,Good,Good,Good,Acceptable,BORDERLINE,CI expands quickly: ratio=6.0,0.8189065717346136,0.8281272679019919,0.3177894606601556,2.388313003098945,0.4870907807785204,9.107249863153832,2.282574282639284,14.066236873004154,5.956796225237051,1.8971703083300158,7.6421419562180875,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDryF | lag1 | KF | coeff=last | EM=10 | P0=fixed,HeatDryF,10,False,last,Good,Good,Good,Acceptable,BORDERLINE,CI expands quickly: ratio=6.0,0.8193814261276062,0.8282886147274715,0.3190754099658202,1.2697329098231869,0.4870626190706939,9.109080341159153,2.282045339507838,14.305154302415637,6.027396006406752,1.9033358837284649,7.63358993097153,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDry | lag1 | KF | coeff=last | EM=10 | P0=update,HeatDry,10,True,last,Good,Good,Good,Acceptable,BORDERLINE,CI expands quickly: ratio=7.6,0.8994928223540101,0.9001285438761724,0.5313635835637791,1.246546261676703,0.38936920287871235,9.300406557237288,1.468457830211813,10.926365143260265,7.638933591785649,1.753497938655257,7.907477142286387,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDry | lag1 | KF | coeff=last | EM=10 | P0=fixed,HeatDry,10,False,last,Good,Good,Good,Acceptable,BORDERLINE,CI expands quickly: ratio=7.7,0.8999931321955981,0.9006590687950657,0.533209272397207,1.2464676882465666,0.38920116542647776,9.308501656956018,1.4748033791450776,11.025526083622548,7.68829949196384,1.759532200486471,7.918809941668549,6.0,2026Q2,2026Q3,2027Q4,True
IND,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=update,OIL_YoY+HeatDry,10,True,avg4,Good,Good,Good,Acceptable,BORDERLINE,CI expands quickly: ratio=5.3,0.9532946662544859,0.9598992730620541,0.7571463848096543,1.103027496410427,0.3007893517932242,8.712614231756294,1.4575907884409478,7.694110220014697,5.314869278833183,1.4982485084834796,7.505374775249909,6.0,2026Q2,2026Q3,2027Q4,True
IND,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,OIL_YoY+HeatDry,10,False,avg4,Good,Good,Good,Acceptable,BORDERLINE,CI expands quickly: ratio=5.3,0.9528692154804418,0.959769954720788,0.7552889997448552,1.1028091989407545,0.3012060404666972,8.717807053788215,1.4623670992311846,7.70771638993789,5.282908035312095,1.5060646775026338,7.495703128376637,6.0,2026Q2,2026Q3,2027Q4,True
IND,ENSO+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,ENSO+HeatDryF,10,False,avg4,Borderline,Good,Good,Acceptable,BORDERLINE,near-unit dynamics: rho=1.06,1.0628715900152264,1.4426309070786612,1.4426309070786612,1.2272644063670735,0.38875915726596055,7.318166416895585,1.8157862299404055,6.573448241650607,3.7321926438375144,1.5751526232556525,8.532847211037726,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg4 | EM=10 | P0=update,ENSO,10,True,avg4,Borderline,Good,Good,Acceptable,BORDERLINE,near-unit dynamics: rho=1.06,1.063695248973261,1.3591010521138407,1.3591010521138407,1.1838248310364465,0.37589025238892826,6.777294455137071,0.5711126361594854,7.665623913182137,3.279100799603433,2.7382048231815017,7.611557774079895,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg4 | EM=20 | P0=update,ENSO,20,True,avg4,Borderline,Good,Good,Acceptable,BORDERLINE,near-unit dynamics: rho=1.06,1.063695248973261,1.3591010521138407,1.3591010521138407,1.1838248310364465,0.37589025238892826,6.777294455137071,0.5711126361594854,7.665623913182137,3.279100799603433,2.7382048231815017,7.611557774079895,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg4 | EM=30 | P0=update,ENSO,30,True,avg4,Borderline,Good,Good,Acceptable,BORDERLINE,near-unit dynamics: rho=1.06,1.063695248973261,1.3591010521138407,1.3591010521138407,1.1838248310364465,0.37589025238892826,6.777294455137071,0.5711126361594854,7.665623913182137,3.279100799603433,2.7382048231815017,7.611557774079895,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg4 | EM=50 | P0=update,ENSO,50,True,avg4,Borderline,Good,Good,Acceptable,BORDERLINE,near-unit dynamics: rho=1.06,1.063695248973261,1.3591010521138407,1.3591010521138407,1.1838248310364465,0.37589025238892826,6.777294455137071,0.5711126361594854,7.665623913182137,3.279100799603433,2.7382048231815017,7.611557774079895,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,ENSO,10,False,avg4,Borderline,Good,Good,Acceptable,BORDERLINE,near-unit dynamics: rho=1.06,1.064679140965113,1.3630856413251227,1.3630856413251227,1.1851025795847234,0.37755835947226246,6.792009693847216,0.5646168924679671,7.549390672090825,3.2771850595549696,2.7256636382856603,7.61979571417847,4.0,2026Q2,2026Q3,2027Q2,True
IND,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,OIL_YoY+HeatDryF,10,False,avg4,Good,Good,Good,Acceptable,BORDERLINE,CI expands quickly: ratio=5.3,0.9495267622727395,2.6498772845072187,1.9278527799416776,1.608541165622899,0.25999718613318934,8.542973430330669,1.4905218390450772,2.397350295283105,5.344157195332804,1.5580256423853953,7.252421172565994,6.0,2026Q2,2026Q3,2027Q4,True
IND,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=update,ENSO+HeatDryF,10,True,avg8,Borderline,Good,Good,Acceptable,BORDERLINE,transient amplification: max ||A^k||2=7.0,0.9089682325862773,7.0174639796941936,4.98125564348899,4.952399774303109,2.2671485576859727,7.318837394433887,1.865867570278957,4.892499603463284,3.0357873019614856,1.688431981522898,8.661235487525888,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=update,ENSO+HeatDryF,10,True,avg4,Borderline,Good,Good,Acceptable,BORDERLINE,near-unit dynamics: rho=1.06; transient amplification: max ||A^k||2=7.3,1.0630902861108011,7.302343382759292,5.161866074881887,4.952399774303109,2.2671485576859727,7.3139703775364,1.8402889079376994,6.714497914094957,3.8548068122354646,1.5672855336120781,8.558501161441928,4.0,2026Q2,2026Q3,2027Q2,True
IND,HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,HeatDry,10,False,avg8,Good,Good,Good,Acceptable,REJECT,rapid CI expansion: ratio=8.1,0.8988151876289231,0.9374479946503487,0.636390337664059,1.2464676882465666,0.38920116542647776,9.12778294512027,1.6873227954711005,12.286807910893447,8.116281431116798,1.8262910228563554,7.465965016505021,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=update,HeatDry,10,True,avg8,Good,Good,Good,Acceptable,REJECT,rapid CI expansion: ratio=8.1,0.8995853058638906,0.9763998105667993,0.6435175652034049,1.246546261676703,0.38936920287871235,9.11786955935236,1.675872372531404,12.28325718594413,8.118156049869722,1.8180735041052207,7.455574525744448,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,HeatDryF,10,False,avg8,Good,Good,Good,Acceptable,REJECT,rapid CI expansion: ratio=9.8,0.9531713942283228,0.9770847213450893,0.8162848399830831,1.2697329098231869,0.4870626190706939,9.22199819407957,2.82610409437339,25.259541519185905,9.831466483276602,2.008885165067051,7.47874718383195,6.0,2026Q2,2026Q3,2027Q4,True
IND,ENSO+HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,ENSO+HeatDry,10,False,avg4,Explosive,Good,Good,Acceptable,REJECT,dynamic instability: rho=1.09,1.091631082447092,1.4433956351499853,1.4433956351499853,1.2500433375534201,0.4042856074834056,7.681242264307574,1.1296313581356348,7.972020869459221,4.904181307508896,1.4661308271282794,8.781183260020288,4.0,2026Q2,2026Q3,2027Q2,True
IND,ENSO+HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=update,ENSO+HeatDry,10,True,avg4,Explosive,Good,Good,Acceptable,REJECT,dynamic instability: rho=1.09,1.091784585060993,1.9503600505832743,1.578137103447322,1.3033926888423932,0.40446230246842396,7.679679084839864,1.1328894111293195,7.9830016256639755,4.98511636303987,1.4602284780314996,8.776406601174621,4.0,2026Q2,2026Q3,2027Q2,True
IND,HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,HeatDry,10,False,avg4,Explosive,Good,Good,Acceptable,REJECT,dynamic instability: rho=1.09; rapid CI expansion: ratio=15.3,1.0891358982219206,1.7184330130287668,1.7184330130287668,1.2464676882465666,0.38920116542647776,9.444729503272734,1.496040506637673,23.643794342317292,15.33807279177063,1.7954410111182542,7.705613704732649,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=update,HeatDry,10,True,avg4,Explosive,Good,Good,Acceptable,REJECT,dynamic instability: rho=1.09; rapid CI expansion: ratio=15.3,1.089532675867571,1.7356284099856956,1.7356284099856956,1.246546261676703,0.38936920287871235,9.433541303799359,1.4858252040055362,23.60375138344689,15.328287414296364,1.7879577245992468,7.703050712809102,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,HeatDryF,10,False,avg4,Explosive,Good,Good,Acceptable,REJECT,dynamic instability: rho=1.11; rapid CI expansion: ratio=16.2,1.1145199418329133,1.9397446296886305,1.9397446296886305,1.2697329098231869,0.4870626190706939,9.16760851985826,2.683078570322614,42.2808264250462,16.21783408476612,1.9010141441701025,7.4238519420287,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=update,HeatDryF,10,True,avg8,Borderline,Good,Good,Acceptable,REJECT,rapid CI expansion: ratio=9.9,0.953507170238127,3.3920183346647925,1.5988449895039685,2.388313003098945,0.4870907807785204,9.21882748035373,2.822249900311917,25.7128552613003,9.918102995183181,2.00232659968224,7.487667114940509,6.0,2026Q2,2026Q3,2027Q4,True
IND,HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=update,HeatDryF,10,True,avg4,Explosive,Good,Good,Acceptable,REJECT,dynamic instability: rho=1.11; rapid CI expansion: ratio=16.3,1.114795436273839,3.5075927279492447,3.5075927279492447,2.388313003098945,0.4870907807785204,9.16599109495976,2.681674914385326,42.76613679016393,16.3042842909834,1.8958865295124907,7.43315078158314,6.0,2026Q2,2026Q3,2027Q4,True
IND,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=update,OIL_YoY+HeatDryF,10,True,avg8,Explosive,Borderline,Good,Acceptable,REJECT,dynamic amplification: max ||A^k||2=19.0; rapid CI expansion: ratio=9.7,0.8425104106054273,18.989243243335785,6.927524016546168,12.276288785204802,0.7483902742379573,8.314465578038027,1.4418817290354244,4.269896580685044,9.705111757513794,1.4552589011077863,7.084412936161462,6.0,2026Q2,2026Q3,2027Q4,True
IND,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=update,OIL_YoY+HeatDryF,10,True,avg4,Explosive,Borderline,Good,Acceptable,REJECT,dynamic amplification: max ||A^k||2=19.4; rapid CI expansion: ratio=13.2,0.9495100427520441,19.434277560030825,11.035624646895423,12.276288785204802,0.7483902742379573,8.314924679341356,1.3869413608145225,5.957344109811261,13.167755551736489,1.4266312236443959,7.115812462586187,6.0,2026Q2,2026Q3,2027Q4,True
IND,ENSO | lag1 | KF | coeff=last | EM=30 | P0=fixed,ENSO,30,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO | lag1 | KF | coeff=last | EM=50 | P0=fixed,ENSO,50,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDry | lag1 | KF | coeff=last | EM=20 | P0=fixed,ENSO+HeatDry,20,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDry | lag1 | KF | coeff=last | EM=20 | P0=update,ENSO+HeatDry,20,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDry | lag1 | KF | coeff=last | EM=30 | P0=fixed,ENSO+HeatDry,30,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDry | lag1 | KF | coeff=last | EM=30 | P0=update,ENSO+HeatDry,30,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDry | lag1 | KF | coeff=last | EM=50 | P0=fixed,ENSO+HeatDry,50,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDry | lag1 | KF | coeff=last | EM=50 | P0=update,ENSO+HeatDry,50,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDryF | lag1 | KF | coeff=last | EM=20 | P0=update,ENSO+HeatDryF,20,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDryF | lag1 | KF | coeff=last | EM=30 | P0=fixed,ENSO+HeatDryF,30,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDryF | lag1 | KF | coeff=last | EM=30 | P0=update,ENSO+HeatDryF,30,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDryF | lag1 | KF | coeff=last | EM=50 | P0=fixed,ENSO+HeatDryF,50,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,ENSO+HeatDryF | lag1 | KF | coeff=last | EM=50 | P0=update,ENSO+HeatDryF,50,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,HeatDry | lag1 | KF | coeff=last | EM=20 | P0=fixed,HeatDry,20,False,last,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
IND,HeatDry | lag1 | KF | coeff=last | EM=20 | P0=update,HeatDry,20,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,HeatDry | lag1 | KF | coeff=last | EM=30 | P0=fixed,HeatDry,30,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,HeatDry | lag1 | KF | coeff=last | EM=30 | P0=update,HeatDry,30,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,HeatDry | lag1 | KF | coeff=last | EM=50 | P0=fixed,HeatDry,50,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,HeatDry | lag1 | KF | coeff=last | EM=50 | P0=update,HeatDry,50,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,HeatDryF | lag1 | KF | coeff=last | EM=20 | P0=fixed,HeatDryF,20,False,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
IND,HeatDryF | lag1 | KF | coeff=last | EM=20 | P0=update,HeatDryF,20,True,last,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
