country,combination,exo_spec,max_em_iter,update_P0,coeff_method,stability,coefficients,forecast_path,counterfactual,overall,reason,rho,max_norm,norm_H,max_abs_theta,max_tail_theta_jump,max_abs_gdp_cpi,max_step_gdp_cpi,max_ci_width_gdp_cpi,ci_growth_ratio,max_counterfactual_gap_gdp_cpi,max_abs_counterfactual_gdp_cpi,horizon,hist_last,fc_start,fc_end,ragged
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg4 | EM=50 | P0=update,ENSO+HeatDryF,50,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg4 | EM=20 | P0=fixed,HeatDry,20,False,avg4,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg4 | EM=20 | P0=update,HeatDry,20,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg4 | EM=30 | P0=fixed,HeatDry,30,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg4 | EM=30 | P0=update,HeatDry,30,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg4 | EM=50 | P0=fixed,HeatDry,50,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg4 | EM=50 | P0=update,HeatDry,50,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg4 | EM=20 | P0=fixed,HeatDryF,20,False,avg4,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg4 | EM=20 | P0=update,HeatDryF,20,True,avg4,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg4 | EM=30 | P0=fixed,HeatDryF,30,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg4 | EM=30 | P0=update,HeatDryF,30,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg4 | EM=50 | P0=fixed,HeatDryF,50,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg4 | EM=50 | P0=update,HeatDryF,50,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=20 | P0=fixed,OIL_YoY+HeatDry,20,False,avg4,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=20 | P0=update,OIL_YoY+HeatDry,20,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=30 | P0=fixed,OIL_YoY+HeatDry,30,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=30 | P0=update,OIL_YoY+HeatDry,30,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=50 | P0=fixed,OIL_YoY+HeatDry,50,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=50 | P0=update,OIL_YoY+HeatDry,50,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=20 | P0=fixed,OIL_YoY+HeatDryF,20,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=20 | P0=update,OIL_YoY+HeatDryF,20,True,avg4,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=30 | P0=fixed,OIL_YoY+HeatDryF,30,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=30 | P0=update,OIL_YoY+HeatDryF,30,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=50 | P0=fixed,OIL_YoY+HeatDryF,50,False,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=50 | P0=update,OIL_YoY+HeatDryF,50,True,avg4,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO | lag1 | KF | coeff=avg8 | EM=30 | P0=fixed,ENSO,30,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO | lag1 | KF | coeff=avg8 | EM=30 | P0=update,ENSO,30,True,avg8,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,ENSO | lag1 | KF | coeff=avg8 | EM=50 | P0=fixed,ENSO,50,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO | lag1 | KF | coeff=avg8 | EM=50 | P0=update,ENSO,50,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=20 | P0=update,ENSO+HeatDry,20,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=30 | P0=fixed,ENSO+HeatDry,30,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=30 | P0=update,ENSO+HeatDry,30,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=50 | P0=fixed,ENSO+HeatDry,50,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=50 | P0=update,ENSO+HeatDry,50,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=20 | P0=fixed,ENSO+HeatDryF,20,False,avg8,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=20 | P0=update,ENSO+HeatDryF,20,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=30 | P0=fixed,ENSO+HeatDryF,30,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=30 | P0=update,ENSO+HeatDryF,30,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=50 | P0=fixed,ENSO+HeatDryF,50,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=50 | P0=update,ENSO+HeatDryF,50,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg8 | EM=20 | P0=fixed,HeatDry,20,False,avg8,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg8 | EM=20 | P0=update,HeatDry,20,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg8 | EM=30 | P0=fixed,HeatDry,30,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg8 | EM=30 | P0=update,HeatDry,30,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg8 | EM=50 | P0=fixed,HeatDry,50,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDry | lag1 | KF | coeff=avg8 | EM=50 | P0=update,HeatDry,50,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg8 | EM=20 | P0=fixed,HeatDryF,20,False,avg8,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg8 | EM=20 | P0=update,HeatDryF,20,True,avg8,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg8 | EM=30 | P0=fixed,HeatDryF,30,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg8 | EM=30 | P0=update,HeatDryF,30,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg8 | EM=50 | P0=fixed,HeatDryF,50,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,HeatDryF | lag1 | KF | coeff=avg8 | EM=50 | P0=update,HeatDryF,50,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=20 | P0=fixed,OIL_YoY+HeatDry,20,False,avg8,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=20 | P0=update,OIL_YoY+HeatDry,20,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=30 | P0=fixed,OIL_YoY+HeatDry,30,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=30 | P0=update,OIL_YoY+HeatDry,30,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=50 | P0=fixed,OIL_YoY+HeatDry,50,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=50 | P0=update,OIL_YoY+HeatDry,50,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=20 | P0=fixed,OIL_YoY+HeatDryF,20,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=20 | P0=update,OIL_YoY+HeatDryF,20,True,avg8,Failed,—,—,—,REJECT,exception: LinAlgError: SVD did not converge,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=30 | P0=fixed,OIL_YoY+HeatDryF,30,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=30 | P0=update,OIL_YoY+HeatDryF,30,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=50 | P0=fixed,OIL_YoY+HeatDryF,50,False,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=50 | P0=update,OIL_YoY+HeatDryF,50,True,avg8,Failed,—,—,—,REJECT,no EM result / insufficient complete data,,,,,,,,,,,,,,,,
CHL,ENSO+HeatDryF | lag1 | KF | coeff=last | EM=10 | P0=update,ENSO+HeatDryF,10,True,last,Explosive,Unstable,Good,Acceptable,REJECT,dynamic instability: rho=2.50; dynamic amplification: max ||A^k||2=136.8; coefficient explosion: max |theta|=164.4,2.4963865931704254,136.8230996241725,136.8230996241725,164.44832784377928,46.738249080568124,2.7874026847191518,1.2736048630892438,3.167749812064235,8.60539848170531,4.921731096902258,5.038722550725234,4.0,2026Q2,2026Q3,2027Q2,True
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,OIL_YoY+HeatDryF,10,False,avg8,Explosive,Unstable,Good,Acceptable,REJECT,dynamic instability: rho=1.30; dynamic amplification: max ||A^k||2=166.8; coefficient explosion: max |theta|=27.8,1.3027298401612872,166.8463769319763,166.8463769319763,27.810281292606675,11.07777387887742,5.886699280607507,1.4546317578885541,30.15090665244474,58.33709375562919,0.5310167971343249,6.402675602473345,6.0,2026Q2,2026Q3,2027Q4,True
CHL,HeatDryF | lag1 | KF | coeff=last | EM=10 | P0=update,HeatDryF,10,True,last,Explosive,Unstable,Good,Acceptable,REJECT,dynamic instability: rho=2.09; dynamic amplification: max ||A^k||2=176.0; coefficient explosion: max |theta|=42.8,2.087031230910859,175.97487500637283,175.97487500637283,42.76790754970229,8.36782042074013,5.642860129165308,0.9051184189282031,31.911656036356035,104.69451876757016,0.6792993724569758,5.47359977961065,6.0,2026Q2,2026Q3,2027Q4,True
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=update,ENSO+HeatDryF,10,True,avg8,Explosive,Unstable,Borderline,Acceptable,REJECT,dynamic amplification: max ||A^k||2=189.9; coefficient explosion: max |theta|=164.4; end-sample coefficient jump=46.7,0.8288868271320932,189.91523077924273,60.71952451395507,164.44832784377928,46.738249080568124,4.676251554011007,3.8611578782749088,67.24807428942738,160.04574201037403,8.234143020958049,5.353420260639346,4.0,2026Q2,2026Q3,2027Q2,True
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,OIL_YoY+HeatDryF,10,False,avg4,Explosive,Unstable,Good,Acceptable,REJECT,dynamic instability: rho=1.33; dynamic amplification: max ||A^k||2=202.5; coefficient explosion: max |theta|=27.8,1.334428989281252,202.5465625520612,202.5465625520612,27.810281292606675,11.07777387887742,5.771290107213028,1.3109074205071276,35.36887080415975,68.6736775562193,0.5611094364635365,6.294441407302498,6.0,2026Q2,2026Q3,2027Q4,True
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=update,ENSO+HeatDryF,10,True,avg4,Explosive,Unstable,Good,Acceptable,REJECT,dynamic instability: rho=1.54; dynamic amplification: max ||A^k||2=560.8; coefficient explosion: max |theta|=164.4,1.5421241107634602,560.7510459778401,560.7510459778401,164.44832784377928,46.738249080568124,5.150694182317947,3.9572062422424295,46.374141015282646,112.80428229062416,7.983742998853051,5.354053581353172,4.0,2026Q2,2026Q3,2027Q2,True
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=update,ENSO+HeatDry,10,True,avg4,Explosive,Borderline,Good,Acceptable,REJECT,dynamic instability: rho=2.90; dynamic amplification: max ||A^k||2=920.5; rapid CI expansion: ratio=75.8,2.902237143586723,920.4800660361799,920.4800660361799,22.026513662555907,5.087988081907339,3.5583889697547555,2.9531590358017605,40.890433911824445,75.82522025777523,7.562813708055964,4.592545429560944,4.0,2026Q2,2026Q3,2027Q2,True
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=update,ENSO+HeatDry,10,True,avg8,Explosive,Borderline,Good,Acceptable,REJECT,dynamic instability: rho=3.14; dynamic amplification: max ||A^k||2=1018.5; rapid CI expansion: ratio=77.6,3.14180546285701,1018.5423690785972,1018.5423690785972,22.026513662555907,5.087988081907339,3.6599970216622237,3.1477702389923756,40.96587265103679,77.55524220229017,7.891713794070316,4.864615313133523,4.0,2026Q2,2026Q3,2027Q2,True
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=update,OIL_YoY+HeatDry,10,True,avg4,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=2.84; dynamic amplification: max ||A^k||2=2875.4; coefficient explosion: max |theta|=27.7,2.8352347299664684,2875.380814682363,2875.380814682363,27.67168072139399,24.761099222848596,6.0521394791835785,1.8282899712135157,207.01475216679157,344.9934310233216,0.4453429869271357,6.054110925774706,6.0,2026Q2,2026Q3,2027Q4,True
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,ENSO+HeatDry,10,False,avg8,Explosive,Borderline,Borderline,Acceptable,REJECT,dynamic instability: rho=4.83; dynamic amplification: max ||A^k||2=3418.4; rapid CI expansion: ratio=149.5,4.8324305305892645,3418.445797934184,3418.445797934184,22.84263510838655,7.869168326349939,3.42615833695822,1.8969575158467227,74.19346644400332,149.5161768415975,6.159115426615241,4.900550712235755,4.0,2026Q2,2026Q3,2027Q2,True
CHL,ENSO+HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,ENSO+HeatDry,10,False,avg4,Explosive,Borderline,Borderline,Acceptable,REJECT,dynamic instability: rho=4.95; dynamic amplification: max ||A^k||2=3954.6; rapid CI expansion: ratio=165.9,4.950641320471752,3954.5551030453917,3954.5551030453917,22.84263510838655,7.869168326349939,3.3563379985574677,1.730180671528216,83.48469050906135,165.86676664927504,5.7952577733202375,4.746261650659067,4.0,2026Q2,2026Q3,2027Q2,True
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=update,OIL_YoY+HeatDry,10,True,avg8,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=3.82; dynamic amplification: max ||A^k||2=14494.3; coefficient explosion: max |theta|=27.7,3.8239145892753132,14494.253230420447,14494.253230420447,27.67168072139399,24.761099222848596,6.161338724397444,1.9273356129999306,491.04338101645476,914.3952468094609,0.4932592342825526,6.163522823511282,6.0,2026Q2,2026Q3,2027Q4,True
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,ENSO+HeatDryF,10,False,avg8,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=10.15; dynamic amplification: max ||A^k||2=212217.3; coefficient explosion: max |theta|=170.7,10.146225599680287,212217.34315837204,212217.34315837204,170.68337815553377,17.777598811256127,4.135374997339457,1.3119488322607045,1327.3499450825038,4584.622513151895,3.9115043102008205,4.9011337414600815,4.0,2026Q2,2026Q3,2027Q2,True
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=update,OIL_YoY+HeatDryF,10,True,avg8,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=4.22; dynamic amplification: max ||A^k||2=307746.4; coefficient explosion: max |theta|=222.1,4.222403614699117,307746.3644520782,307746.3644520782,222.1207792341024,39.45160234882769,5.393269306498432,1.5522123450831922,6595.087798345038,12020.702669180962,1.697513406008175,6.349755691731077,6.0,2026Q2,2026Q3,2027Q4,True
CHL,ENSO+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,ENSO+HeatDryF,10,False,avg4,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=12.31; dynamic amplification: max ||A^k||2=409263.2; coefficient explosion: max |theta|=170.7,12.305774587478336,409263.24765479815,409263.24765479815,170.68337815553377,17.777598811256127,4.052072662186029,1.2512274285359877,2140.9464061890767,7407.714622569093,3.869610031489494,4.814919511036827,4.0,2026Q2,2026Q3,2027Q2,True
CHL,HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,HeatDry,10,False,avg8,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=6.00; dynamic amplification: max ||A^k||2=649824.2; coefficient explosion: max |theta|=93.1,6.00436573887349,649824.240792133,649824.240792133,93.11563580940165,31.927351311180722,5.31574372819341,0.9064557124989086,6254.0635751210575,11444.080099093399,0.32545153601830457,5.454650193278797,6.0,2026Q2,2026Q3,2027Q4,True
CHL,HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,HeatDry,10,False,avg4,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=6.62; dynamic amplification: max ||A^k||2=1162789.1; coefficient explosion: max |theta|=93.1,6.62027857381633,1162789.077364153,1162789.077364153,93.11563580940165,31.927351311180722,5.229946057000367,0.8739024362603978,10142.753580779066,18514.690830683772,0.3364183574718904,5.3108583432271015,6.0,2026Q2,2026Q3,2027Q4,True
CHL,OIL_YoY+HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=update,OIL_YoY+HeatDryF,10,True,avg4,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=5.78; dynamic amplification: max ||A^k||2=1713619.3; coefficient explosion: max |theta|=222.1,5.7811947322632395,1713619.3281327467,1713619.3281327467,222.1207792341024,39.45160234882769,5.1986381672517075,1.4612354570118562,23582.92919621624,43067.65012422926,1.6328488059008186,6.216137227459765,6.0,2026Q2,2026Q3,2027Q4,True
CHL,HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=update,HeatDryF,10,True,avg8,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=8.71; dynamic amplification: max ||A^k||2=2581224.9; coefficient explosion: max |theta|=42.8,8.705641882290623,2581224.894878664,2581224.894878664,42.76790754970229,8.36782042074013,5.378265326076829,0.9853152701466481,10058.069373557559,32543.310767065715,0.9200750981914023,5.391785895877824,6.0,2026Q2,2026Q3,2027Q4,True
CHL,HeatDryF | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,HeatDryF,10,False,avg8,Explosive,Borderline,Explosive,Acceptable,REJECT,dynamic instability: rho=11.81; dynamic amplification: max ||A^k||2=6561819.5; confidence interval explosion: max width=12993.9,11.810381551215,6561819.509543415,6561819.509543415,21.47140388701123,2.996129663703746,5.733819484902825,0.900458141900641,12993.866974790013,45153.652630149,0.6189008548153883,5.68091400695317,6.0,2026Q2,2026Q3,2027Q4,True
CHL,HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,HeatDryF,10,False,avg4,Explosive,Borderline,Explosive,Acceptable,REJECT,dynamic instability: rho=12.93; dynamic amplification: max ||A^k||2=11266883.7; confidence interval explosion: max width=20476.1,12.929081293642826,11266883.714866696,11266883.714866696,21.47140388701123,2.996129663703746,5.654549846809431,0.8898715548847331,20476.0727422743,71140.35870205278,0.6500772233583936,5.608509318997951,6.0,2026Q2,2026Q3,2027Q4,True
CHL,HeatDryF | lag1 | KF | coeff=avg4 | EM=10 | P0=update,HeatDryF,10,True,avg4,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=11.47; dynamic amplification: max ||A^k||2=11977442.9; coefficient explosion: max |theta|=42.8,11.474174226579432,11977442.877877174,11977442.877877174,42.76790754970229,8.36782042074013,5.391449091295524,1.0409693070417445,31802.609791990195,102604.84064393395,0.9752375823954953,5.31578046230413,6.0,2026Q2,2026Q3,2027Q4,True
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=fixed,OIL_YoY+HeatDry,10,False,avg8,Explosive,Borderline,Explosive,Acceptable,REJECT,dynamic instability: rho=19.39; dynamic amplification: max ||A^k||2=91796569.9; confidence interval explosion: max width=262868.0,19.389538427562794,91796569.91565149,91796569.91565149,21.433106840590412,6.62575048503135,6.18838850138938,1.8375587098474013,262867.99863441376,462762.93280706723,0.4515862103835555,6.189896552271257,6.0,2026Q2,2026Q3,2027Q4,True
CHL,OIL_YoY+HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=fixed,OIL_YoY+HeatDry,10,False,avg4,Explosive,Borderline,Explosive,Acceptable,REJECT,dynamic instability: rho=20.81; dynamic amplification: max ||A^k||2=142739825.1; confidence interval explosion: max width=388252.0,20.810044700460633,142739825.0766047,142739825.0766047,21.433106840590412,6.62575048503135,6.045597810200352,1.6930601172517301,388251.95239051676,680344.8260552296,0.4410238044931709,6.047097530151648,6.0,2026Q2,2026Q3,2027Q4,True
CHL,HeatDry | lag1 | KF | coeff=avg8 | EM=10 | P0=update,HeatDry,10,True,avg8,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=19.82; dynamic amplification: max ||A^k||2=687151916.3; coefficient explosion: max |theta|=236.0,19.82342782545029,687151916.2773336,687151916.2773336,235.98762565049014,81.7822762747816,5.175208160923941,0.8705132496615522,1780273.6156478582,3382327.3237326397,0.327611960581943,5.3763433827994636,6.0,2026Q2,2026Q3,2027Q4,True
CHL,HeatDry | lag1 | KF | coeff=avg4 | EM=10 | P0=update,HeatDry,10,True,avg4,Explosive,Unstable,Explosive,Acceptable,REJECT,dynamic instability: rho=22.04; dynamic amplification: max ||A^k||2=1288601992.3; coefficient explosion: max |theta|=236.0,22.039280914866854,1288601992.3013246,1288601992.3013246,235.98762565049014,81.7822762747816,5.111054601759136,0.874197213551875,3002729.282031307,5708766.552204556,0.3347204496768228,5.217747823891032,6.0,2026Q2,2026Q3,2027Q4,True
