country_add,dates,moisture_a12m
PHL,01-Oct-1999,-4.37781774743281e-08
PHL,01-Jan-2000,-2.1289808764047e-07
PHL,01-Apr-2000,-1.58159897913854e-06
PHL,01-Jul-2000,-1.82952589707588e-06
PHL,01-Oct-2000,-7.11731940634187e-07
PHL,01-Jan-2001,-1.23745090601241e-06
PHL,01-Apr-2001,-9.35948181773806e-06
PHL,01-Jul-2001,-3.46851974203027e-06
PHL,01-Oct-2001,-1.90772176414136e-05
PHL,01-Jan-2002,-7.66405578206481e-05
PHL,01-Apr-2002,-0.000113465544413777
PHL,01-Jul-2002,-0.000117488466873636
PHL,01-Oct-2002,-0.000178506715713427
PHL,01-Jan-2003,-0.000181039591473643
PHL,01-Apr-2003,-0.000157152434895699
PHL,01-Jul-2003,-0.000147404952409922
PHL,01-Oct-2003,-0.000110835830850296
PHL,01-Jan-2004,-0.00010338493876707
PHL,01-Apr-2004,-0.000105053091182038
PHL,01-Jul-2004,-0.000142095648267666
PHL,01-Oct-2004,-0.000176876940660156
PHL,01-Jan-2005,-0.00021753227954725
PHL,01-Apr-2005,-0.000222912123055711
PHL,01-Jul-2005,-0.000208204989606593
PHL,01-Oct-2005,-7.57136092788343e-05
PHL,01-Jan-2006,-1.26367902391697e-05
PHL,01-Apr-2006,-1.37575647174753e-05
PHL,01-Jul-2006,-6.98982300308714e-06
PHL,01-Oct-2006,-4.41830349241137e-05
PHL,01-Jan-2007,-6.45958138585454e-05
PHL,01-Apr-2007,-6.12397091038809e-05
PHL,01-Jul-2007,-6.7253411995972e-05
PHL,01-Oct-2007,-3.45061459396887e-05
PHL,01-Jan-2008,-8.20013535043065e-06
PHL,01-Apr-2008,-5.19794638352394e-06
PHL,01-Jul-2008,-9.34379233348452e-07
PHL,01-Oct-2008,-1.97244539015482e-06
PHL,01-Jan-2009,-4.56735029159102e-06
PHL,01-Apr-2009,-1.30950738739437e-06
PHL,01-Jul-2009,0
PHL,01-Oct-2009,-7.57438030606335e-06
PHL,01-Jan-2010,-6.15248354619556e-05
PHL,01-Apr-2010,-0.000115261875102511
PHL,01-Jul-2010,-0.000120891555887661
PHL,01-Oct-2010,-7.48445218963757e-05
PHL,01-Jan-2011,-1.60108947654701e-05
PHL,01-Apr-2011,-9.88014420455747e-07
PHL,01-Jul-2011,-2.31184272344347e-07
PHL,01-Oct-2011,-9.80778572044636e-08
PHL,01-Jan-2012,0
PHL,01-Apr-2012,-1.40502479397314e-06
PHL,01-Jul-2012,-4.19250617198896e-07
PHL,01-Oct-2012,-1.7656932431736e-06
PHL,01-Jan-2013,-9.16278772194351e-06
PHL,01-Apr-2013,-1.00589849953909e-05
PHL,01-Jul-2013,-1.97699810975687e-05
PHL,01-Oct-2013,-4.19765349884847e-06
PHL,01-Jan-2014,-6.36997861246322e-06
PHL,01-Apr-2014,-1.10341243317391e-05
PHL,01-Jul-2014,-7.99080220598332e-06
PHL,01-Oct-2014,-1.33336993529448e-05
PHL,01-Jan-2015,-4.05836007494422e-05
PHL,01-Apr-2015,-7.25188476212972e-05
PHL,01-Jul-2015,-9.90889680181601e-05
PHL,01-Oct-2015,-0.000117431596528559
PHL,01-Jan-2016,-0.000161804016994484
PHL,01-Apr-2016,-0.000122947746765143
PHL,01-Jul-2016,-0.000127148489426864
PHL,01-Oct-2016,-2.6681979748464e-05
PHL,01-Jan-2017,-5.04191570665118e-07
PHL,01-Apr-2017,-2.62857275636206e-07
PHL,01-Jul-2017,-7.70690844582175e-07
PHL,01-Oct-2017,-1.79536372038806e-06
PHL,01-Jan-2018,-2.8842324320785e-06
PHL,01-Apr-2018,-8.52754125248335e-06
PHL,01-Jul-2018,-2.0778394039891e-05
PHL,01-Oct-2018,-8.41443375746993e-05
PHL,01-Jan-2019,-0.000174619564950634
PHL,01-Apr-2019,-0.000169177394676255
PHL,01-Jul-2019,-0.000200642240449021
PHL,01-Oct-2019,-0.000184258589802681
PHL,01-Jan-2020,-0.000193980656523024
PHL,01-Apr-2020,-0.000179433876776921
PHL,01-Jul-2020,-0.000135029175833344
PHL,01-Oct-2020,-2.14787371995202e-05
PHL,01-Jan-2021,-2.19148145715303e-06
PHL,01-Apr-2021,-5.11763006026048e-06
PHL,01-Jul-2021,-3.69757390785024e-06
PHL,01-Oct-2021,-2.88135806766571e-05
PHL,01-Jan-2022,-5.2693989107109e-05
PHL,01-Apr-2022,-1.35811756705824e-05
PHL,01-Jul-2022,-6.82655407906524e-06
PHL,01-Oct-2022,-2.62747307436474e-06
PHL,01-Jan-2023,-3.65405931836148e-06
PHL,01-Apr-2023,-6.62195518941214e-06
PHL,01-Jul-2023,-8.63781822145785e-06
PHL,01-Oct-2023,-2.14383082525044e-05
PHL,01-Jan-2024,-6.32639862440367e-05
PHL,01-Apr-2024,-9.73007389267147e-05
PHL,01-Jul-2024,-3.93027599764616e-05
PHL,01-Oct-2024,-2.46253747374593e-06
PHL,NaT,NaN
PHL,NaT,NaN
PHL,NaT,NaN
PRY,01-Jan-1997,-4.56752778437178e-10
PRY,01-Apr-1997,-1.88345033087275e-07
PRY,01-Jul-1997,-8.22824184838001e-10
PRY,01-Oct-1997,-1.49244887288812e-08
PRY,01-Jan-1998,-1.22307419265001e-08
PRY,01-Apr-1998,-2.39710933142003e-08
PRY,01-Jul-1998,-1.48750566101507e-09
PRY,01-Oct-1998,-5.49516900496987e-11
PRY,01-Jan-1999,-2.06635893513939e-10
PRY,01-Apr-1999,-1.6568312204386e-09
PRY,01-Jul-1999,-6.16492597610062e-06
PRY,01-Oct-1999,-4.50396326691094e-05
PRY,01-Jan-2000,-9.79977123652263e-05
PRY,01-Apr-2000,-0.000131157602521847
PRY,01-Jul-2000,-6.7436310588581e-05
PRY,01-Oct-2000,-9.95161508009614e-06
PRY,01-Jan-2001,-3.9154006560974e-08
PRY,01-Apr-2001,-6.62146422234628e-08
PRY,01-Jul-2001,-8.40849748132397e-08
PRY,01-Oct-2001,-3.80956424653149e-07
PRY,01-Jan-2002,-9.78729086000102e-06
PRY,01-Apr-2002,-4.87312810144439e-06
PRY,01-Jul-2002,-1.56120719743181e-05
PRY,01-Oct-2002,-2.21978219919643e-05
PRY,01-Jan-2003,-4.86082512033407e-06
PRY,01-Apr-2003,-2.58688761118958e-05
PRY,01-Jul-2003,-6.21589145366025e-05
PRY,01-Oct-2003,-5.73291407235366e-05
PRY,01-Jan-2004,-0.000139091177559493
PRY,01-Apr-2004,-8.14414067017716e-05
PRY,01-Jul-2004,-7.043085484052e-05
PRY,01-Oct-2004,-9.08874397317528e-05
PRY,01-Jan-2005,-8.84565390871013e-05
PRY,01-Apr-2005,-8.76850537651042e-05
PRY,01-Jul-2005,-6.349790261254e-05
PRY,01-Oct-2005,-6.09943997727945e-05
PRY,01-Jan-2006,-1.97508426206755e-05
PRY,01-Apr-2006,-8.11029609453452e-05
PRY,01-Jul-2006,-8.34723049586357e-05
PRY,01-Oct-2006,-7.33778608646697e-05
PRY,01-Jan-2007,-4.33989739578069e-05
PRY,01-Apr-2007,-1.88234122568142e-05
PRY,01-Jul-2007,-4.42592267502326e-05
PRY,01-Oct-2007,-5.19163679894897e-05
PRY,01-Jan-2008,-7.92192556061623e-05
PRY,01-Apr-2008,-7.58567958713097e-05
PRY,01-Jul-2008,-5.42241989873946e-05
PRY,01-Oct-2008,-7.99147090396089e-05
PRY,01-Jan-2009,-8.90361240668769e-05
PRY,01-Apr-2009,-0.000104138338802984
PRY,01-Jul-2009,-8.59316443508795e-05
PRY,01-Oct-2009,-2.13510516344423e-05
PRY,01-Jan-2010,-2.72807932468441e-07
PRY,01-Apr-2010,-2.6986794950277e-07
PRY,01-Jul-2010,-2.48182611688916e-07
PRY,01-Oct-2010,-6.01537871727248e-06
PRY,01-Jan-2011,-4.14774213139581e-06
PRY,01-Apr-2011,-1.40129456340437e-05
PRY,01-Jul-2011,-2.21656455726813e-06
PRY,01-Oct-2011,-1.17272034971303e-05
PRY,01-Jan-2012,-7.54001799823202e-05
PRY,01-Apr-2012,-3.94737009537862e-05
PRY,01-Jul-2012,-0.000101321740082524
PRY,01-Oct-2012,-0.00010088106900641
PRY,01-Jan-2013,-4.19925411513339e-05
PRY,01-Apr-2013,-2.13717405164954e-05
PRY,01-Jul-2013,-1.03417972350558e-05
PRY,01-Oct-2013,-1.09888726592157e-05
PRY,01-Jan-2014,-7.04626577624586e-06
PRY,01-Apr-2014,-8.49851766845351e-06
PRY,01-Jul-2014,-2.46440079372839e-08
PRY,01-Oct-2014,-8.09217933270234e-08
PRY,01-Jan-2015,-6.88071152513853e-08
PRY,01-Apr-2015,-1.42167593890758e-06
PRY,01-Jul-2015,-6.19374681048958e-07
PRY,01-Oct-2015,-2.85386258117568e-10
PRY,01-Jan-2016,-1.08441656936382e-09
PRY,01-Apr-2016,-2.4491279983273e-08
PRY,01-Jul-2016,-1.28927926952456e-07
PRY,01-Oct-2016,-1.56742443974087e-05
PRY,01-Jan-2017,-6.092549093253e-05
PRY,01-Apr-2017,-5.62851628658837e-06
PRY,01-Jul-2017,-3.50254840792506e-05
PRY,01-Oct-2017,-3.11866865785684e-06
PRY,01-Jan-2018,0
PRY,01-Apr-2018,-4.57611433496072e-05
PRY,01-Jul-2018,-2.87296015257981e-05
PRY,01-Oct-2018,-4.99258382038288e-05
PRY,01-Jan-2019,-6.54004325840278e-05
PRY,01-Apr-2019,-1.0532900121765e-05
PRY,01-Jul-2019,-3.34164358158236e-05
PRY,01-Oct-2019,-5.64775804192986e-05
PRY,01-Jan-2020,-9.33537271037677e-05
PRY,01-Apr-2020,-0.000129235021909838
PRY,01-Jul-2020,-0.000117665648514848
PRY,01-Oct-2020,-0.000154550974561018
PRY,01-Jan-2021,-0.000112966847244167
PRY,01-Apr-2021,-0.000133837293976985
PRY,01-Jul-2021,-0.000151181404172888
PRY,01-Oct-2021,-0.000140147452477357
PRY,01-Jan-2022,-0.000185737965177709
PRY,01-Apr-2022,-0.000134803287275205
PRY,01-Jul-2022,-8.21104456354368e-05
PRY,01-Oct-2022,-6.81169160046343e-05
PRY,01-Jan-2023,-3.40377893712819e-05
PRY,01-Apr-2023,-7.02228277324347e-05
PRY,01-Jul-2023,-8.18858294311297e-05
PRY,01-Oct-2023,-1.70500098163285e-05
PRY,01-Jan-2024,-5.89121829487992e-05
PRY,01-Apr-2024,-5.18171931530275e-05
PRY,01-Jul-2024,-5.47749490688388e-05
PRY,01-Oct-2024,-0.000105811682055151
PRY,NaT,NaN
PRY,NaT,NaN
PRY,NaT,NaN
THA,01-Jan-1997,-3.16655947088738e-06
THA,01-Apr-1997,-0.000102397829036874
THA,01-Jul-1997,-0.000105697923827206
THA,01-Oct-1997,-0.000225913777219645
THA,01-Jan-1998,-0.000255664524798635
THA,01-Apr-1998,-0.000218372513407479
THA,01-Jul-1998,-0.000319967156553321
THA,01-Oct-1998,-0.000221824981570575
THA,01-Jan-1999,-0.000182398338319812
THA,01-Apr-1999,-1.70442766932459e-05
THA,01-Jul-1999,-5.02147112365037e-06
THA,01-Oct-1999,-2.72396466096444e-06
THA,01-Jan-2000,-5.27277736938611e-06
THA,01-Apr-2000,-4.33177360301044e-07
THA,01-Jul-2000,0
THA,01-Oct-2000,-3.70321682257835e-06
THA,01-Jan-2001,-2.08149356614292e-06
THA,01-Apr-2001,-1.7946537937687e-05
THA,01-Jul-2001,-0.000101463334931259
THA,01-Oct-2001,-6.70273978174481e-05
THA,01-Jan-2002,-0.0001344037502088
THA,01-Apr-2002,-0.000111098883425437
THA,01-Jul-2002,-3.9193648216253e-05
THA,01-Oct-2002,-2.86942767365442e-05
THA,01-Jan-2003,-2.0881302623379e-05
THA,01-Apr-2003,-2.65743904029853e-05
THA,01-Jul-2003,-4.35068895017637e-05
THA,01-Oct-2003,-0.000117652484542663
THA,01-Jan-2004,-0.000175976857074001
THA,01-Apr-2004,-9.1928488783093e-05
THA,01-Jul-2004,-0.000222050517787755
THA,01-Oct-2004,-0.000303821876646516
THA,01-Jan-2005,-0.000363275429029299
THA,01-Apr-2005,-0.000531999245201968
THA,01-Jul-2005,-0.000409361246018697
THA,01-Oct-2005,-0.000236461515473222
THA,01-Jan-2006,-0.000175862756017052
THA,01-Apr-2006,-0.000107645228737916
THA,01-Jul-2006,-8.52272977089416e-05
THA,01-Oct-2006,-3.90632049118025e-05
THA,01-Jan-2007,-6.74039586251204e-05
THA,01-Apr-2007,-3.90213876145649e-05
THA,01-Jul-2007,-3.26039404029372e-05
THA,01-Oct-2007,-1.0592549625167e-05
THA,01-Jan-2008,-8.23059340921496e-06
THA,01-Apr-2008,-8.62742580424368e-06
THA,01-Jul-2008,-5.99870635347267e-06
THA,01-Oct-2008,-6.59908686470817e-06
THA,01-Jan-2009,-4.1539362089101e-06
THA,01-Apr-2009,-3.15433095624373e-06
THA,01-Jul-2009,-7.6879666529485e-06
THA,01-Oct-2009,-3.17572347919907e-05
THA,01-Jan-2010,-3.44598719609844e-05
THA,01-Apr-2010,-0.000126181468597226
THA,01-Jul-2010,-9.84206610084402e-05
THA,01-Oct-2010,-2.49610850470162e-05
THA,01-Jan-2011,-2.47217907601602e-05
THA,01-Apr-2011,-2.46547224729755e-06
THA,01-Jul-2011,-8.84993738237424e-07
THA,01-Oct-2011,-4.24031685170467e-06
THA,01-Jan-2012,-3.09701072816891e-06
THA,01-Apr-2012,-8.60963106115955e-06
THA,01-Jul-2012,-7.76843946754153e-05
THA,01-Oct-2012,-9.07670623730572e-05
THA,01-Jan-2013,-0.000136730482771472
THA,01-Apr-2013,-0.000171026744447676
THA,01-Jul-2013,-5.85101562906298e-05
THA,01-Oct-2013,-3.13335392092123e-05
THA,01-Jan-2014,-5.29254270853093e-05
THA,01-Apr-2014,-5.20915261486405e-05
THA,01-Jul-2014,-0.000134930808168061
THA,01-Oct-2014,-0.00019896478063264
THA,01-Jan-2015,-0.000140987933847588
THA,01-Apr-2015,-0.000273500666257886
THA,01-Jul-2015,-0.00028687972757524
THA,01-Oct-2015,-0.000239058309928046
THA,01-Jan-2016,-0.000299752028779356
THA,01-Apr-2016,-0.000242460379429262
THA,01-Jul-2016,-0.000178222839619502
THA,01-Oct-2016,-0.000113523510173126
THA,01-Jan-2017,-4.40409684921818e-05
THA,01-Apr-2017,-5.86782994050274e-06
THA,01-Jul-2017,-2.55355273495022e-06
THA,01-Oct-2017,-3.06687912037792e-06
THA,01-Jan-2018,-5.66589092320333e-06
THA,01-Apr-2018,-1.07768640029023e-05
THA,01-Jul-2018,-8.23453735348667e-06
THA,01-Oct-2018,-4.00756784478458e-05
THA,01-Jan-2019,-6.50329393004295e-05
THA,01-Apr-2019,-0.000167317127161622
THA,01-Jul-2019,-0.000162877656372814
THA,01-Oct-2019,-0.000240578059970851
THA,01-Jan-2020,-0.000273447946126078
THA,01-Apr-2020,-0.000325192227702055
THA,01-Jul-2020,-0.000365223890872073
THA,01-Oct-2020,-0.000132314480054545
THA,01-Jan-2021,-0.000118060358045967
THA,01-Apr-2021,-3.82283162279847e-05
THA,01-Jul-2021,-2.80883012265475e-05
THA,01-Oct-2021,-3.35815801708325e-05
THA,01-Jan-2022,-1.75595520032646e-05
THA,01-Apr-2022,-2.25736509829794e-05
THA,01-Jul-2022,-3.90561953793541e-06
THA,01-Oct-2022,-5.8431966470245e-06
THA,01-Jan-2023,-2.59196928574408e-05
THA,01-Apr-2023,-6.42734172507122e-05
THA,01-Jul-2023,-0.000132020703274752
THA,01-Oct-2023,-0.000127945048934798
THA,01-Jan-2024,-9.34426274181403e-05
THA,01-Apr-2024,-5.8558799099971e-05
THA,01-Jul-2024,-9.18362623728814e-05
THA,01-Oct-2024,-0.000147952579698139
THA,NaT,NaN
THA,NaT,NaN
THA,NaT,NaN
ZAF,01-Jan-1997,-6.46813972081092e-07
ZAF,01-Apr-1997,-1.24855314915461e-10
ZAF,01-Jul-1997,-1.33433326152802e-07
ZAF,01-Oct-1997,-3.67779596852593e-06
ZAF,01-Jan-1998,-2.84484432069998e-06
ZAF,01-Apr-1998,-3.27189287358385e-06
ZAF,01-Jul-1998,-5.29393525663085e-06
ZAF,01-Oct-1998,-2.09034073004369e-06
ZAF,01-Jan-1999,-1.31853242787644e-05
ZAF,01-Apr-1999,-8.93637967669476e-06
ZAF,01-Jul-1999,-9.65554884710192e-06
ZAF,01-Oct-1999,-1.25145964678581e-05
ZAF,01-Jan-2000,-1.0620307002134e-06
ZAF,01-Apr-2000,-2.96995212468493e-06
ZAF,01-Jul-2000,-3.79231626269135e-06
ZAF,01-Oct-2000,-4.2425065110877e-06
ZAF,01-Jan-2001,-1.02199086767894e-05
ZAF,01-Apr-2001,-5.650283876651e-06
ZAF,01-Jul-2001,-2.71359181706594e-06
ZAF,01-Oct-2001,-1.62137106851481e-06
ZAF,01-Jan-2002,-1.28542297398192e-06
ZAF,01-Apr-2002,-1.07952417158565e-06
ZAF,01-Jul-2002,-1.04116368861142e-06
ZAF,01-Oct-2002,-8.12199354391507e-06
ZAF,01-Jan-2003,-7.24063230575889e-06
ZAF,01-Apr-2003,-1.57325307044883e-05
ZAF,01-Jul-2003,-3.19513954576888e-05
ZAF,01-Oct-2003,-3.23957301367043e-05
ZAF,01-Jan-2004,-2.37840025499254e-05
ZAF,01-Apr-2004,-1.92294665821232e-05
ZAF,01-Jul-2004,-1.61887268121413e-05
ZAF,01-Oct-2004,-1.13388866938899e-05
ZAF,01-Jan-2005,-6.66422876930324e-06
ZAF,01-Apr-2005,-3.53460516815409e-06
ZAF,01-Jul-2005,-4.50777883632661e-06
ZAF,01-Oct-2005,-1.30320634706301e-05
ZAF,01-Jan-2006,-5.09140493909727e-06
ZAF,01-Apr-2006,-7.2277736490165e-06
ZAF,01-Jul-2006,-3.86565994132724e-06
ZAF,01-Oct-2006,-1.43116412384706e-06
ZAF,01-Jan-2007,-3.24975223829122e-05
ZAF,01-Apr-2007,-3.80000962948472e-05
ZAF,01-Jul-2007,-4.69100122876991e-05
ZAF,01-Oct-2007,-3.6063229303229e-05
ZAF,01-Jan-2008,-1.32498289072262e-05
ZAF,01-Apr-2008,-9.35938603780577e-06
ZAF,01-Jul-2008,-1.23219175113063e-05
ZAF,01-Oct-2008,-3.56231776970488e-05
ZAF,01-Jan-2009,-2.08172093354794e-05
ZAF,01-Apr-2009,-2.07090610537827e-05
ZAF,01-Jul-2009,-1.55399744127639e-05
ZAF,01-Oct-2009,-6.91261295095501e-06
ZAF,01-Jan-2010,-6.69239000862097e-06
ZAF,01-Apr-2010,-7.2383392087525e-06
ZAF,01-Jul-2010,-1.21912418305929e-05
ZAF,01-Oct-2010,-1.22870200278832e-05
ZAF,01-Jan-2011,-1.59915144254954e-05
ZAF,01-Apr-2011,-9.574560690493e-06
ZAF,01-Jul-2011,-5.05208126059283e-06
ZAF,01-Oct-2011,-1.15303522367225e-05
ZAF,01-Jan-2012,-2.83017378659608e-05
ZAF,01-Apr-2012,-4.68440358936455e-05
ZAF,01-Jul-2012,-3.60119069589508e-05
ZAF,01-Oct-2012,-2.80397929708276e-05
ZAF,01-Jan-2013,-3.18440957222294e-05
ZAF,01-Apr-2013,-2.52273321185848e-05
ZAF,01-Jul-2013,-3.62885165080298e-05
ZAF,01-Oct-2013,-3.71724876867526e-05
ZAF,01-Jan-2014,-1.74242465270756e-05
ZAF,01-Apr-2014,-2.59053066417372e-05
ZAF,01-Jul-2014,-2.40394741043418e-05
ZAF,01-Oct-2014,-2.49906020905253e-05
ZAF,01-Jan-2015,-4.65360037315711e-05
ZAF,01-Apr-2015,-4.50556437755755e-05
ZAF,01-Jul-2015,-3.80530648096534e-05
ZAF,01-Oct-2015,-7.16533954298699e-05
ZAF,01-Jan-2016,-6.46862064728561e-05
ZAF,01-Apr-2016,-5.56943739304472e-05
ZAF,01-Jul-2016,-5.44847380759366e-05
ZAF,01-Oct-2016,-2.80883274781261e-05
ZAF,01-Jan-2017,-1.74010566215049e-05
ZAF,01-Apr-2017,-2.05677700702372e-05
ZAF,01-Jul-2017,-2.97767457889185e-05
ZAF,01-Oct-2017,-3.00519710597832e-05
ZAF,01-Jan-2018,-3.96450004607826e-05
ZAF,01-Apr-2018,-3.18439585197289e-05
ZAF,01-Jul-2018,-2.42449963701908e-05
ZAF,01-Oct-2018,-4.40020367235128e-05
ZAF,01-Jan-2019,-5.2684143506551e-05
ZAF,01-Apr-2019,-4.73831309832798e-05
ZAF,01-Jul-2019,-5.57874669586624e-05
ZAF,01-Oct-2019,-3.95362688470993e-05
ZAF,01-Jan-2020,-3.19628493168113e-05
ZAF,01-Apr-2020,-3.46050763838404e-05
ZAF,01-Jul-2020,-3.06117868261842e-05
ZAF,01-Oct-2020,-1.37216227948434e-05
ZAF,01-Jan-2021,-7.78382711524746e-06
ZAF,01-Apr-2021,-7.30522704422707e-06
ZAF,01-Jul-2021,-7.42340137808467e-06
ZAF,01-Oct-2021,-1.41526733634141e-06
ZAF,01-Jan-2022,-4.87994269264625e-06
ZAF,01-Apr-2022,-1.24684442775789e-06
ZAF,01-Jul-2022,-4.0551969250991e-06
ZAF,01-Oct-2022,-8.43774140411102e-06
ZAF,01-Jan-2023,-4.67805485826509e-06
ZAF,01-Apr-2023,-1.18188342779457e-06
ZAF,01-Jul-2023,-1.14832044550979e-06
ZAF,01-Oct-2023,-1.8410237755702e-05
ZAF,01-Jan-2024,-2.89699513438303e-05
ZAF,01-Apr-2024,-3.39418673993229e-05
ZAF,01-Jul-2024,-3.0217250913476e-05
ZAF,01-Oct-2024,-3.79075334268434e-05
ZAF,NaT,NaN
ZAF,NaT,NaN
ZAF,NaT,NaN
