quarter,GDP_YoY,CPI_YoY,CPIF_YoY,FX_YoY,EX_YoY,country,year,CPI_YoY_annual,FX_YoY_annual,US_GDP_YoY,CHN_GDP_YoY,COMMODITY_YoY,ENSO,PRITHVI_HEAT_STD,PRITHVI_MOISTURE_STD,PRITHVI_MOISTURE_EXTENT,PRITHVI_HEAT_EXTENT,GDP_YoY_star,CPI_YoY_star,FX_YoY_star,EX_YoY_star
1983-07-01,,,,,-25.684159150413567,ALB,1983,,,5.736967079109201,,0.2204987834550031,-0.3,,,,,,,,
1983-10-01,,,,,-3.49858892792424,ALB,1983,,,7.899663970222681,,-0.9039374904244002,-1.16,,,,,,,,
1984-01-01,,,,,8.338739983790244,ALB,1984,,,8.578045114732769,,6.47974570054608,-0.46,,,,,,,,
1984-04-01,,,,,-8.732890571042173,ALB,1984,,,7.996531921438144,,2.849944890568401,-0.77,,,,,,,,
1984-07-01,,,,,-3.822381025465149,ALB,1984,,,6.900732226163919,,-7.495637660268573,-0.36,,,,,,,,
1984-10-01,,,,,-6.531476822444981,ALB,1984,,,5.575643773964911,,-8.379715522572672,-1.0666666666666669,,,,,,,,
1985-01-01,,,,,-17.75711734262243,ALB,1985,,,4.5548222635726665,,-9.568279240661337,-0.89,,,,,,,,
1985-04-01,,,,,14.490890886574848,ALB,1985,,,3.683987731337335,,-11.413043478260851,-1.04,,,,,,,,
1985-07-01,,,,,2.714044745090005,ALB,1985,,,4.262423409248006,,-7.856967112277546,-0.6666666666666666,,,,,,,,
1985-10-01,,,,,-21.399926486304764,ALB,1985,,,4.182460058948112,,-4.319946000674979,-0.4233333333333333,,,,,,,,
1986-01-01,,,,,23.418710060069348,ALB,1986,,,4.146107165729074,,-18.00406297613002,-0.5966666666666667,,,,,,,,
1986-04-01,,,,,21.827061171818208,ALB,1986,,,3.702004545954951,,-29.966300872720996,-0.39,,,,,,,,
1986-07-01,,,,,83.05431977587601,ALB,1986,,,3.1191787285773875,,-30.992434356920327,0.2466666666666666,,,,,,,,
1986-10-01,,,,,51.64259219346299,ALB,1986,,,2.9072396676214085,,-27.142857142857142,0.98,,,,,,,,
1987-01-01,,,,,-4.745067208858766,ALB,1987,,,2.7115848244058993,,-8.072674718695161,1.0833333333333333,,,,,,,,
1987-04-01,,,,,-8.13822755188599,ALB,1987,,,3.353600672877488,,13.584207279457129,0.7066666666666667,,,,,,,,
1987-07-01,,,,,-36.80514689918722,ALB,1987,,,3.2619859723208355,,22.86856700632014,1.5033333333333332,,,,,,,,
1987-10-01,,,,,-20.343229107760365,ALB,1987,,,4.474555651430423,,17.85282014040184,1.0833333333333333,,,,,,,,
1988-01-01,,,,,2.719704778546883,ALB,1988,,,4.241257896544837,,7.883211678832125,0.4266666666666667,,,,,,,,
1988-04-01,,,,,-10.871003377588927,ALB,1988,,,4.484493225777175,,10.7212687377797,-1.143333333333333,,,,,,,,
1988-07-01,,,,,25.89999219483623,ALB,1988,,,4.193200105129624,,2.0575267688431653,-1.3099999999999998,,,,,,,,
1988-10-01,,,,,35.99659763659684,ALB,1988,,,3.799338836732069,,-0.6367464311389681,-1.97,,,,,,,,
1989-01-01,,,,,38.44979373202195,ALB,1989,,,4.3151632099998505,,9.180805662537717,-1.55,,,,,,,,
1989-04-01,,,,,36.62830032824316,ALB,1989,,,3.747910826234913,,4.061610909447655,-0.85,,,,,,,,
1989-07-01,,,,,7.123467081745716,ALB,1989,,,3.9075419072247097,,3.3943632997325723,-0.4666666666666666,,,,,,,,
1989-10-01,,,,,-0.371389870059613,ALB,1989,,,2.743211930028755,,7.17312661498708,-0.3266666666666666,,,,,,,,
1990-01-01,,,,,-13.891696896846362,ALB,1990,,,2.821006526483294,,-0.2860139193440636,0.0866666666666666,,,,,,,,
1990-04-01,,,,,-18.415995826087062,ALB,1990,,,2.412704964193124,,-8.550956915244633,0.0266666666666666,,,,,,,,
1990-07-01,,,,,-25.47650951124195,ALB,1990,,,1.7273622503686914,,17.99641862315957,0.1766666666666666,,,,,,,,
1990-10-01,,,,,-22.024602056363097,ALB,1990,,,0.6030627340393391,,26.95534767094223,0.2199999999999999,,,,,,,,
1991-01-01,,,,,-45.42911232657262,ALB,1991,,,-0.9501973946258402,,1.185581795582724,0.2799999999999999,,,,,,,,
1991-04-01,,,,,-55.87443301329817,ALB,1991,,,-0.5389307958117096,,2.8969072164948484,0.3233333333333333,,,,,,,,
1991-07-01,,,,,-50.32706554416508,ALB,1991,,,-0.1028088703421969,,-14.59404771941658,0.62,,,,,,,,
1991-10-01,,,,,38.92151918550824,ALB,1991,,,1.1664011655910578,,-21.39167426314189,1.25,,,,,,,,
1992-01-01,,,,,-24.564932788038163,ALB,1992,,,2.858936912248855,,-8.882169517150128,1.6666666666666667,,,,,,,,
1992-04-01,,,,,-6.299204087453914,ALB,1992,,,3.169835814511379,,1.613064823164012,0.94,,,,,,,,
1992-07-01,,,,,-10.085616791558438,ALB,1992,,,3.6653854414522735,,1.6485686080947692,0.07,,,,,,,,
1992-10-01,,,,,-55.87155911496253,ALB,1992,,,4.382645388993267,,-3.7011982991882353,-0.2433333333333333,,,,,,,,
1993-01-01,,,,112.08,5.3837263395654755,ALB,1993,,54.67997783553489,3.3199058070509935,15.3,0.7362853883646103,0.3133333333333333,,,,,,,,
1993-04-01,,,,109.0333333333334,20.819627513816453,ALB,1993,,54.67997783553489,2.806668207145946,13.5,-2.9284164859002426,0.5733333333333334,,,,,,,,
1993-07-01,,,,-1.982800584131128,-0.4629703335037316,ALB,1993,,54.67997783553489,2.2865117406066116,13.0,-6.91463533067882,0.2366666666666666,,,,,,,,
1993-10-01,,,,-0.4106214070626945,3.5103423095091513,ALB,1993,,54.67997783553489,2.6077107599381977,14.2,-6.793778223783253,0.0733333333333333,,,,,,,,
