country,GDP_YoY,CPI_YoY,FX_YoY,EX_YoY,IM_YoY,BAL_YoY,CPIF_YoY,quarter,year,CPI_YoY_annual,FX_YoY_annual,US_GDP_YoY,CHN_GDP_YoY,COMMODITY_YoY,COMMODITY_AGR_YoY,ENSO,PRITHVI_HEAT_STD,PRITHVI_MOISTURE_STD,PRITHVI_MOISTURE_EXTENT,PRITHVI_HEAT_EXTENT,GDP_YoY_star,CPI_YoY_star,FX_YoY_star,EX_YoY_star,OIL_YoY,IOD,HeatDry,HeatDryYoY,HeatDryF
ALB,12.274536457407436,,-9.602167148,38.61173961447306,27.003664403202144,23.190836619084987,,1999-07-01,1999,,-8.519657675,4.791119787,7.7,8.028596873,-10.42963047,-0.96,,,,,,,,,0.655671761866452,0.16,,,
ALB,9.306852502571218,,-5.069505086,7.822416884381833,-2.377978594,-6.186869922,,1999-10-01,1999,,-8.519657675,4.823574271,6.8,18.92080027,-10.71839934,-1.38,,,,,,,,,1.1501340482573728,-0.2366666666666666,,,
ALB,8.104241136129975,,-1.368689975,2.332896770855486,47.68048478587341,84.26640926699254,,2000-01-01,2000,,4.477723070338604,4.224744798,8.8,33.32654589,-2.31141697,-1.4,,,,,,,,,1.3681898066783829,0.3899999999999999,,,
ALB,6.760475142333977,,1.6579425174187978,-10.74642123,2.243033112654813,6.688778945335083,,2000-04-01,2000,,4.477723070338604,5.244456811,9.2,28.20114123,4.737926428,-0.63,,,,,,,,,0.7427278603749192,0.1633333333333333,,,
ALB,6.613953088744928,,7.127643766407488,-11.29776767,14.982244252472832,24.65150580913207,,2000-07-01,2000,,4.477723070338604,3.973170824,8.9,23.58391285,-0.723836869,-0.37,,,,,,,,,0.489310009718173,-0.01,,,
ALB,8.243165312541855,,10.493995972453574,-9.071344055,32.164535863319045,49.818815475563014,,2000-10-01,2000,,4.477723070338604,2.905595756,7.6,19.92049539,-0.026906846,-0.69,,,,,,,,,0.2389858686616792,-0.0199999999999999,,,
ALB,8.280004473,,2.867462597792536,4.358620212112818,18.167638549932377,24.10562814215178,,2001-01-01,2001,,-0.08728199,2.197503713,9.5,6.926041503,-1.657046314,-0.55,,,,,,,,,-0.0426716141001854,0.3033333333333333,,,
ALB,9.751101874,,2.325116882935907,26.558345294692987,17.55259985407136,14.974813848729385,,2001-04-01,2001,,-0.08728199,0.996298327,8.6,0.144938506,-2.29734062,-0.34,,,,,,,,,0.013353115727003,-0.1433333333333333,,,
ALB,9.197488917,,0.2730257074162745,22.464881498019885,17.58095399403612,16.33677908759754,,2001-07-01,2001,,-0.08728199,0.489236293,8.0,-9.971647845,7.581183167,0.0,,,,,,,,,-0.1742251223491028,-0.5566666666666666,,,
ALB,6.962210223262888,,-5.814733147,29.92309728668232,30.417336923859462,30.62376573445458,,2001-10-01,2001,,-0.08728199,0.167316886,7.5,-23.36182497,0.622530745,-0.25,,,,,,,,,-0.3495471318349546,-0.2966666666666667,,,
ALB,5.6777905853586885,,-1.210743513,-4.914401466,5.701365073729936,9.697654291880898,,2002-01-01,2002,,-2.315706731,1.337260067,9.0,-17.44242736,3.32999179,-0.03,,,,,,,,,-0.1817829457364341,-0.18,,,
ALB,3.974186812057368,,-1.967905214,11.956826425927346,11.619264349863334,11.463746272239362,,2002-04-01,2002,,-2.315706731,1.325378753,8.9,-6.338137233,2.415577069,0.37,,,,,,,,,-0.08199121522694,-0.3966666666666666,,,
ALB,3.8893868854433578,,-4.177377744,13.365534869644025,22.33913541758796,24.573119491419423,,2002-07-01,2002,,-2.315706731,2.14651839,9.7,3.360036781,2.693157543,1.08,,,,,,,,,0.062030817858554,-0.0433333333333333,,,
ALB,6.069159335954333,,-1.906800455,20.904668106150304,10.953467243542224,8.596249015653967,,2002-10-01,2002,,-2.315706731,1.992524822,9.2,22.22363153,12.68349005,1.47,,,,,,,,,0.3821557503867974,0.1766666666666666,,,
ALB,5.980701960573054,,-7.608144115,46.31745869321231,31.502193816403224,27.147607908526528,,2003-01-01,2003,,-13.0756571,1.679256989,11.2,32.04818535,9.556251675,0.49,,,,,,,,,0.4912363808621507,0.0366666666666666,,,
ALB,6.119230233643846,,-14.45195647,40.51462328389337,33.923601839767834,32.74724739928514,,2003-04-01,2003,,-13.0756571,1.955066536,9.2,13.55093657,9.595027301,-0.43,,,,,,,,,0.0434609250398725,0.2333333333333333,,,
ALB,5.986515254039793,,-13.17759888,24.702466079335927,15.362837071112722,13.144136688726448,,2003-07-01,2003,,-13.0756571,3.231133966,10.1,11.68794671,6.154345421,0.16,,,,,,,,,0.0584077380952381,0.2033333333333333,,,
ALB,3.388714940659576,,-17.06492895,19.19085536190712,18.22700762875819,16.77129861291715,,2003-10-01,2003,,-13.0756571,4.300440651,10.1,14.42415388,11.528048,0.32,,,,,,,,,0.0977611940298508,-0.1333333333333333,,,
ALB,4.042797662143949,,-18.84448759,25.03028954144002,18.98069651335852,15.861434375146844,,2004-01-01,2004,,-15.57329734,4.341950658,10.6,10.13545149,14.00603967,0.14,,,,,,,,,0.0171537484116901,0.05,,,
ALB,4.600849553941266,,-14.49109835,38.34165788,16.084644388522705,7.749710211,,2004-04-01,2004,,-15.57329734,4.227489803,11.6,23.93087473,17.75503274,0.25,,,,,,,,,0.353076041268628,-0.3499999999999999,,,
ALB,4.882581695316612,,-15.11942788,43.61113024806473,26.846636159937255,22.477175582095143,,2004-07-01,2004,,-15.57329734,3.494861691,9.8,25.50187582,8.27956249,0.82,,,,,,,,,0.4537785588752197,-0.0566666666666666,,,
ALB,7.043368383928095,,-13.83817555,34.281490132701656,32.23855423500375,32.85177979809208,,2004-10-01,2004,,-15.57329734,3.351104944,8.8,23.15892364,0.899442946,0.73,,,,,,,,,0.496261046906866,-0.0466666666666666,,,
ALB,5.427775434663551,,-8.70866797,14.266751199632033,19.49528175602051,22.13223361,,2005-01-01,2005,,-2.664289123,3.908844569,11.2,20.74918861,4.660330368,0.43,,,,,,,,,0.4962523422860709,-0.5733333333333334,,,
ALB,6.514813814300946,,-5.904873439,20.998588670958274,26.757225714547552,29.34222209332187,,2005-04-01,2005,,-2.664289123,3.61773558,11.1,19.94672758,-2.157342181,0.2,,,,,,,,,0.4591923185540809,0.0366666666666666,,,
ALB,5.791585726103143,,-1.571905506,-2.88441706,8.598112641675893,12.15248124625472,,2005-07-01,2005,,-2.664289123,3.448598803,10.9,28.07696234,2.624695355,-0.12,,,,,,,,,0.4896034816247583,-0.5399999999999999,,,
ALB,3.8159367731618543,,5.528290421349347,-10.69413355,2.4738495135872896,6.184651684708453,,2005-10-01,2005,,-2.664289123,2.972736694,12.4,24.22212415,0.187706396,-0.5,,,,,,,,,0.2921399363925487,-0.58,,,
ALB,6.426855293367195,,5.736973757022779,13.990522374314152,10.438188926669987,8.969460849948963,,2006-01-01,2006,,-1.660252339,3.213106755,12.4,19.93042978,-2.125818509,-0.88,,,,,,,,,0.2901273220622,-0.32,,,
