quarter,GDP_YoY,CPI_YoY,FX_YoY,EX_YoY,IM_YoY,BAL_YoY,country
1980-01-01,,,,,,,SEN
1980-04-01,,,,,,,SEN
1980-07-01,,,,,,,SEN
1980-10-01,,,,,,,SEN
1981-01-01,,,17.126468206138124,,,,SEN
1981-04-01,,,28.64366945163774,,,,SEN
1981-07-01,,,40.93269274167313,,,,SEN
1981-10-01,,,27.876159583368686,,,,SEN
1982-01-01,,,23.35793457569664,10.459747979195221,-10.45520753024034,-29.10366261973609,SEN
1982-04-01,,,15.872488601829883,6.301567834284794,-4.44971338815815,-14.632800218942743,SEN
1982-07-01,,,19.512545064600783,8.49353847587231,-8.33274443266312,-23.613117837729746,SEN
1982-10-01,,,25.14995486651317,13.09093630812912,-7.893017967803518,-23.502019642897366,SEN
1983-01-01,,,14.887737280602952,-9.308245342674947,15.314626903004003,49.520830340151534,SEN
1983-04-01,,,18.97324272708285,-2.601589456392517,-0.6280462860823843,1.699586629172467,SEN
1983-07-01,,,14.67013679216338,0.1377354033438971,5.399864724633852,12.187091924866621,SEN
1983-10-01,,,15.4760053307591,9.171297695350411,-1.212314682245741,-12.630947129991766,SEN
1984-01-01,,,20.59277616454245,15.545202482577203,-10.879594371524204,-33.145682523244155,SEN
1984-04-01,,,11.483815122744257,4.952582097287306,0.9226589497347337,-3.629289185966722,SEN
1984-07-01,,,12.563859921172838,-7.276065343790917,-0.17179694552919011,8.007295296136396,SEN
1984-10-01,,,14.630742112964,-16.97449395108257,-3.3503686369166674,15.370461419287285,SEN
1985-01-01,,,19.91973351625449,13.226806411402725,-21.051042492609074,-70.97031935973233,SEN
1985-04-01,,,12.96065771939805,25.965281776314562,-15.325990131612288,-66.119341344151,SEN
1985-07-01,,,-3.0512598228133347,44.24979925748682,-0.24753076496011328,-44.22785833745917,SEN
1985-10-01,,,-15.763559069987465,39.34647723350477,9.306711921664167,-20.398312134242737,SEN
1986-01-01,,,-27.634837554396352,5.577159432268219,40.43574140283195,238.43859151223467,SEN
1986-04-01,,,-24.02795051712414,11.782816122497874,22.248858492598544,70.11518655781524,SEN
1986-07-01,,,-21.97732200660227,5.146577018840159,2.2956408261773698,-4.992384950591422,SEN
1986-10-01,,,-16.668286812219925,23.484043409964393,13.637141343026137,-3.408239499286425,SEN
1987-01-01,,,-14.98265734401285,3.817562778664496,1.1593767074292494,-3.550799967874263,SEN
1987-04-01,,,-15.691011771265417,-2.8120464920324495,8.934293546285609,44.23489898795023,SEN
1987-07-01,,,-9.479125172014658,-3.8148167704330826,4.786247614262229,29.12012548792522,SEN
1987-10-01,,,-12.442751573692401,-6.183587985968753,11.603957441597768,50.96747248900591,SEN
1988-01-01,,,-7.489950110934174,-28.168809872279088,-6.808688877871982,33.9319398764309,SEN
1988-04-01,,,-4.094356661088671,-19.716905638571735,-7.242258648105738,18.018706081802517,SEN
1988-07-01,,,2.993637859380849,-19.491416816958797,-7.939625809058715,16.406097715662725,SEN
1988-10-01,,,5.333827645199385,-19.388430383170107,-10.025872496125688,2.849737153758647,SEN
1989-01-01,,,11.030553204855353,43.61550816902033,19.88849695523125,-4.382966171052837,SEN
1989-04-01,,,13.418897102672368,42.14702491451836,44.28410225078867,47.22794874898775,SEN
1989-07-01,,,2.9635959750863083,28.861455409468405,22.322451677681478,12.791167879111898,SEN
1989-10-01,,,1.728973512205112,21.861812106006838,6.022774444175938,-11.049692035384728,SEN
1990-01-01,,,-8.869682204462247,23.355421865411643,-2.0957374313344768,-41.20022173365431,SEN
1990-04-01,,,-13.881895812842536,-2.1473905439837737,-8.310430222312505,-16.50709924824022,SEN
1990-07-01,,,-17.867151671759817,6.531741920917322,8.161953340111317,10.876714864300151,SEN
1990-10-01,,,-17.983523084450614,9.441342199980006,24.156515135631196,45.886179757966204,SEN
1991-01-01,,,-9.168095317329495,-25.723687778259073,-5.975914151162442,57.67720477721683,SEN
1991-04-01,,,4.159973558146723,-19.895376283420863,-15.425369925770427,-8.45792671117984,SEN
1991-07-01,,,10.923766914501254,-27.048747844927767,-17.96728685472435,-3.4367334606486555,SEN
1991-10-01,,,9.781899433488018,-24.656650923278058,-25.10621067241733,-25.60422556733912,SEN
1992-01-01,,,5.764592218922537,7.346001792433254,9.002054053263464,11.516585127280354,SEN
1992-04-01,,,-7.458156629938317,10.25368121595367,1.3977568387167016,-10.681383770376652,SEN
1992-07-01,,,-16.321848115368432,25.47746028102622,18.021639376581454,9.009192823216662,SEN
1992-10-01,,,-5.180115266152785,13.80475943367978,8.05182989473401,1.5976566474324772,SEN
1993-01-01,,,0.6599761785275549,-2.5871946123589784,-10.858647004779009,-22.948225373512688,SEN
1993-04-01,,,0.3247805657868419,1.2628910361990542,-15.711497712101341,-44.29052179033205,SEN
1993-07-01,,,17.18371763264981,-18.20319824580118,-22.772746370498364,-29.130783889423917,SEN
1993-10-01,,,10.852392142027533,-19.024098306311245,-15.92593170562273,-12.032495476113613,SEN
1994-01-01,,,111.36994176300323,-33.539286930812565,-40.223682922900274,-52.575332318764765,SEN
1994-04-01,,,108.39840440826202,-34.89791061891007,-11.167381374279362,61.45690964876485,SEN
1994-07-01,,,84.216209494808,-21.53700614764964,-5.795306216445617,19.484873358068388,SEN
1994-10-01,,,81.81376213073723,-18.146966130793363,-4.78973242054177,10.66204144090439,SEN
1995-01-01,,,-11.8247769208905,15.986301359315092,82.7927619392264,255.79110719839778,SEN
1995-04-01,,,-13.534734421755857,24.944885058540265,40.90441414255148,60.59836480226417,SEN
1995-07-01,,,-7.557727590021268,57.242787908026436,15.672945671160532,-28.1658736224329,SEN
