quarter,GDP_YoY,CPI_YoY,FX_YoY,EX_YoY,IM_YoY,BAL_YoY,country
1980-01-01,,,,,,,MDV
1980-04-01,,,,,,,MDV
1980-07-01,,,,,,,MDV
1980-10-01,,,,,,,MDV
1981-01-01,,,0.0,,,,MDV
1981-04-01,,,0.0,,,,MDV
1981-07-01,,,0.0,,,,MDV
1981-10-01,,,0.0,,,,MDV
1982-01-01,,,-0.07064017660979305,29.92936427850652,283.27396148123717,564.6607463899502,MDV
1982-04-01,,,-6.622516557168545,100.57620282339363,151.88781225300247,177.12363670960323,MDV
1982-07-01,,,-6.622516557168545,47.07607383129202,74.11803036318132,80.57174368719144,MDV
1982-10-01,,,-6.622516557168545,-34.90522422561263,3.3352875322135267,12.117838846574136,MDV
1983-01-01,,,-6.556507909325338,29.251654515196535,6.403956983671,1.443270577265765,MDV
1983-04-01,,,0.0,31.149908107615374,42.13818926763728,46.049636356459466,MDV
1983-07-01,,,0.0,-8.83296107488123,-41.660810438777254,-48.042067319002754,MDV
1983-10-01,,,0.0,-5.231432726526409,8.734921867871503,10.597229752934535,MDV
1984-01-01,,,0.0,2.4774746039451845,6.823314396584257,8.025539836200846,MDV
1984-04-01,,,4.728128999431647e-09,-44.13110940240382,-9.553815212132754,1.498829559687076,MDV
1984-07-01,,,1.4184409202755432e-08,-25.31150571637647,31.484491197622777,50.85618113262562,MDV
1984-10-01,,,1.4184409202755432e-08,135.00167047073256,3.844842194683018,-11.140939083307854,MDV
1985-01-01,,,1.4184409202755432e-08,4.169821842159216,3.782645561250808,3.681038728417252,MDV
1985-04-01,,,9.456257998863293e-09,234.80025968956863,25.512269682337486,-11.311523913609156,MDV
1985-07-01,,,1.3758865248227004,127.5646509264706,-18.23398768285216,-42.85431631505019,MDV
1985-10-01,,,1.3522458628841605,22.103029484141867,-11.068440449357198,-21.092010527888306,MDV
1986-01-01,,10.25512756378188,0.7423167848699785,104.3656985346741,-8.095285113048757,-37.7476018246937,MDV
1986-04-01,,10.28021167693257,1.574468085106373,-17.648232470188276,3.9617103701132583,18.315164716206024,MDV
1986-07-01,,10.3625254582486,-0.13851965859801307,-36.321482612265285,13.714957851688858,47.362097604312495,MDV
1986-10-01,,8.02494461311236,0.8000559805933838,16.303129204481447,43.008216687825666,55.49518991262388,MDV
1987-01-01,,9.308832425892287,13.573004177031024,1.5608437703265698,13.465731093460342,23.770398025332607,MDV
1987-04-01,,6.898993077407297,30.638179025275814,38.13686580156202,9.470988243321464,-3.7815958263298977,MDV
1987-07-01,,1.254890381634235,36.876322315786524,72.34847572668062,51.44845758679637,45.37528592879081,MDV
1987-10-01,,21.5039878465628,34.69860002314014,14.714771388552261,28.374974239978368,33.15240899643865,MDV
1988-01-01,,4.441369768246241,10.979792553411304,16.229131188530886,28.350504505204242,36.95984748237362,MDV
1988-04-01,,10.78077857090273,-6.805629787992162,-10.384827000224494,22.503230146149566,44.33178543869136,MDV
1988-07-01,,15.41153313406734,-9.772409322004982,9.441613904176238,15.970844099274363,18.22014594095842,MDV
1988-10-01,,-3.07576894223559,-10.802267651606268,119.78119602109562,30.129499449101505,3.116895904590944,MDV
1989-01-01,,8.571239319070099,-5.935358951444735,31.76450531073072,30.588164602222957,29.879120846315523,MDV
1989-04-01,,8.575793808954522,2.9363410437774684,-15.081338403817746,21.92410447966966,37.17417824894942,MDV
1989-07-01,,1.389678478933493,5.400294974095221,10.690138901789359,15.934709528793544,17.60728873953996,MDV
1989-10-01,,10.32636738906103,9.525827202341986,10.015038654946729,6.117484907995463,3.6144855042435697,MDV
1990-01-01,,-1.031053626990498,9.913308526640785,0.2290378311988972,-15.531360195007105,-25.16890005594966,MDV
1990-04-01,,3.487304986234484,6.14567470192775,83.97407277386246,-31.649733340838637,-61.14717651199753,MDV
1990-07-01,,5.189707806367353,5.453697391553947,39.45702730629106,0.3051917000192139,-11.446586306710692,MDV
1990-10-01,,6.845951476176556,1.5896461982134236,-6.524280470477139,25.61151293682733,47.52387730617513,MDV
1991-01-01,,15.57761065220087,8.707317863741281,6.542444029850736,47.343367168358405,80.76136508340764,MDV
1991-04-01,,19.61572568725962,5.050809025250524,23.139760595276606,48.34727200318598,78.79824132877383,MDV
1991-07-01,,16.10400379057085,5.875948419584254,5.514639841925617,24.466674354243523,33.42532054003566,MDV
1991-10-01,,8.125410374261175,9.772900366959792,-17.581300813008127,-17.685497470489043,-17.730515916575186,MDV
1992-01-01,,19.95306416342203,0.1722767028890182,-42.87744735371329,6.665716457620685,30.582965074789414,MDV
1992-04-01,,18.06454801561804,1.4523167116351487,-10.712643678160916,32.61446681580911,68.66120218579232,MDV
1992-07-01,,16.95658827730462,7.751140818818691,-28.41334695267279,-8.259409380428483,-0.7254908199955334,MDV
1992-10-01,,12.58033500328934,2.8320035321201864,-24.360357583230584,40.40274706087767,68.43457086627305,MDV
1993-01-01,,24.61983103601593,3.9290911496229652,-15.890918380380626,1.2535709039242837,4.874108939875588,MDV
1993-04-01,,22.94876088412593,8.634139934990358,-21.236574959540967,9.424922934325375,22.92929365744929,MDV
1993-07-01,,14.64212500545193,0.2952579779302189,-14.467300832342456,15.757523302815413,23.90492453287656,MDV
1993-10-01,,18.20919674562864,2.260864231606674,3.3750382068262974,-14.918630290724533,-18.47447455854234,MDV
1994-01-01,,1.305883612231089,6.487079938900209,68.78479551701619,19.318969489387406,10.941199460884965,MDV
