quarter,GDP_YoY,CPI_YoY,FX_YoY,EX_YoY,IM_YoY,BAL_YoY,country
1980-01-01,,,,,,,JAM
1980-04-01,,,,,,,JAM
1980-07-01,,,,,,,JAM
1980-10-01,,,,,,,JAM
1981-01-01,,,0.0,,,,JAM
1981-04-01,,,0.0,,,,JAM
1981-07-01,,,0.0,,,,JAM
1981-10-01,,,0.0,,,,JAM
1982-01-01,,,0.0,-20.993781681644975,3.675918301803738,103.00266521230985,JAM
1982-04-01,,,0.0,-19.739608008824217,-19.32469519101887,-18.344483867623907,JAM
1982-07-01,,,0.0,-21.524289491491032,-8.402282538044192,19.553613970045646,JAM
1982-10-01,,,0.0,-23.597672473080657,1.6741497889345647,26.749064109788634,JAM
1983-01-01,,,0.0,-21.970429234842204,9.38807583037966,58.52604793369869,JAM
1983-04-01,,,0.0,-28.722628667256835,-3.9851712478331525,53.45737353184865,JAM
1983-07-01,,,0.0,2.8176633512329685,-4.02925330323497,-13.604296665302185,JAM
1983-10-01,,,33.86006670737953,12.28659276196058,-24.912372727708952,-47.16060906994118,JAM
1984-01-01,,,86.04914442002216,29.821322860210486,-13.686661023302381,-47.24414742663785,JAM
1984-04-01,,,117.24616700005961,54.4593578528018,-3.9164932903837713,-66.87809265925226,JAM
1984-07-01,,,126.09865548799944,-19.94730571773553,-7.457998883769756,13.327460564049943,JAM
1984-10-01,,,91.18709845964491,-18.361478049162038,-4.959152994094341,12.074781582787963,JAM
1985-01-01,,,57.184738925570365,-29.82692959013631,-0.8343581323279725,54.19349689087334,JAM
1985-04-01,,,42.383421498748234,-38.23452971535903,5.309676716505907,224.3236343404393,JAM
1985-07-01,,,43.32425745808879,-4.152736162271797,-7.802196971433062,-12.092527914234152,JAM
1985-10-01,,,25.936595202234347,-11.975393667916734,-10.114256419477275,-8.391196179176264,JAM
1986-01-01,,,5.182739558071181,-8.334311146013906,-24.836480360412196,-39.09062974573697,JAM
1986-04-01,,,-0.6472687677696265,1.499096373524944,-23.58763977879765,-47.617582161999636,JAM
1986-07-01,,,-5.144269356692066,-3.2300570926040106,-14.481868477866044,-28.904299181607584,JAM
1986-10-01,,,-4.533051560241319,22.910036718658723,4.314136963307091,-12.228553194214964,JAM
1987-01-01,,,0.11314695112252249,32.41177664250004,36.6558665008619,42.17292434572681,JAM
1987-04-01,,,0.2271066731612148,17.153332431666147,27.086916103933035,45.52395436458318,JAM
1987-07-01,,,0.14244493955222204,19.951318893167368,27.99685453809133,42.033654990681924,JAM
1987-10-01,,,0.16237122806164184,19.067458165065876,19.778602176388492,20.664493783997173,JAM
1988-01-01,,,0.17803541264111988,30.811320746735937,20.153043995740425,7.249182997724524,JAM
1988-04-01,,,-0.05345871832722615,26.090239957167682,9.29333899514977,-15.804395659060845,JAM
1988-07-01,,,0.10637780533468977,11.7582295727072,6.288057794371871,-1.7718095112097099,JAM
1988-10-01,,,-0.09319692784068856,18.76416990300058,32.947047043649036,50.38120427494037,JAM
1989-01-01,,,-0.20198099073798215,-5.031474416461035,18.74083874378347,53.84474644916865,JAM
1989-04-01,,,0.31666919920982917,15.314206831664157,47.77774286295357,120.42065354303296,JAM
1989-07-01,,,3.0324927284540504,20.408677100966322,41.877661647615774,77.86765779077503,JAM
1989-10-01,,,15.526142271568478,25.152731156131438,3.3416739066036705,-17.83243850858972,JAM
1990-01-01,,,23.994432761617656,45.68870466689299,6.220140063025403,-29.7574756513032,JAM
1990-04-01,,,26.32841753208197,-2.451225521615641,-11.065975903591497,-21.150853767354118,JAM
1990-07-01,,,24.487703106490557,8.162471358543621,2.410226106879665,-4.117598690719104,JAM
1990-10-01,,,25.377695949500257,17.27483733833064,12.837076966946004,6.275136629025813,JAM
1991-01-01,,,21.00160283903476,-7.8470923073326375,2.455348881535402,21.933465503748863,JAM
1991-04-01,,,37.33525179856117,20.031015858640778,2.1779679710065114,-23.678258156032562,JAM
1991-07-01,,,65.54228389363108,22.120164511533513,-4.307896044525328,-38.140395876978936,JAM
1991-10-01,,,139.5841287556169,-15.0665882878391,-13.523742110731584,-11.006272563565778,JAM
1992-01-01,,,180.7667534908592,17.00036391825639,-6.373849690637501,-39.77257963399175,JAM
1992-04-01,,,155.35020814125667,15.385668166054955,3.0748412952504633,-24.96562293318455,JAM
1992-07-01,,,90.29770926873908,12.077357998399506,0.815020547775025,-27.647776444522975,JAM
1992-10-01,,,16.55213718320512,21.93059238905326,15.571666070915512,5.6691726561298506,JAM
1993-01-01,,,-3.985295008786671,10.156063613522193,23.737196003111926,61.43550560909219,JAM
1993-04-01,,,-8.618807954265739,11.305463280716243,19.345808109889173,47.50785636900314,JAM
1993-07-01,,,16.378976096084518,10.479968132325634,22.810478066087292,71.08256545021514,JAM
1993-10-01,,,33.09097738712343,10.789577498924952,10.631344190684944,10.347013948927719,JAM
1994-01-01,,,47.47143398109026,7.943999689498238,-8.732437901907986,-40.31872122335085,JAM
1994-04-01,,,49.113462174535805,5.1165232176162645,-3.913708334476207,-27.780265769882828,JAM
1994-07-01,,,28.69736906671212,6.98069527510039,0.4000905479794259,-16.236281836773124,JAM
1994-10-01,,,12.439220715589649,16.708085337996394,8.343804021160771,-6.746295291505955,JAM
1995-01-01,,,1.1889295456328774,11.321437012686065,40.567461966674024,140.7570235674774,JAM
1995-04-01,,,0.91527002422922,22.460493121425106,37.4905775085048,95.30915657621529,JAM
1995-07-01,,,5.082803634229149,9.935113214902746,31.70592669725727,101.99971580974943,JAM
1995-10-01,,,17.600695601884375,4.641338498120184,21.775601231140264,60.46248414508075,JAM
1996-01-01,,,20.147021061270532,16.075575283988265,2.6062338307950794,-18.729217330673308,JAM
1996-04-01,,,15.11233423874394,-2.6177947265362156,1.9748904723852823,13.052500514946729,JAM
1996-07-01,,,0.7946207934367955,9.78623223026116,-5.741684501103772,-33.02776525416494,JAM
1996-10-01,,,-10.505263517378571,5.420822457633712,6.248086869974601,7.466157394460637,JAM
1997-01-01,5.112468559108874,,-12.375893241786695,-11.211778678273731,4.503432240192762,40.056909692172326,JAM
