quarter,GDP_YoY,CPI_YoY,CPIF_YoY,FX_YoY,EX_YoY,IM_YoY,BAL_YoY,country
1980-01-01,,,,,,,,PAK
1980-04-01,,,,,,,,PAK
1980-07-01,,,,,,,,PAK
1980-10-01,,,,,,,,PAK
1981-01-01,,,,0.0,19.426068073931923,22.719965896071812,30.534008206295482,PAK
1981-04-01,,,,0.0,36.109015940061326,-7.950719410852313,-34.51855145996099,PAK
1981-07-01,,,,0.0,4.558967375668876,1.9747313588558413,0.27283061765819294,PAK
1981-10-01,,,,0.0,-18.31279781205063,9.544267097534087,41.66829236571725,PAK
1982-01-01,,,,7.845117878787877,-32.259633173000694,0.09263346818257912,70.31020558002936,PAK
1982-04-01,,,,18.48484848484848,-7.973745135707599,-0.01917913310318653,9.950916836451196,PAK
1982-07-01,,,,23.850841744107765,-16.637317484775117,-10.99311436722379,-7.117123926133074,PAK
1982-10-01,,,,28.504713794612833,-3.5120115974043964,-2.441293844383019,-1.7293414273091279,PAK
1983-01-01,,,,20.551670268326095,1.67137439722842,-2.0881083386957933,-5.333566848089655,PAK
1983-04-01,,,,10.35890877806198,40.13435212568079,-4.873119399303949,-52.08815891064786,PAK
1983-07-01,,,,8.756595998159833,27.75821854508649,3.739658673289603,-11.06379516111533,PAK
1983-10-01,,,,4.677211864885411,42.28836144449015,-4.838037373273519,-35.60535288897192,PAK
1984-01-01,,,,4.84710988884085,0.8580199539524269,13.32826265147431,24.89006532041156,PAK
1984-04-01,,,,6.278051152077513,-32.2733740128532,11.986229843501306,147.7878699091708,PAK
1984-07-01,,,,5.909555627213781,-19.469178966948554,14.023892137594117,43.677757784622905,PAK
1984-10-01,,,,11.209982228229553,-8.886011665325821,0.551608424835015,14.16628887478466,PAK
1985-01-01,,,,16.639289799172552,-1.0972621710876762,-8.27925039747701,-13.65671896899463,PAK
1985-04-01,,,,16.036963279789738,-4.397665106310988,11.544496893770816,24.91427220054394,PAK
1985-07-01,,,,13.338116725042969,30.068225078597855,-6.757791995914253,-25.032636036552358,PAK
1985-10-01,,,,8.053658035764567,10.692162300125553,5.725782634376841,0.0079419286179494,PAK
1986-01-01,,,,1.5234876325485702,27.01883424632241,0.9015217175089907,-21.498139203420696,PAK
1986-04-01,,,,3.5738447018734076,30.18656441265395,-15.239413070425778,-44.39606209769028,PAK
1986-07-01,,,,5.494377344970713,37.40463036043147,-10.42213448357182,-51.60048134777377,PAK
1986-10-01,,,,7.415477107260804,4.595365996535095,-9.264289954258187,-26.925764746990254,PAK
1987-01-01,,,,8.06528994576552,19.279925375846485,-3.4062986249480676,-34.88837334409253,PAK
1987-04-01,,,,4.72603015885813,26.35007306877526,3.6296109867834714,-30.51413006469186,PAK
1987-07-01,,,,3.683100926993399,5.634005073955306,20.919567562058905,58.28238804223829,PAK
