quarter,GDP_YoY,CPI_YoY,CPIF_YoY,FX_YoY,EX_YoY,IM_YoY,BAL_YoY,country
1980-01-01,,,,,,,,GEO
1980-04-01,,,,,,,,GEO
1980-07-01,,,,,,,,GEO
1980-10-01,,,,,,,,GEO
1981-01-01,,,,,,,,GEO
1981-04-01,,,,,,,,GEO
1981-07-01,,,,,,,,GEO
1981-10-01,,,,,,,,GEO
1982-01-01,,,,,,,,GEO
1982-04-01,,,,,,,,GEO
1982-07-01,,,,,,,,GEO
1982-10-01,,,,,,,,GEO
1983-01-01,,,,,,,,GEO
1983-04-01,,,,,,,,GEO
1983-07-01,,,,,,,,GEO
1983-10-01,,,,,,,,GEO
1984-01-01,,,,,,,,GEO
1984-04-01,,,,,,,,GEO
1984-07-01,,,,,,,,GEO
1984-10-01,,,,,,,,GEO
1985-01-01,,,,,,,,GEO
1985-04-01,,,,,,,,GEO
1985-07-01,,,,,,,,GEO
1985-10-01,,,,,,,,GEO
1986-01-01,,,,,,,,GEO
1986-04-01,,,,,,,,GEO
1986-07-01,,,,,,,,GEO
1986-10-01,,,,,,,,GEO
1987-01-01,,,,,,,,GEO
1987-04-01,,,,,,,,GEO
1987-07-01,,,,,,,,GEO
1987-10-01,,,,,,,,GEO
1988-01-01,,,,,,,,GEO
1988-04-01,,,,,,,,GEO
1988-07-01,,,,,,,,GEO
1988-10-01,,,,,,,,GEO
1989-01-01,,,,,,,,GEO
1989-04-01,,,,,,,,GEO
1989-07-01,,,,,,,,GEO
1989-10-01,,,,,,,,GEO
1990-01-01,,,,,,,,GEO
1990-04-01,,,,,,,,GEO
1990-07-01,,,,,,,,GEO
1990-10-01,,,,,,,,GEO
1991-01-01,,,,,,,,GEO
1991-04-01,,,,,,,,GEO
1991-07-01,,,,,,,,GEO
1991-10-01,,,,,,,,GEO
1992-01-01,,,,,,,,GEO
1992-04-01,,,,,,,,GEO
1992-07-01,,,,,,,,GEO
1992-10-01,,,,,,,,GEO
1993-01-01,,,,,7163.373886224026,1435.2371709432632,11.431922931006211,GEO
1993-04-01,,,,,6774.511363743917,2468.402394356108,-634.6878983846009,GEO
1993-07-01,,,,,20.71200932826325,189.65788329515814,-141.50315130884246,GEO
1993-10-01,,,,,75.82508808875181,122.52596110642115,-5171.296890859484,GEO
