quarter,GDP_YoY,CPI_YoY,CPIF_YoY,FX_YoY,EX_YoY,IM_YoY,BAL_YoY,country
1980-01-01,,26.08695208994683,,,,,,COL
1980-04-01,,27.20588262405114,,,,,,COL
1980-07-01,,26.6666700180118,,,,,,COL
1980-10-01,,26.24583969639327,,,,,,COL
1981-01-01,,27.58620767090045,,15.556052474657145,,,,COL
1981-04-01,,26.8786030230964,,14.702927669345577,,,,COL
1981-07-01,,28.53184364282039,,15.128383067314367,,,,COL
1981-10-01,,26.84209877433647,,15.609137055837552,,,,COL
1982-01-01,,25.30711086327713,,16.577436625169305,-1.4359415054059577,12.629150771345788,43.04264239375301,COL
1982-04-01,,24.82916927805357,,17.591492023772304,9.502062430525626,5.5354074171860335,0.6093283916234649,COL
1982-07-01,,24.13794061704909,,17.787823990355655,17.3676200829469,7.210343662142149,-3.058353684412085,COL
1982-10-01,,24.68881129585934,,18.389277254607418,-4.676734448067609,-2.7381747031895,-0.39078640665771713,COL
1983-01-01,,21.96079345744821,,19.75875615559124,-6.552309524412802,-0.3237031028496484,8.956717065896536,COL
1983-04-01,,21.53285301282685,,21.843911262435476,-6.740512616729577,-11.096598289866243,-16.984457350028535,COL
1983-07-01,,18.40278321880441,,24.159459597768794,-6.451567165611749,-18.24188071259304,-32.67304412534592,COL
1983-10-01,,16.97170143486925,,26.000390396252193,19.80594038294614,-6.803448650447407,-37.63817143255549,COL
1984-01-01,,17.04182908348887,,26.972833117723162,18.690373398270708,-19.075450920830672,-67.33578031734424,COL
1984-04-01,,15.0149960224293,,27.616469458149595,15.253555305292243,-6.995154485902344,-40.778249682301634,COL
1984-07-01,,15.98239837756179,,28.344736625175205,19.103328993749248,-5.758846388712846,-48.04154068652671,COL
1984-10-01,,16.64296156022878,,28.31913245546087,1.189558308119909,-5.677060636313358,-20.963544561398052,COL
1985-01-01,,21.15381133548866,,29.74674332290228,0.13443406723452345,-13.098263634202102,-74.54274925215432,COL
1985-04-01,,26.50132384484343,,39.01053784042694,2.7516519208840906,-12.08489189091747,-55.927909854618804,COL
1985-07-01,,25.03160634111956,,44.78306946273158,2.5167767228306825,-0.6370807867680184,-12.93221379391487,COL
1985-10-01,,23.53658862586415,,49.10962211759029,2.567933479009654,-6.4067415969929264,-31.98621713394303,COL
1986-01-01,,23.24265197017388,,48.64682951454131,25.03200736460829,-2.3719589235838945,-502.89018145494157,COL
1986-04-01,,17.33744326493534,,39.13610632537539,50.01941988373766,4.269553387183822,-310.9278957817364,COL
1986-07-01,,15.67240567575199,,32.68787152870196,44.07500009093117,-6.385200396224667,-238.00601010792147,COL
1986-10-01,,19.54590339726694,,29.056939861951705,55.79508678520957,-13.826380006305284,-313.0740278230325,COL
1987-01-01,,20.42316972260979,,27.326755089334554,13.98946823323637,1.0655426589524675,74.32023310446824,COL
1987-04-01,,22.33949978225982,,25.94859457642704,-7.367659550831496,-0.48093055306263066,-34.22669866751762,COL
1987-07-01,,25.69929281731423,,24.996238779024125,-1.7451145729206474,7.8189349956411025,-38.01224621199718,COL
1987-10-01,,24.52518594340279,,21.81530160920979,-8.314459925073736,22.410870049298737,-74.15137938145661,COL
1988-01-01,,25.43926922447586,,20.56396046646021,-8.159310562884448,43.444560289154,-147.82250682658758,COL
1988-04-01,,29.1157398113759,,22.158707865168537,1.3877764673382753,23.358659834027605,-128.26495263666996,COL
1988-07-01,,29.55494738314555,,23.787680209698546,3.4938340002814483,25.031198761279928,-138.56004328826558,COL
1988-10-01,,28.11670918688478,,26.31490851970595,3.24250390311267,-6.849956659246015,105.6549217454973,COL
1989-01-01,,27.16199404618039,,27.88914152276776,23.430878303192436,-14.852923850780774,-287.3587421727473,COL
1989-04-01,,24.44321135094125,,27.583154167193634,13.786559272134813,-0.3697333138427572,-350.80369446826353,COL
1989-07-01,,25.33546364452862,,27.585052019749146,7.564978990828375,-4.806706837624453,-257.0231125615804,COL
1989-10-01,,26.60455729124183,,28.39406758065337,13.091575255828403,19.42050516899354,-15.997492184273842,COL
1990-01-01,,27.15517575586078,,30.236312790105412,9.13333159741423,24.53495584272418,-47.688305733676614,COL
1990-04-01,,28.41164016524191,,31.382020041813853,4.889866441341195,5.858487560593573,-5.01997764870572,COL
1990-07-01,,29.33619415215384,,31.999085474283184,17.00145235767694,7.759840307349419,136.82216931640357,COL
1990-10-01,,31.35731631743383,,31.40337088463887,38.67268615362629,9.917105818129212,226.56469136627453,COL
1991-01-01,,31.60075383224318,,29.273170011806403,11.982129979899913,-15.660046442794917,254.7615891618487,COL
1991-04-01,,31.25434926768567,,26.319002414398597,21.974152113181745,-9.362397528327293,379.294280510255,COL
1991-07-01,,30.96026340047747,,24.48310591918299,5.9754021235685295,-8.462334020271056,91.15152452594717,COL
1991-10-01,,28.07345590788769,,20.338696327265502,-5.896491809805681,-11.911373386588863,7.331968661884725,COL
1992-01-01,,27.27530310585087,,9.65403473922748,8.05208435051268,18.97995815997151,-14.765630176204281,COL
1992-04-01,,27.50200975445457,,7.771919440930053,-5.259414142958052,32.59372934318976,-86.88276483393507,COL
1992-07-01,,27.63589639930415,,7.979984333773071,-0.05963583895709501,31.149928038225273,-88.23119750852825,COL
1992-10-01,,25.73510738843553,,8.619798073109376,-11.436221170443329,56.65827764446873,-134.3455916438964,COL
1993-01-01,,24.55590962293274,,17.591512930495966,3.5023255287839783,72.56722403249893,-197.80190700078646,COL
1993-04-01,,22.21525874504684,,17.683750176343736,5.598887385833939,53.84937436395021,-1046.1083194038051,COL
1993-07-01,,21.01823315264705,,14.986660812378005,1.996249072726508,36.82959343327921,-1094.6632089840539,COL
1993-10-01,,22.22651115382197,,12.414605962560653,11.019784255534448,30.276682417192347,169.560803400354,COL
1994-01-01,,23.00053774746665,,8.61450743255805,4.782864107980589,6.120422121420388,11.661766481378377,COL
1994-04-01,,23.62861680496163,,7.1283618895938705,18.786820597892874,14.549771726159921,3.7688415018071852,COL
1994-07-01,,22.44231148526361,,2.265756324319823,29.99581320313114,41.12557088628594,78.19795172473512,COL
1994-10-01,,22.37508787295454,,2.739619010809635,32.21429410945136,26.05194429233253,7.694794184076725,COL
1995-01-01,,21.07734498167015,,4.474278401356369,13.740400408046227,28.513114586033517,85.94440551397713,COL
1995-04-01,,21.37246234695508,,4.913997058635466,14.957457535367947,21.3361071552413,39.915127015096296,COL
1995-07-01,,21.13634552737148,,13.334334439962014,6.088795230727473,7.265095318747927,10.123406813201674,COL
1995-10-01,,20.04134262450134,,19.008532368572695,3.0380518069144546,10.330713645670041,37.001061910075435,COL
1996-01-01,,20.42673586144371,17.24322025969981,20.381452468634897,7.763566260375221,5.619584937536093,0.5211026209331449,COL
1996-04-01,,19.80019948495665,12.98492407938879,21.481410940118817,3.740102529136591,6.04826548943338,11.572002567299911,COL
1996-07-01,,21.09040162089119,15.32882442086432,12.794674287105789,1.9147555187488008,1.1892922695573516,-0.5089385649128197,COL
1996-10-01,,21.78688084685068,18.14976534969262,1.3807760728253626,9.926442649721334,1.596004816611063,-21.317110668873475,COL
1997-01-01,,19.70002720024138,14.06037248177893,2.516357131514968,5.02604498257424,-4.657901845211965,-29.345965431924604,COL
1997-04-01,,18.61256748876292,14.816847464177,0.9115338666030981,13.513476790107326,3.74542083920566,-17.989902957677593,COL
1997-07-01,,17.94567648977548,16.69153682945739,9.772428550565394,17.932833314026396,11.057879489346533,-5.427695291505241,COL
1997-10-01,,17.76559337002077,17.27543964610833,27.84310473505265,7.00731332036546,18.053914180823494,60.50285448948689,COL
1998-01-01,,18.38363124516925,20.15719870829402,27.277727551478435,5.6748067184066775,22.49371789532242,86.23085510700832,COL
1998-04-01,,20.70950023534927,29.98095116394921,28.442607668883312,-5.172780336334037,5.465587291296892,38.23080590034631,COL
1998-07-01,,19.00162478206711,24.64376958448428,23.85852573613414,-12.164153821991553,-12.630104474050608,-14.023405611401007,COL
1998-10-01,,16.71420290254016,15.76592950287927,21.28874070806792,-10.423137075336008,-27.170098505847516,-70.0748025440803,COL
1999-01-01,,15.315763954704,15.34320613937429,16.41300622395301,-7.959753687109861,-37.17079647505193,-99.98553577197107,COL
1999-04-01,,10.027810009631,2.176134515517436,18.78414143808933,-4.525285079985908,-33.66819267487491,-95.24244291087125,COL
1999-07-01,,9.129861783529083,1.927308040575816,32.426702035250266,18.196582324660216,-25.815756317087335,-160.2689321361396,COL
1999-10-01,,9.401325609104807,6.578239614393326,24.326099280159987,22.784117944308015,-8.03686705944584,-244.39700174680095,COL
2000-01-01,,8.969392397678634,7.832014432777381,24.390311548611866,23.960370690528876,3.3544961180467014,-281957.01115960244,COL
2000-04-01,,9.877872736632725,12.01148484773457,25.512068252684863,22.862137590882515,1.1261294545016787,-920.4907132011828,COL
2000-07-01,,9.199092026554464,9.533396063156992,15.715897869939322,9.748888674048196,8.064176104517507,18.157491808002746,COL
2000-10-01,,8.857939455225358,8.853018228633896,11.831770137014107,-2.8125633821778573,12.073253475509492,-84.99660695019409,COL
2001-01-01,,8.1123828312836,7.902282526147104,16.00456910775476,1.314084145379768,20.008335438276337,-92.49337190173314,COL
2001-04-01,,7.922254706692211,8.67477977091144,13.193393080551651,-2.506371077901959,20.065732572829443,-123.24774946933073,COL
2001-07-01,,8.026383790628431,11.27009971251974,5.469426192537008,-7.9978732145161935,12.309317039579092,-100.6954454668427,COL
2001-10-01,,7.807765713031597,11.52991587618174,6.747801737070058,-17.536698890314106,-6.140358002241852,-487.5311797862698,COL
2002-01-01,,6.651319306598383,9.063425246651628,1.1885682181087098,-13.947449611428498,-11.898776402666867,-178.29698556023604,COL
2002-04-01,,5.915178952682603,8.430028068344285,-0.5460391731857528,-15.414782050505426,-10.531837707429503,119.48275672386855,COL
2002-07-01,,6.032783354808792,9.4679036320777,14.213288910785504,-6.981411071032695,-3.2869553173682675,2716.482958034496,COL
2002-10-01,,6.811589471097197,12.05412793265172,20.631102245309172,16.290269711689163,-0.272738347324597,-149.14906795953326,COL
2003-01-01,,7.408322402755202,10.79368295572006,28.92873893737424,15.928192963389787,19.462276946338264,334.9420573855299,COL
2003-04-01,,7.591725090127051,10.13801211435772,24.142498846863504,14.302138362169092,6.371488284637117,-75.00766854585557,COL
2003-07-01,,7.140483865614218,7.177877384908204,8.361869510712605,11.804899286608993,9.355688075196177,-50.19277454829666,COL
2003-10-01,,6.400626717185794,4.401228001948217,1.894279286114564,1.6715589995765834,19.1490828419008,-352.55252060472236,COL
2004-01-01,,6.226316501980628,6.147566799544717,-7.774253247157981,11.376340747090087,9.32251333887011,-39.544553408888596,COL
2004-04-01,,5.640384958327129,5.248613410333836,-6.234187246226741,29.38967017329155,20.13315214799023,-414.2766660393088,COL
2004-07-01,,6.020774848806963,7.19494037118058,-8.889599693679473,27.45622419209004,19.765139251067975,-399.9942387918279,COL
2004-10-01,,5.737960167516869,6.854256291489532,-11.79286932967477,42.180764628190246,21.907241898103823,-151.66949719414788,COL
2005-01-01,,5.238285271503768,5.584686464012414,-13.280117180395868,40.43697692264525,28.12506634246308,-511.553649002529,COL
2005-04-01,,4.964181895066712,6.116420903966874,-13.058736265709358,27.884660144290898,41.91189347902344,-229.11442812261305,COL
2005-07-01,,4.933412870443677,6.608819470205071,-11.282959348801791,31.60338738770927,33.47269733417444,-9.872626404082752,COL
