lat,lon,population
-9.0,-79.0,465201.3511892901
-9.0,-78.0,373684.6569492601
-9.0,-77.0,207754.60130076983
-9.0,-76.0,210446.4706445587
-9.0,-75.0,71751.88480381534
-9.0,-74.0,22521.700453281206
-9.0,-73.0,18522.96225360552
-9.0,-72.0,14310.334227169576
-9.0,-71.0,5382.033373142526
-9.0,-70.0,12760.732312058051
-9.0,-69.0,52598.06356418829
-9.0,-68.0,9850.517383600509
-9.0,-67.0,36228.01048061083
-9.0,-66.0,2356.0746230116742
-9.0,-65.0,10038.639295399636
-9.0,-64.0,455567.15563892666
-9.0,-63.0,29629.652870057846
-9.0,-62.0,25295.570526763957
-9.0,-61.0,2085.9900260891795
-9.0,-60.0,3564.409658190377
-9.0,-59.0,17645.169302864295
-9.0,-58.0,1200.7694383495118
-9.0,-57.0,7510.609628574737
-9.0,-56.0,1644.349004280698
-9.0,-55.0,5691.340627444563
-9.0,-54.0,271.39239169380255
-9.0,-53.0,96.00833488248156
-9.0,-52.0,1901.4057335932025
-9.0,-51.0,13793.045832535041
-9.0,-50.0,27315.927825138213
-9.0,-49.0,57941.492103588425
-9.0,-48.0,36239.31317203039
-9.0,-47.0,10422.45007878666
-9.0,-46.0,15896.149525555564
-9.0,-45.0,15444.359598701554
-9.0,-44.0,59305.68052450711
-9.0,-43.0,100944.66471801754
-9.0,-42.0,41452.931042243865
-9.0,-41.0,485442.7535150627
-9.0,-40.0,380482.6299812406
-9.0,-39.0,108903.05280668219
-9.0,-38.0,433260.1590127382
-9.0,-37.0,626183.4423864293
-9.0,-36.0,1041120.7254985329
-9.0,-35.0,320573.3424431309
-9.0,114.0,307656.5527065871
-9.0,115.0,2164596.8671693346
-9.0,116.0,3057731.228924685
-9.0,117.0,990251.0860279088
-9.0,118.0,321406.9289966877
-9.0,119.0,561300.853764629
-9.0,120.0,488143.338816337
-9.0,121.0,581863.6828667795
-9.0,122.0,571992.8130669493
-9.0,123.0,67935.31675674315
-9.0,124.0,201362.48711428593
-9.0,125.0,850406.9938274587
-9.0,140.0,61906.47820264713
-9.0,141.0,8074.465229839241
-8.0,-80.0,184.95891497779598
-8.0,-79.0,1437964.5026912962
-8.0,-78.0,460488.09566085023
-8.0,-77.0,116621.9432123579
-8.0,-76.0,40721.00155308313
-8.0,-75.0,449531.1458860376
-8.0,-74.0,4382.55254319254
-8.0,-73.0,144364.07935977305
-8.0,-72.0,12941.002257134689
-8.0,-71.0,44819.081075949885
-8.0,-70.0,32155.497580914285
-8.0,-69.0,172.88414409615567
-8.0,-68.0,1344.381572027302
-8.0,-67.0,18880.46301304051
-8.0,-66.0,1130.7908616788156
-8.0,-65.0,997.229971364138
-8.0,-64.0,4746.52845561136
-8.0,-63.0,53888.0781988155
-8.0,-62.0,11386.233020525
-8.0,-61.0,4259.2854325207545
-8.0,-60.0,55.90579551749768
-8.0,-59.0,179.7630735209752
-8.0,-58.0,709.4764735103084
-8.0,-57.0,1748.8584231215514
-8.0,-56.0,619.1110965075777
-8.0,-55.0,17737.544012782673
-8.0,-54.0,49.66553668703577
-8.0,-53.0,251.54742153616843
-8.0,-52.0,133.14535635457486
-8.0,-51.0,12954.431733074467
-8.0,-50.0,124307.3315644031
-8.0,-49.0,66333.72647147812
-8.0,-48.0,70944.92236174074
-8.0,-47.0,26130.144046978225
-8.0,-46.0,109241.70257010194
-8.0,-45.0,23989.266421569522
-8.0,-44.0,32833.69330915327
-8.0,-43.0,55265.74726611146
-8.0,-42.0,92445.49302612094
-8.0,-41.0,141833.47352287022
-8.0,-40.0,281863.8325848406
-8.0,-39.0,296568.0387930101
-8.0,-38.0,384940.8929675567
-8.0,-37.0,361300.8471522661
-8.0,-36.0,1496175.1439186153
-8.0,-35.0,4701931.796913595
-8.0,107.0,10446.458729743958
-8.0,108.0,985603.582287685
-8.0,109.0,2607821.3474286124
-8.0,110.0,6374335.677499875
-8.0,111.0,8691794.062549587
-8.0,112.0,9574251.617534291
-8.0,113.0,9542623.314848216
-8.0,114.0,5161512.40691738
-8.0,115.0,2067432.1107676178
-8.0,116.0,597292.611297929
-8.0,117.0,284420.6506600261
-8.0,118.0,134353.8630837517
-8.0,119.0,272619.1730896175
-8.0,120.0,134834.27026382426
-8.0,121.0,91790.78947758797
-8.0,122.0,18888.86998440718
-8.0,123.0,352933.10446818615
-8.0,124.0,126829.59342040181
-8.0,125.0,153104.72533188417
-8.0,126.0,66142.86486424383
-8.0,127.0,64002.14229047333
-8.0,128.0,32623.845785542704
-8.0,130.0,19930.17321271724
-8.0,131.0,89744.82250201574
-8.0,132.0,8784.736548981069
-8.0,138.0,4552.361629827433
-8.0,139.0,6109.229223461596
-8.0,140.0,126804.4223803655
-8.0,141.0,35248.922111755295
-7.0,-80.0,1216874.0529049374
-7.0,-79.0,728363.958597326
-7.0,-78.0,408422.4398173366
-7.0,-77.0,181639.367345166
-7.0,-76.0,131699.57916368206
-7.0,-75.0,47241.81804657525
-7.0,-74.0,1091.3466970105937
-7.0,-73.0,7204.020833289867
-7.0,-72.0,24128.21801723014
-7.0,-71.0,2849.6371739862134
-7.0,-70.0,51580.84066432786
-7.0,-69.0,427.79912879488603
-7.0,-68.0,449.21807446771527
-7.0,-67.0,168.16529725943158
-7.0,-66.0,105.7037841906232
-7.0,-65.0,36038.30634956548
-7.0,-64.0,8626.97436975074
-7.0,-63.0,10598.225266149253
-7.0,-62.0,1028.7121033943004
-7.0,-61.0,367.4659708165609
-7.0,-60.0,21761.60691607221
-7.0,-59.0,1659.6527986717786
-7.0,-58.0,1683.684418584155
-7.0,-57.0,7829.814058378299
-7.0,-56.0,4260.638203897945
-7.0,-55.0,32234.613677377354
-7.0,-54.0,72.1938026022008
-7.0,-53.0,1103.013600596823
-7.0,-52.0,17284.76936128688
-7.0,-51.0,81644.55753071811
-7.0,-50.0,182927.70809498563
-7.0,-49.0,41894.97729521786
-7.0,-48.0,222861.61875573415
-7.0,-47.0,88759.69053432181
-7.0,-46.0,53517.72863788303
-7.0,-45.0,62754.18523023572
-7.0,-44.0,70446.45568120651
-7.0,-43.0,111715.98118726519
-7.0,-42.0,147147.449075074
-7.0,-41.0,245140.71663757824
-7.0,-40.0,232412.23884795944
-7.0,-39.0,1009974.4720265903
-7.0,-38.0,391592.3678950493
-7.0,-37.0,414930.79809407436
-7.0,-36.0,1115511.1365880864
-7.0,-35.0,1909102.753533307
-7.0,105.0,1366.7065843528396
-7.0,106.0,1458528.9418612663
-7.0,107.0,11562261.98284511
-7.0,108.0,18774455.818123348
-7.0,109.0,11447547.097282974
-7.0,110.0,9663672.085728623
-7.0,111.0,9914702.745656766
-7.0,112.0,5884123.938039822
-7.0,113.0,8796879.795457253
-7.0,114.0,1514579.4781882584
-7.0,115.0,81755.96811257856
-7.0,116.0,25073.185602178903
-7.0,121.0,34141.6944983379
-7.0,129.0,3356.5661768825566
-7.0,131.0,6551.925673996924
-7.0,132.0,27311.320660221772
-7.0,134.0,10265.817168514357
-7.0,135.0,3735.117393356587
-7.0,138.0,170.43474469149214
-7.0,139.0,57857.64396556176
-7.0,140.0,37124.22661357843
-7.0,141.0,29585.197976303527
-6.0,-81.0,51218.702290990565
-6.0,-80.0,220554.79131908208
-6.0,-79.0,507742.198263234
-6.0,-78.0,299743.11590758944
-6.0,-77.0,382955.3654821565
-6.0,-76.0,327947.70371693885
-6.0,-75.0,20765.263420212843
-6.0,-74.0,10393.359648673782
-6.0,-73.0,1396.0531526170557
-6.0,-72.0,74.01537046050169
-6.0,-71.0,183.4443818337314
-6.0,-70.0,99.75310540276126
-6.0,-69.0,207.47259613827237
-6.0,-68.0,12558.64721033732
-6.0,-67.0,92.05150759446406
-6.0,-66.0,99.84801278076323
-6.0,-65.0,313.0126484457202
-6.0,-64.0,2760.9166715976394
-6.0,-63.0,18595.71016878406
-6.0,-62.0,8614.21986924059
-6.0,-61.0,37733.761902863356
-6.0,-60.0,1271.720174620493
-6.0,-59.0,65.17987826937394
-6.0,-58.0,14566.137011068236
-6.0,-57.0,7061.486796617924
-6.0,-56.0,13418.911078574798
-6.0,-55.0,909.7255996184211
-6.0,-54.0,1329.746267701993
-6.0,-53.0,3380.9064683647493
-6.0,-52.0,15426.92871314794
-6.0,-51.0,11173.133168419175
-6.0,-50.0,379813.80389120703
-6.0,-49.0,101567.38713161394
-6.0,-48.0,123052.33182717637
-6.0,-47.0,379281.9111539149
-6.0,-46.0,93444.85292868828
-6.0,-45.0,84543.25173143783
-6.0,-44.0,207087.13163280173
-6.0,-43.0,189874.95128495374
-6.0,-42.0,83104.7433064149
-6.0,-41.0,117828.16654892458
-6.0,-40.0,158727.86856342395
-6.0,-39.0,377576.7952281984
-6.0,-38.0,416035.0385494639
-6.0,-37.0,358523.94501266506
-6.0,-36.0,401045.55586909817
-6.0,-35.0,1738313.3350423463
-6.0,104.0,52201.37734280777
-6.0,105.0,320059.4469643658
-6.0,106.0,6088660.112313356
-6.0,107.0,30912114.2101453
-6.0,108.0,2864046.5790000875
-6.0,109.0,1151.7879484295845
-6.0,111.0,224227.35031274904
-6.0,113.0,85821.61105969381
-6.0,119.0,24964.48016499181
-6.0,120.0,797673.9888711162
-6.0,121.0,20621.165372258107
-6.0,123.0,115820.48100671472
-6.0,124.0,50764.44786419817
-6.0,133.0,210227.35313405175
-6.0,134.0,81961.21896482214
-6.0,135.0,9900.747785078951
-6.0,138.0,61293.86163497738
-6.0,139.0,59601.84252200018
-6.0,140.0,37843.856944747065
-6.0,141.0,58397.6624794386
-5.0,-81.0,1444976.8399644194
-5.0,-80.0,514203.97736455506
-5.0,-79.0,270365.2736235645
-5.0,-78.0,70522.15778057251
-5.0,-77.0,34261.46345174523
-5.0,-76.0,24432.66696134175
-5.0,-75.0,11876.387487268745
-5.0,-74.0,82836.34294957339
-5.0,-73.0,3045.581947360727
-5.0,-72.0,1272.9994497124965
-5.0,-71.0,122.12290197058901
-5.0,-70.0,281.6217731219952
-5.0,-69.0,138.23977731730636
-5.0,-68.0,160.34871067237663
-5.0,-67.0,30472.581581805553
-5.0,-66.0,249.5467995800534
-5.0,-65.0,2048.262983649042
-5.0,-64.0,291.046177422057
-5.0,-63.0,919.2529105013678
-5.0,-62.0,1278.1760248358576
-5.0,-61.0,2178.2249759171946
-5.0,-60.0,22003.461716270576
-5.0,-59.0,317.61421823052603
-5.0,-58.0,208.8885104121977
-5.0,-57.0,1063.9133774760096
-5.0,-56.0,16618.704403714197
-5.0,-55.0,316.1181260413964
-5.0,-54.0,192.64520403992094
-5.0,-53.0,341.35275424123245
-5.0,-52.0,42.29955409133702
-5.0,-51.0,15686.232363136738
-5.0,-50.0,42056.13628536532
-5.0,-49.0,324781.5187159859
-5.0,-48.0,192369.28745771022
-5.0,-47.0,231094.3817848456
-5.0,-46.0,72305.65114672577
-5.0,-45.0,289672.3908559048
-5.0,-44.0,222640.01194139555
-5.0,-43.0,1420445.9729443043
-5.0,-42.0,185959.5970971276
-5.0,-41.0,202105.4556949222
-5.0,-40.0,190364.1978934508
-5.0,-39.0,286452.9575736548
-5.0,-38.0,447087.7265073549
-5.0,-37.0,434335.04126860725
-5.0,-36.0,101173.60540103048
-5.0,-35.0,38035.1565140443
-5.0,39.0,1258785.901394724
-5.0,102.0,7878.597789864261
-5.0,103.0,113062.43304772346
-5.0,104.0,973844.875151355
-5.0,105.0,6090656.951273236
-5.0,106.0,1040634.2759886769
-5.0,119.0,1950417.4255750764
-5.0,120.0,2871164.557515711
-5.0,121.0,7098.330745102267
-5.0,122.0,330166.9232409033
-5.0,123.0,614602.0126411992
-5.0,124.0,66670.59611354224
-5.0,133.0,6495.177584221287
-5.0,135.0,3204.6766239109916
-5.0,136.0,3302.6467605946264
-5.0,137.0,253904.86017410358
-5.0,138.0,46466.89744951281
-5.0,139.0,72932.72534457843
-5.0,140.0,36494.30395732908
-5.0,141.0,91409.35511975817
-4.0,-81.0,83303.87480614289
-4.0,-80.0,503806.44791385735
-4.0,-79.0,461500.6141234052
-4.0,-78.0,31505.569614114404
-4.0,-77.0,6621.290798922013
-4.0,-76.0,1117.9247486301406
-4.0,-75.0,10903.07871165105
-4.0,-74.0,9114.18196051522
-4.0,-73.0,539831.0032780411
-4.0,-72.0,11626.814203218204
-4.0,-71.0,34556.80243067349
-4.0,-70.0,201516.29568226778
-4.0,-69.0,13393.319586278452
-4.0,-68.0,186.70274379045264
-4.0,-67.0,202.78006796210522
-4.0,-66.0,798.1124525851637
-4.0,-65.0,4119.5058986454
-4.0,-64.0,7267.3581363278845
-4.0,-63.0,60085.83479303755
-4.0,-62.0,44636.41507877129
-4.0,-61.0,36796.14579314663
-4.0,-60.0,51547.82976534018
-4.0,-59.0,62513.08827865059
-4.0,-58.0,10090.670051684298
-4.0,-57.0,5021.7934885982495
-4.0,-56.0,120685.4273819145
-4.0,-55.0,44667.84902463661
-4.0,-54.0,44281.03315774895
-4.0,-53.0,11232.310347634906
-4.0,-52.0,11863.171841879339
-4.0,-51.0,40523.0490199997
-4.0,-50.0,157174.2596044595
-4.0,-49.0,60175.4206102536
-4.0,-48.0,97507.41510204991
-4.0,-47.0,47141.00798009292
-4.0,-46.0,153256.19068306498
-4.0,-45.0,484623.06019817136
-4.0,-44.0,348043.24787788437
-4.0,-43.0,341181.345733151
-4.0,-42.0,318302.7928943761
-4.0,-41.0,579971.0156210552
-4.0,-40.0,519669.94738750247
-4.0,-39.0,3478187.2062700507
-4.0,-38.0,966754.3941239832
-4.0,38.0,497414.83796764596
-4.0,39.0,807368.1480890508
-4.0,40.0,2794858.3936619516
-4.0,102.0,632031.7952924689
-4.0,103.0,1230476.937537949
-4.0,104.0,1475112.3295084299
-4.0,105.0,1722220.068472329
-4.0,106.0,240945.89896209794
-4.0,112.0,44.68489291158577
-4.0,115.0,449135.05168668344
-4.0,116.0,164367.6783082764
-4.0,119.0,125940.30565756602
-4.0,120.0,2020201.6222997908
-4.0,121.0,93066.65195110318
-4.0,122.0,973263.0940768142
-4.0,123.0,406559.0749240323
-4.0,126.0,11113.496656844483
-4.0,127.0,66112.02188874471
-4.0,128.0,491670.73177172884
-4.0,129.0,36071.19065769408
-4.0,130.0,6036.412180970623
-4.0,131.0,50255.31262536957
-4.0,133.0,5362.454117456977
-4.0,134.0,44614.48950822711
-4.0,135.0,11768.35902091737
-4.0,136.0,458516.0757772186
-4.0,137.0,245998.9006455006
-4.0,138.0,668205.9849850043
-4.0,139.0,870688.2290306515
-4.0,140.0,66939.97303976247
-4.0,141.0,34617.90173572287
-3.0,-80.0,940886.6834366021
-3.0,-78.0,54004.548778066266
-3.0,-77.0,12701.176918337696
-3.0,-76.0,17688.49377495079
-3.0,-75.0,2770.961551422872
-3.0,-74.0,4907.143297071028
-3.0,-73.0,26404.09259299936
-3.0,-72.0,9665.098716414956
-3.0,-71.0,225.38621830513287
-3.0,-70.0,3850.2828356635405
-3.0,-69.0,26906.354858483548
-3.0,-68.0,58788.75402997106
-3.0,-67.0,29027.872309326056
-3.0,-66.0,36237.07054184383
-3.0,-65.0,108787.595731159
-3.0,-64.0,868.4143896718587
-3.0,-63.0,785.8482894943959
-3.0,-62.0,1396.394370493932
-3.0,-61.0,135656.6362061744
-3.0,-60.0,2385424.4618914146
-3.0,-59.0,45833.26756329646
-3.0,-58.0,241432.5185261164
-3.0,-57.0,119794.1772362021
-3.0,-56.0,4666.365933306433
-3.0,-55.0,85412.57348483155
-3.0,-54.0,13599.158913372918
-3.0,-53.0,46744.78867287064
-3.0,-52.0,163643.35505397094
-3.0,-51.0,30638.595507016707
-3.0,-50.0,95758.3381998801
-3.0,-49.0,98037.54458097869
-3.0,-48.0,30091.4314174373
-3.0,-47.0,110884.50061318144
-3.0,-46.0,101273.18876767295
-3.0,-45.0,477694.1108724658
-3.0,-44.0,1691307.3633351126
-3.0,-43.0,207691.92949107743
-3.0,-42.0,430902.0584810433
-3.0,-41.0,232603.80708991294
-3.0,-40.0,444745.3324222753
-3.0,-39.0,146844.99495946665
-3.0,37.0,2832717.389050791
-3.0,38.0,1049053.4088821781
-3.0,39.0,77017.50348063538
-3.0,40.0,784220.4321367671
-3.0,41.0,6913.213194169104
-3.0,100.0,31109.093409201036
-3.0,101.0,132247.82377016055
-3.0,102.0,480345.2859593149
-3.0,103.0,1153324.0851633814
-3.0,104.0,1180253.4152392107
-3.0,105.0,3083599.2807544786
-3.0,106.0,219712.3238039175
-3.0,107.0,66894.41062987401
-3.0,108.0,326916.3027821421
-3.0,110.0,25610.297722276508
-3.0,111.0,57481.23666448886
-3.0,112.0,247140.68338476378
-3.0,113.0,342832.2643654903
-3.0,114.0,461879.1862827275
-3.0,115.0,2610682.358256327
-3.0,116.0,443103.91077550425
-3.0,117.0,440.6180716176229
-3.0,119.0,958591.579913295
-3.0,120.0,1572781.4140302534
-3.0,121.0,405469.8354416393
-3.0,122.0,134692.61837991767
-3.0,126.0,17647.546511146204
-3.0,127.0,130376.33125627604
-3.0,128.0,192252.6735987004
-3.0,129.0,205407.83440394804
-3.0,130.0,175077.8863303119
-3.0,131.0,14922.94122775265
-3.0,132.0,75668.71397332831
-3.0,133.0,30367.989716368327
-3.0,134.0,19618.480960411507
-3.0,135.0,101024.59795012334
-3.0,136.0,110610.37632025017
-3.0,137.0,6859.046623527611
-3.0,138.0,22924.836882433396
-3.0,139.0,3988.7228179820972
-3.0,140.0,104031.2397040517
-3.0,141.0,614738.5594074592
-2.0,-76.0,5155.817805151351
-2.0,-75.0,4341.908949785103
-2.0,-74.0,8971.169410036071
-2.0,-73.0,6264.99878747856
-2.0,-72.0,1398.2011770244524
-2.0,-71.0,558.9001205614096
-2.0,-70.0,274.85279500691195
-2.0,-69.0,325.6055791042488
-2.0,-68.0,15.666021149999295
-2.0,-67.0,8674.176101917797
-2.0,-66.0,10777.453309614086
-2.0,-65.0,1764.9918056389313
-2.0,-64.0,93.5393452830376
-2.0,-63.0,147.596443426649
-2.0,-62.0,436.2383755274917
-2.0,-61.0,590.3580873269775
-2.0,-60.0,29988.32477420455
-2.0,-59.0,4158.601303724675
-2.0,-58.0,4751.637505860786
-2.0,-57.0,38813.509328078784
-2.0,-56.0,174959.49992535717
-2.0,-55.0,417164.724300291
-2.0,-54.0,89294.63778188727
-2.0,-53.0,35728.6695299166
-2.0,-52.0,42839.03310240121
-2.0,-51.0,89640.6700955928
-2.0,-50.0,310039.74293342896
-2.0,-49.0,598164.7057840868
-2.0,-48.0,274464.4409752312
-2.0,-47.0,223449.92761903803
-2.0,-46.0,143022.40832875372
-2.0,-45.0,247999.32845912315
-2.0,-44.0,187810.1465169251
-2.0,-43.0,4357.42919747194
-2.0,35.0,347368.8355081452
-2.0,36.0,277736.6406387498
-2.0,37.0,1144178.4736631024
-2.0,38.0,992535.0030575064
-2.0,39.0,13508.343143697964
-2.0,40.0,301375.24548902817
-2.0,41.0,203311.42989958928
-2.0,42.0,26126.845733917093
-2.0,99.0,13723.649118109017
-2.0,100.0,28669.44302915225
-2.0,101.0,781028.3268472315
-2.0,102.0,599851.5454780622
-2.0,103.0,736639.438545083
-2.0,104.0,1197987.8088074976
-2.0,105.0,266198.8363426916
-2.0,106.0,844410.6272520146
-2.0,109.0,1806.6042598407712
-2.0,110.0,314068.8859220916
-2.0,111.0,235751.54836474583
-2.0,112.0,208703.7046596983
-2.0,113.0,259504.91755096844
-2.0,114.0,396333.4573328054
-2.0,115.0,741967.6796891113
-2.0,116.0,481405.327642938
-2.0,117.0,9148.12596143609
-2.0,119.0,299626.3799697121
-2.0,120.0,70731.50356533096
-2.0,121.0,257585.53406499184
-2.0,122.0,138722.29102899207
-2.0,123.0,47675.75119333511
-2.0,124.0,73122.67951768823
-2.0,125.0,52176.64500194687
-2.0,126.0,94140.0309833404
-2.0,127.0,13521.084081595249
-2.0,128.0,10706.5675377719
-2.0,130.0,6945.061255771292
-2.0,132.0,17478.426196246743
-2.0,133.0,37469.61357356788
-2.0,134.0,62876.78621572377
-2.0,136.0,128060.08389654043
-2.0,137.0,32605.07784696395
-2.0,138.0,19302.667582085895
-2.0,139.0,30843.24514836392
-2.0,140.0,19731.20965018929
-2.0,141.0,529.8249722122176
-1.0,-76.0,7236.700540109758
-1.0,-75.0,5195.307506453297
-1.0,-74.0,1913.2886429470373
-1.0,-73.0,1639.4958301833183
-1.0,-72.0,830.4216550369185
-1.0,-71.0,639.4418354039451
-1.0,-70.0,4156.9842847301425
-1.0,-69.0,1086.6764197535572
-1.0,-68.0,2.1580500232217177
-1.0,-67.0,0.2610324397698283
-1.0,-66.0,111.08682659097164
-1.0,-65.0,677.0488333391914
-1.0,-64.0,97.84474443286226
-1.0,-63.0,11955.372572853765
-1.0,-62.0,2253.6357919604907
-1.0,-61.0,206.67038167061094
-1.0,-60.0,3876.6547313607252
-1.0,-59.0,528.341238196178
-1.0,-58.0,781.4255210420207
-1.0,-57.0,1241.6050498178515
-1.0,-56.0,10562.053438627234
-1.0,-55.0,2319.16998844943
-1.0,-54.0,5795.18679513585
-1.0,-53.0,41630.78393509184
-1.0,-52.0,43822.93977680341
-1.0,-51.0,18861.358738978273
-1.0,-50.0,38079.87105757868
-1.0,-49.0,139821.72391934716
-1.0,-48.0,2511298.8346914127
-1.0,-47.0,441058.7927378799
-1.0,-46.0,112145.41732334688
-1.0,-45.0,7480.454333135895
-1.0,34.0,2113190.5585776167
-1.0,35.0,5041024.310614383
-1.0,36.0,1431734.530366233
-1.0,37.0,13725302.815363904
-1.0,38.0,1395054.400265233
-1.0,39.0,53226.99704346506
-1.0,40.0,194524.90532676817
-1.0,41.0,134950.73724771658
-1.0,98.0,2846.2506236016666
-1.0,99.0,21182.929411074598
-1.0,100.0,1525100.3592367275
-1.0,101.0,1222342.9568144653
-1.0,102.0,978175.3469349201
-1.0,103.0,668494.4545475652
-1.0,104.0,286922.07685095235
-1.0,105.0,6116.708923704096
-1.0,109.0,28275.001100991816
-1.0,110.0,200632.01785449084
-1.0,111.0,85392.13929787489
-1.0,112.0,72966.97283191833
-1.0,113.0,64103.069026107136
-1.0,114.0,183751.1658204607
-1.0,115.0,243351.61158658867
-1.0,116.0,89009.33351418644
-1.0,117.0,1567137.202276735
-1.0,118.0,3966.033730754595
-1.0,119.0,121527.18142994575
-1.0,120.0,1041006.0650858188
-1.0,121.0,173110.56772940428
-1.0,122.0,267868.98479696637
-1.0,123.0,303180.5225389959
-1.0,124.0,9710.608852493817
-1.0,127.0,84394.28211454304
-1.0,128.0,82049.9750930175
-1.0,130.0,4810.66373290211
-1.0,131.0,429925.9119330036
-1.0,132.0,97839.47691694892
-1.0,133.0,20881.13350128642
-1.0,134.0,265565.64859557245
-1.0,135.0,10561.245448938062
-1.0,136.0,157488.60391227587
-1.0,138.0,297.8784027546644
0.0,-77.0,396993.28781275946
0.0,-76.0,46474.11033927093
0.0,-75.0,21905.840170738935
0.0,-74.0,1153.8926638280375
0.0,-71.0,1249.5746964225068
0.0,-70.0,3525.2454521469954
0.0,-69.0,1093.900199852895
0.0,-68.0,143.55700914573356
0.0,-67.0,42947.53794919453
0.0,-66.0,1122.6167653716655
0.0,-65.0,9236.69668310386
0.0,-64.0,625.1475466189748
0.0,-63.0,351.20180703367976
0.0,-62.0,201.74894625201017
0.0,-61.0,2852.223666653722
0.0,-60.0,683.8431597531896
0.0,-59.0,953.9057619817663
0.0,-58.0,87.48494921294537
0.0,-57.0,94.90053712414492
0.0,-56.0,174.84897743457861
0.0,-54.0,26.612054440783485
0.0,-53.0,199.2424361507732
0.0,-52.0,7956.947536716315
0.0,-51.0,617448.316013354
0.0,-50.0,40773.47568049559
0.0,-49.0,8192.412796033173
0.0,-48.0,409.0875430325844
0.0,34.0,3650851.2894983296
0.0,35.0,6150726.950114392
0.0,36.0,3305528.9269055165
0.0,37.0,1590323.0941864525
0.0,38.0,2607073.18247147
0.0,39.0,208555.07558137376
0.0,40.0,918474.7949602848
0.0,41.0,180443.3859000671
0.0,98.0,21716.095495571233
0.0,99.0,115440.56473700065
0.0,100.0,1607873.0414804965
0.0,101.0,1987353.6952170946
0.0,102.0,798616.2434840263
0.0,103.0,417296.25222495303
0.0,104.0,119013.6704883494
0.0,105.0,71268.68902076455
0.0,109.0,1611964.695237311
0.0,110.0,543551.6733785245
0.0,111.0,601316.0356346548
0.0,112.0,391679.6996815334
0.0,113.0,26739.511135701272
0.0,114.0,11511.829403018008
0.0,115.0,36232.795566136265
0.0,116.0,189838.97798056708
0.0,117.0,1142231.2882960553
0.0,118.0,55620.46104352425
0.0,120.0,255697.56443348146
0.0,121.0,67106.77363104797
0.0,122.0,96389.5555995702
0.0,123.0,46602.45359776178
0.0,124.0,75668.07935311971
0.0,127.0,44712.57608105286
0.0,128.0,85372.02055842482
0.0,129.0,22238.29856742618
0.0,130.0,4644.205864376015
0.0,131.0,41224.13878201457
0.0,132.0,6171.289948763444
0.0,133.0,1030.1467915493008
1.0,-79.0,167876.94802641697
1.0,-78.0,694429.2585228996
1.0,-77.0,818149.3383657434
1.0,-76.0,110257.27215481433
1.0,-75.0,67948.60608215067
1.0,-74.0,3491.2852105046327
1.0,-72.0,4423.445149236366
1.0,-71.0,4970.164815115397
1.0,-70.0,22846.685028714564
1.0,-69.0,4218.001126582571
1.0,-68.0,1208.8243159271558
1.0,-67.0,5689.890474628293
1.0,-66.0,825.001906183509
1.0,-65.0,173.6297550938835
1.0,-64.0,209.7630848109004
1.0,-63.0,104.62172456185972
1.0,-62.0,139.82876354581612
1.0,-61.0,1770.5779509550368
1.0,-60.0,61703.51314631397
1.0,-59.0,3326.295861364014
1.0,-58.0,18.65517145693446
1.0,-57.0,19.892658949212215
1.0,-56.0,89.12835730018647
1.0,-55.0,102.3816287368536
1.0,-54.0,33.78598041863869
1.0,-53.0,105.39744490268885
1.0,-52.0,21811.558173609512
1.0,-51.0,44213.42234310091
1.0,-50.0,4587.253555047457
1.0,34.0,7686479.984794257
1.0,35.0,5191025.9222822115
1.0,36.0,669957.6681228527
1.0,37.0,332370.70732872246
1.0,38.0,88711.94126266784
1.0,39.0,361646.49562104023
1.0,40.0,178633.57590830652
1.0,41.0,109574.1077960999
1.0,97.0,209627.76536476123
1.0,98.0,697011.887031948
1.0,99.0,662615.4331845281
1.0,100.0,1093452.9364488772
1.0,101.0,1545919.4455003755
1.0,102.0,544534.1902817021
1.0,103.0,515001.76922026975
1.0,104.0,8358521.538189024
1.0,105.0,173250.94475325983
1.0,109.0,1000559.7560475768
1.0,110.0,748825.9219730247
1.0,111.0,265223.1262817085
1.0,112.0,136510.34154846292
1.0,113.0,99382.10627821909
1.0,114.0,5541.686221729591
1.0,115.0,15115.940534173144
1.0,116.0,11275.055141037228
1.0,117.0,149849.29213287384
1.0,118.0,227489.40496776404
1.0,119.0,7918.396893080175
1.0,120.0,81198.82382601622
1.0,121.0,402597.03806518036
1.0,122.0,262902.6369394143
1.0,123.0,944798.3081137785
1.0,124.0,592906.1498229705
1.0,125.0,1508885.6766323997
1.0,127.0,358458.5959107745
1.0,128.0,226084.08468293562
1.0,129.0,10591.065586063905
2.0,-79.0,141201.72170290063
2.0,-78.0,153189.68789888328
2.0,-77.0,827849.471922163
2.0,-76.0,832765.9780621189
2.0,-75.0,126686.91883167034
2.0,-74.0,23652.464596182945
2.0,-73.0,26154.766374424653
2.0,-72.0,2721.202954596495
2.0,-71.0,394.22616607740895
2.0,-70.0,1085.405379774967
2.0,-69.0,1654.795973972356
2.0,-68.0,406.88232897328885
2.0,-67.0,4179.196179603343
2.0,-64.0,444.5569791422473
2.0,-63.0,75.90078157796505
2.0,-62.0,238.15336153413477
2.0,-61.0,49431.033176428136
2.0,-60.0,6917.4189929435
2.0,-59.0,4150.596191129076
2.0,-58.0,382.80449010745104
2.0,-57.0,814.6780052538421
2.0,-56.0,1001.9193304709157
