lat,lon,population
-19.0,-44.0,445309.7225070806
-19.0,-43.0,489356.7622381678
-19.0,-42.0,483491.55295488716
-19.0,-41.0,329170.0204523142
-19.0,-40.0,475887.306722325
-18.0,-71.0,100207.36255223636
-18.0,-70.0,586607.8893951784
-18.0,-69.0,8343.68481032475
-18.0,-58.0,1924.4169377878104
-18.0,-57.0,1382.1550691875516
-18.0,-56.0,1591.0010060871919
-18.0,-55.0,32132.04590571393
-18.0,-54.0,11569.907931000951
-18.0,-53.0,101728.64391572011
-18.0,-52.0,126444.7530306666
-18.0,-51.0,302560.43450039247
-18.0,-50.0,136772.60035506904
-18.0,-49.0,386990.91051183204
-18.0,-48.0,187336.9015936136
-18.0,-47.0,84026.68678452629
-18.0,-46.0,70770.49018268181
-18.0,-45.0,73998.71491452042
-18.0,-44.0,99922.68439116358
-18.0,-43.0,170649.0412703806
-18.0,-42.0,230812.80735531246
-18.0,-41.0,145284.35538637408
-18.0,-40.0,349749.79916641494
-18.0,-39.0,38891.27234058012
-17.0,-73.0,54006.68302190266
-17.0,-72.0,85369.8540057368
-17.0,-71.0,122828.4967965053
-17.0,-70.0,27405.253352294385
-17.0,-69.0,149033.92807811525
-17.0,-58.0,2043.977366991997
-17.0,-57.0,1445.2695288462062
-17.0,-56.0,2772.7508363232646
-17.0,-55.0,18004.76479720614
-17.0,-54.0,43151.76029731371
-17.0,-53.0,36875.26526819053
-17.0,-52.0,27330.27427812125
-17.0,-51.0,35279.46889299829
-17.0,-50.0,252254.99394412368
-17.0,-49.0,2776367.706497758
-17.0,-48.0,133157.50134306986
-17.0,-47.0,120349.5991139647
-17.0,-46.0,40484.7104516324
-17.0,-45.0,105259.77716511257
-17.0,-44.0,545148.7648491472
-17.0,-43.0,77919.72088993693
-17.0,-42.0,156604.58234750098
-17.0,-41.0,131371.26796140833
-17.0,-40.0,175127.3894815205
-17.0,-39.0,92962.36166745012
-16.0,-75.0,3810.603379626554
-16.0,-74.0,31502.833114718615
-16.0,-73.0,40108.61349141511
-16.0,-72.0,1212764.5892340557
-16.0,-71.0,168877.79371016694
-16.0,-70.0,421236.0338123846
-16.0,-69.0,383093.4430929092
-16.0,-60.0,12319.755189654374
-16.0,-59.0,17878.434453093698
-16.0,-58.0,150359.7999243886
-16.0,-57.0,39936.9965683717
-16.0,-56.0,1057598.1235984953
-16.0,-55.0,364078.32118719793
-16.0,-54.0,134639.30365260437
-16.0,-53.0,16624.62537463821
-16.0,-52.0,125411.4038209259
-16.0,-51.0,97792.20947235382
-16.0,-50.0,213011.25654167915
-16.0,-49.0,753056.9961310199
-16.0,-48.0,4109806.8049817095
-16.0,-47.0,223809.25664567962
-16.0,-46.0,61121.877686192354
-16.0,-45.0,116806.09097275126
-16.0,-44.0,175424.10489213234
-16.0,-43.0,175720.49716023612
-16.0,-42.0,138817.55827892365
-16.0,-41.0,192855.56973760418
-16.0,-40.0,232611.26855305088
-16.0,-39.0,251422.55044237972
-15.0,-76.0,431.9786926347555
-15.0,-75.0,106311.52416397385
-15.0,-74.0,63376.15992871101
-15.0,-73.0,33762.02363376975
-15.0,-72.0,50683.250480019015
-15.0,-71.0,140112.58775417175
-15.0,-70.0,517394.1978626371
-15.0,-69.0,108817.40071591156
-15.0,-61.0,6477.120898489657
-15.0,-60.0,20090.158855164867
-15.0,-59.0,68598.3266413846
-15.0,-58.0,70828.01804726105
-15.0,-57.0,136417.72367136963
-15.0,-56.0,74112.00170167431
-15.0,-55.0,17432.469843492756
-15.0,-54.0,16082.206513276444
-15.0,-53.0,22442.0887055677
-15.0,-52.0,29195.306759037325
-15.0,-51.0,41566.424065006155
-15.0,-50.0,143846.19147118035
-15.0,-49.0,163160.35261077748
-15.0,-48.0,165317.31514101868
-15.0,-47.0,42701.568502025606
-15.0,-46.0,26525.792939649105
-15.0,-45.0,28700.662709413584
-15.0,-44.0,162399.6183196738
-15.0,-43.0,126538.36012218632
-15.0,-42.0,138066.71363333066
-15.0,-41.0,563498.6911219778
-15.0,-40.0,275688.7905689345
-15.0,-39.0,470163.61337159167
-14.0,-76.0,648908.9773042471
-14.0,-75.0,38271.80501425756
-14.0,-74.0,149397.79189105186
-14.0,-73.0,330682.15260499227
-14.0,-72.0,807927.6959353182
-14.0,-71.0,198854.681060049
-14.0,-70.0,99578.81593804609
-14.0,-69.0,42321.79565320787
-14.0,-62.0,5106.8897494129305
-14.0,-61.0,1178.5576692506486
-14.0,-60.0,22571.14098574508
-14.0,-59.0,39747.88788036903
-14.0,-58.0,55232.591289298885
-14.0,-57.0,26365.24798144208
-14.0,-56.0,85584.20814365143
-14.0,-55.0,9088.052899278156
-14.0,-54.0,24170.55739165343
-14.0,-53.0,13651.30600706313
-14.0,-52.0,60723.03187581905
-14.0,-51.0,10359.11128716959
-14.0,-50.0,37575.90114702005
-14.0,-49.0,65905.21738074048
-14.0,-48.0,57552.982233213246
-14.0,-47.0,40522.76869922851
-14.0,-46.0,66363.88614125927
-14.0,-45.0,24357.170165715754
-14.0,-44.0,109175.08729329635
-14.0,-43.0,212320.33196204464
-14.0,-42.0,273143.6896593711
-14.0,-41.0,132668.13287204967
-14.0,-40.0,438817.47936685005
-14.0,-39.0,275360.7472511064
-13.0,-77.0,74973.84825625856
-13.0,-76.0,473462.5089851714
-13.0,-75.0,256243.85473195196
-13.0,-74.0,607975.6743937474
-13.0,-73.0,117833.29520255474
-13.0,-72.0,261851.91410163077
-13.0,-71.0,25255.991772448797
-13.0,-70.0,39440.417677750214
-13.0,-69.0,112502.068986073
-13.0,-64.0,25875.588575247417
-13.0,-63.0,927.2082061834496
-13.0,-62.0,4004.8445776365697
-13.0,-61.0,43261.05506079557
-13.0,-60.0,111477.7769975103
-13.0,-59.0,5145.924530623188
-13.0,-58.0,7278.6649885394345
-13.0,-57.0,28841.167984801694
-13.0,-56.0,235145.25359877676
-13.0,-55.0,13004.417007579768
-13.0,-54.0,4437.999638154401
-13.0,-53.0,9358.33051122008
-13.0,-52.0,38415.25527085569
-13.0,-51.0,3245.749395189432
-13.0,-50.0,33438.674265989896
-13.0,-49.0,56520.93093880739
-13.0,-48.0,20300.639459876806
-13.0,-47.0,43723.085860127554
-13.0,-46.0,27533.24465361272
-13.0,-45.0,38287.798672891775
